domain,name,source,source_url,listing_page,detail_url,company_url,description,one_liner,tags,category,website_confidence,explicit_shopify_signal,explicit_shopify_reasons,shopify_detected,shopify_confidence,shopify_signals,shopify_detection_error,shopify_review_needed
drinkdaydream.com,DayDream,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/daydream,https://drinkdaydream.com/,"DayDream's sparkling waters offer a natural focus and calming effect, making it the perfect choice for those seeking a refreshing and mood-boosting beverage.","DayDream's sparkling waters offer a natural focus and calming effect, making it the perfect choice for those seeking a refreshing and mood-boosting beverage.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkfiglia.com,Figlia,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=7,https://www.dtcetc.com/brand/figlia,https://drinkfiglia.com/,"Figlia offers an inclusive space for those seeking non-alcoholic beverages. Made with all-natural ingredients, their drinks come in a variety of flavors perfect for any occasion. Join their community for a fun, pressure-free experience.","Figlia offers an inclusive space for those seeking non-alcoholic beverages. Made with all-natural ingredients, their drinks come in a variety of flavors perfect for any occasion. Join their community for a fun, pressure-free experience.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkghia.com,Ghia,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=8,https://www.dtcetc.com/brand/ghia,https://drinkghia.com/,"Ghia offers a non-alcoholic alternative to traditional spirits, perfect for those who value mindful moments and social connections. Enjoy the taste without the hangover.","Ghia offers a non-alcoholic alternative to traditional spirits, perfect for those who value mindful moments and social connections. Enjoy the taste without the hangover.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkgoldmine.com,Goldmine,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=8,https://www.dtcetc.com/brand/goldmine,https://drinkgoldmine.com/,"Goldmine is a modern wellness brand that offers natural stress solutions for those experiencing burnout or adrenal fatigue. Their everyday adaptogen powder blend, created with herbalists, boosts energy and improves overall wellness. The brand values transparency in sourcing and promotes a healthy life/work balance.","Goldmine is a modern wellness brand that offers natural stress solutions for those experiencing burnout or adrenal fatigue. Their everyday adaptogen powder blend, created with herbalists, boosts energy and improves overall wellness. The brand values transparency in sourcing and promotes a healthy life/work balance.",Wellness,Wellness,high,0,,0,none,,HTTPError: 429,1
drinkhappyviking.com,Happy Viking,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=9,https://www.dtcetc.com/brand/happy-viking,https://drinkhappyviking.com/,"Happy Viking, founded by Venus Williams, offers a range of sustainably sourced, allergen-free products for a happy, balanced, and plant-based lifestyle. With a 100% Happiness Guarantee and educational partnerships, it's a top choice for nutrition and self-care enthusiasts.","Happy Viking, founded by Venus Williams, offers a range of sustainably sourced, allergen-free products for a happy, balanced, and plant-based lifestyle. With a 100% Happiness Guarantee and educational partnerships, it's a top choice for nutrition and self-care enthusiasts.",Wellness,Wellness,high,0,,0,none,,HTTPError: 429,1
drinkhint.com,Hint,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=10,https://www.dtcetc.com/brand/hint,https://www.drinkhint.com/,"Hint offers delicious and healthy fruit-infused water without any added sugars, preservatives, or calories. Their unique flavors, sparkling and energy water options, and kid-friendly packaging make them a refreshing alternative to plain water.","Hint offers delicious and healthy fruit-infused water without any added sugars, preservatives, or calories. Their unique flavors, sparkling and energy water options, and kid-friendly packaging make them a refreshing alternative to plain water.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkhydrant.com,Hydrant,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=10,https://www.dtcetc.com/brand/hydrant,https://www.drinkhydrant.com/,Hydrant's science-backed electrolyte drink mix combats dehydration for a more energized and focused you. Custom plans and members-only perks create a comprehensive wellness experience.,Hydrant's science-backed electrolyte drink mix combats dehydration for a more energized and focused you. Custom plans and members-only perks create a comprehensive wellness experience.,Fitness & Outdoors,Fitness & Outdoors,high,0,,0,none,,HTTPError: 429,1
drinkjuvee.com,Juvee,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=11,https://www.dtcetc.com/brand/juvee,https://drinkjuvee.com/,"Juvee is the ultimate rejuvenation drink for energetic, active individuals who demand more than just a standard energy drink. Expertly formulated to boost energy, lift mood, increase focus, and improve immunity, Juvee offers great taste and a better message than other energy drinks.","Juvee is the ultimate rejuvenation drink for energetic, active individuals who demand more than just a standard energy drink. Expertly formulated to boost energy, lift mood, increase focus, and improve immunity, Juvee offers great taste and a better message than other energy drinks.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinklibby.com,Libby,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=12,https://www.dtcetc.com/brand/libby,https://drinklibby.com/,"Libby's bubbled wines offer a pure and refreshing taste experience, crafted with precision bubbles and sustainably-farmed grapes. Enjoy the freedom of bubbles without fuss or outdated standards.","Libby's bubbled wines offer a pure and refreshing taste experience, crafted with precision bubbles and sustainably-farmed grapes. Enjoy the freedom of bubbles without fuss or outdated standards.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinklmnt.com,Drink LMNT,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/drink-lmnt,https://drinklmnt.com,"LMNT is a 2018 performance-enhancing electrolyte product founded by Robb Wolf. Our travel-friendly pouches are packed with high sodium content, no sugar, gluten, or artificial ingredients, and designed to be Paleo and Keto-friendly. Try our nine flavors and save with our subscription options.","LMNT is a 2018 performance-enhancing electrolyte product founded by Robb Wolf. Our travel-friendly pouches are packed with high sodium content, no sugar, gluten, or artificial ingredients, and designed to be Paleo and Keto-friendly. Try our nine flavors and save with our subscription options.",Wellness,Wellness,high,0,,0,none,,,0
drinkmoment.com,Moment,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=14,https://www.dtcetc.com/brand/moment-f8d01,https://drinkmoment.com/,"Introducing Moment, the wellness brand that offers a convenient and accessible solution for busy individuals seeking a moment of relaxation and stress relief. With their canned product, incorporating meditation into your daily routine has never been easier. Experience the rejuvenating benefits of natural and healthy ingredients, backed by science. Take a moment for yourself with Moment and feel ready to conquer the world.","Introducing Moment, the wellness brand that offers a convenient and accessible solution for busy individuals seeking a moment of relaxation and stress relief. With their canned product, incorporating meditation into your daily routine has never been easier. Experience the rejuvenating benefits of natural and healthy ingredients, backed by science. Take a moment for yourself with Moment and feel ready to conquer the world.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkolipop.com,Olipop,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=15,https://www.dtcetc.com/brand/olipop,https://drinkolipop.com,"Olipop is the tonic of choice for health-conscious individuals seeking a delicious and gut-friendly alternative to sugary drinks. Crafted with hardworking ingredients and backed by cutting-edge research, it's the ultimate off-ramp to a healthier future.","Olipop is the tonic of choice for health-conscious individuals seeking a delicious and gut-friendly alternative to sugary drinks. Crafted with hardworking ingredients and backed by cutting-edge research, it's the ultimate off-ramp to a healthier future.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkplink.com,PLINK!,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=16,https://www.dtcetc.com/brand/plink,https://drinkplink.com/,"PLINK! offers guilt-free refreshment options with their sustainable and healthy beverages. Enjoy delicious drinks without compromising the environment, perfect for those who prioritize sustainability and eco-conscious values.","PLINK! offers guilt-free refreshment options with their sustainable and healthy beverages. Enjoy delicious drinks without compromising the environment, perfect for those who prioritize sustainability and eco-conscious values.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkprime.com,PRIME,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=16,https://www.dtcetc.com/brand/prime,https://drinkprime.com,"PRIME is the underdog story turned beverage brand that's taking the world by storm. Founded by rivals KSI and Logan Paul, their focus on quality and taste is unmatched. Try PRIME Hydration for a taste that's both functional and delicious.","PRIME is the underdog story turned beverage brand that's taking the world by storm. Founded by rivals KSI and Logan Paul, their focus on quality and taste is unmatched. Try PRIME Hydration for a taste that's both functional and delicious.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkrally.ca,Rally,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=17,https://www.dtcetc.com/brand/rally,https://drinkrally.ca/,"Rally is the perfect beer for the active and conscious lifestyle. With functional ingredients and a commitment to philanthropy, Rally is the perfect drink for celebrating wins and spreading kudos with friends.","Rally is the perfect beer for the active and conscious lifestyle. With functional ingredients and a commitment to philanthropy, Rally is the perfect drink for celebrating wins and spreading kudos with friends.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinksanzo.com,Sanzo,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=18,https://www.dtcetc.com/brand/sanzo,https://www.drinksanzo.com/,"Sanzo is the first Asian-inspired sparkling water, celebrating authentic flavors without added sugars. With unique flavors like Calamansi, Mango, and Lychee, Sanzo offers a refreshing and healthy way to experience the true taste of Asia.","Sanzo is the first Asian-inspired sparkling water, celebrating authentic flavors without added sugars. With unique flavors like Calamansi, Mango, and Lychee, Sanzo offers a refreshing and healthy way to experience the true taste of Asia.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinksayso.com,SAYSO,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=18,https://www.dtcetc.com/brand/sayso,https://drinksayso.com/,"SAYSO is the ultimate solution for cocktail enthusiasts who want to enjoy bar-quality drinks in the comfort of their own home or on-the-go. With expertly portioned, all-natural ingredients in each sachet, SAYSO offers endless flavor possibilities in just 3 easy steps.","SAYSO is the ultimate solution for cocktail enthusiasts who want to enjoy bar-quality drinks in the comfort of their own home or on-the-go. With expertly portioned, all-natural ingredients in each sachet, SAYSO offers endless flavor possibilities in just 3 easy steps.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinksoma.com,Soma,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=19,https://www.dtcetc.com/brand/soma,https://drinksoma.com/,"Soma offers beautifully designed coffee brewing, drinking, and filtration accessories that provide clean, filtered water while making a positive impact on the world. With a commitment to charity: water, Soma's environmentally and socially conscious customers can enjoy high-quality products while contributing to ending the global water crisis.","Soma offers beautifully designed coffee brewing, drinking, and filtration accessories that provide clean, filtered water while making a positive impact on the world. With a commitment to charity: water, Soma's environmentally and socially conscious customers can enjoy high-quality products while contributing to ending the global water crisis.",Home & Garden,Home & Garden,high,0,,0,none,,HTTPError: 429,1
drinksound.com,Sound,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=19,https://www.dtcetc.com/brand/sound,https://drinksound.com/,"Sound's line of sparkling water beverages offers a healthier and more exciting alternative to sugary drinks. With unique flavors of organic tea, botanicals, and fruit extracts, Sound is committed to inspiring healthier and happier communities.","Sound's line of sparkling water beverages offers a healthier and more exciting alternative to sugary drinks. With unique flavors of organic tea, botanicals, and fruit extracts, Sound is committed to inspiring healthier and happier communities.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinksunwink.com,Sunwink,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=20,https://www.dtcetc.com/brand/sunwink,https://drinksunwink.com/,"Sunwink's plant-powered beverages are the perfect addition to any wellness routine. With clean and nourishing ingredients, this brand is committed to doing good for both your body and the environment.","Sunwink's plant-powered beverages are the perfect addition to any wellness routine. With clean and nourishing ingredients, this brand is committed to doing good for both your body and the environment.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinktrade.com,Trade Coffee,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=21,https://www.dtcetc.com/brand/trade-coffee,https://drinktrade.com,"Trade Coffee is the nation's leading coffee subscription service, founded in 2018. It offers over 400+ options from top roasters, rigorously tested and shipped within 24 hours of roasting, to help customers find their dream coffee. Trade Coffee has been featured in many publications and on Binging with Babish.","Trade Coffee is the nation's leading coffee subscription service, founded in 2018. It offers over 400+ options from top roasters, rigorously tested and shipped within 24 hours of roasting, to help customers find their dream coffee. Trade Coffee has been featured in many publications and on Binging with Babish.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinktroop.com,Troop,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=21,https://www.dtcetc.com/brand/troop,https://drinktroop.com/,"Troop is a cocktail company that offers high-quality, delicious cocktail mixes perfect for entertaining. Made with honest ingredients, Troop is perfect for those who measure fun in belly laughs, not shots.","Troop is a cocktail company that offers high-quality, delicious cocktail mixes perfect for entertaining. Made with honest ingredients, Troop is perfect for those who measure fun in belly laughs, not shots.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkveso.com,Veso,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=22,https://www.dtcetc.com/brand/veso,https://drinkveso.com/,Veso creates small-batch apéritifs bursting with flavor and made with honest ingredients straight from California farms. Their drinks are versatile and perfect for health-conscious customers who value quality and authenticity.,Veso creates small-batch apéritifs bursting with flavor and made with honest ingredients straight from California farms. Their drinks are versatile and perfect for health-conscious customers who value quality and authenticity.,CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkvolley.com,Drink Volley,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/drink-volley,https://drinkvolley.com/,"Indulge in the refreshing and transparent seltzer from Drink Volley. With a commitment to clean ingredients and environmental responsibility, Volley is the perfect choice for those who value transparency in their beverages.","Indulge in the refreshing and transparent seltzer from Drink Volley. With a commitment to clean ingredients and environmental responsibility, Volley is the perfect choice for those who value transparency in their beverages.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drinkxoca.com,Xoca,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=23,https://www.dtcetc.com/brand/xoca,https://drinkxoca.com/,"Xoca is a refreshing and nutritious soda made with pure Ecuadorian cacao fruit juice and sparkling water. Naturally fermented with prebiotics, organic acids, and 2g of fiber per serving, it supports a healthy gut and immune system without added sugar or preservatives.","Xoca is a refreshing and nutritious soda made with pure Ecuadorian cacao fruit juice and sparkling water. Naturally fermented with prebiotics, organic acids, and 2g of fiber per serving, it supports a healthy gut and immune system without added sugar or preservatives.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
dripdash.com,Dripdash,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/dripdash,https://dripdash.com/,"Dripdash is a craft coffee company committed to sustainability and transparency. Their proprietary brewing technology brings out delicate flavors, resulting in a shockingly smooth drink. Hand-selected ingredients and zero-emissions roasting align with health-conscious, eco-friendly values.","Dripdash is a craft coffee company committed to sustainability and transparency. Their proprietary brewing technology brings out delicate flavors, resulting in a shockingly smooth drink. Hand-selected ingredients and zero-emissions roasting align with health-conscious, eco-friendly values.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drizly.com,Drizly,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/drizly,https://drizly.com/,"Drizly is an alcohol e-commerce platform that facilitates the delivery of beer, wine, and spirits. Users order a variety of beer, wine, and spirits directly from local retailers to their location through a mobile app or website.","Drizly is an alcohol e-commerce platform that facilitates the delivery of beer, wine, and spirits. Users order a variety of beer, wine, and spirits directly from local retailers to their location through a mobile app or website.",CPG,CPG,high,0,,0,none,,URLError: [Errno 11001] getaddrinfo failed,1
drnxmyth.com,DRNXMYTH,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=5,https://www.dtcetc.com/brand/drnxmyth,https://drnxmyth.com/,"DRNXMYTH brings the magic of craft cocktails beyond the bar with their patented twist-to-mix technology. Made with fresh, locally sourced ingredients, their drinks are perfect for any occasion.","DRNXMYTH brings the magic of craft cocktails beyond the bar with their patented twist-to-mix technology. Made with fresh, locally sourced ingredients, their drinks are perfect for any occasion.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
dropofmindfulness.com,Drop of Mindfulness,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/drop-of-mindfulness-00365,https://www.dropofmindfulness.com,"Drop of Mindfulness, founded by Princess Sofia and Carolina Pihl, offers training clothes designed for life. Prioritizing self-care, they inspire customers to find their own power and energy.","Drop of Mindfulness, founded by Princess Sofia and Carolina Pihl, offers training clothes designed for life. Prioritizing self-care, they inspire customers to find their own power and energy.",Apparel,Apparel,high,0,,0,none,,HTTPError: 429,1
dropps.com,Dropps,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/dropps,https://dropps.com,"Dropps is a trusted eco-friendly household brand founded in 2006 by Johnathan Propper. With plant-based, natural ingredients, Dropps offers cruelty-free vegan cleaning supplies and 100% carbon-neutral shipping, compostable packaging, and no artificial colors or dyes.","Dropps is a trusted eco-friendly household brand founded in 2006 by Johnathan Propper. With plant-based, natural ingredients, Dropps offers cruelty-free vegan cleaning supplies and 100% carbon-neutral shipping, compostable packaging, and no artificial colors or dyes.",Home & Garden,Home & Garden,high,0,,0,none,,HTTPError: 429,1
drsquatch.com,Dr. Squatch,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/dr-squatch,https://drsquatch.com,"Dr. Squatch is your personal apothecary of male grooming products. We create organic and natural handmade soap, a powerful anti-acne system in the form of an herbal face wash, and our award-winning beard oil that'll make any beard her most desired accessory.","Dr. Squatch is your personal apothecary of male grooming products. We create organic and natural handmade soap, a powerful anti-acne system in the form of an herbal face wash, and our award-winning beard oil that'll make any beard her most desired accessory.",Beauty,Beauty,high,0,,0,none,,HTTPError: 429,1
drtydrinks.com,Drty,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/drty,https://drtydrinks.com/,"Drty offers a refreshing and rebellious take on the ready-to-drink alcohol market with their unique range of Hard Seltzers. With a focus on clean drinking, Drty has quickly become a go-to brand for those seeking a lighter and lower calorie option.","Drty offers a refreshing and rebellious take on the ready-to-drink alcohol market with their unique range of Hard Seltzers. With a focus on clean drinking, Drty has quickly become a go-to brand for those seeking a lighter and lower calorie option.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
drunkelephant.com,Drunk Elephant,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/drunk-elephant,https://drunkelephant.com,"Although Drunk Elephant was only founded in 2013, we've already set the beauty world on fire. The name says it all. We're drunk with passion for making natural products that perform for skin. Ninety percent of what we make is crafted from just seven ingredients or less, and every ingredient is chosen for its ability to deliver antiaging power − in a unique, non-irritating way.","Although Drunk Elephant was only founded in 2013, we've already set the beauty world on fire. The name says it all. We're drunk with passion for making natural products that perform for skin. Ninety percent of what we make is crafted from just seven ingredients or less, and every ingredient is chosen for its ability to deliver antiaging power − in a unique, non-irritating way.",Beauty,Beauty,high,0,,0,none,,,0
dsquared2.com,DSquared2,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=5,https://www.dtcetc.com/brand/dsquared2,https://www.dsquared2.com/us,"DSQUARED2 is a fashion brand founded by Dean and Dan Caten, twin brothers from Willowdale, Toronto. The brand was established in 1995 after the brothers collaborated with several Italian fashion houses and presented their first men's collection under the label DSQUARED2. The brand is known for its edgy, luxurious style that combines Canadian iconography with refined Italian tailoring and playful sensuality.","DSQUARED2 is a fashion brand founded by Dean and Dan Caten, twin brothers from Willowdale, Toronto. The brand was established in 1995 after the brothers collaborated with several Italian fashion houses and presented their first men's collection under the label DSQUARED2. The brand is known for its edgy, luxurious style that combines Canadian iconography with refined Italian tailoring and playful sensuality.",Apparel,Apparel,high,0,,0,none,,,0
dstld.com,DSTLD,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=5,https://www.dtcetc.com/brand/dstld,https://www.dstld.com/,"DSTLD is a United States-based casual apparel retailer that sells men's and women's Clothing. DSTLD focuses on simple designs and high-quality materials. DSTLD believes that we all benefit from the absence of the unnecessary so they stick to one color palette: black, white, gray, and denim.","DSTLD is a United States-based casual apparel retailer that sells men's and women's Clothing. DSTLD focuses on simple designs and high-quality materials. DSTLD believes that we all benefit from the absence of the unnecessary so they stick to one color palette: black, white, gray, and denim.",Apparel,Apparel,high,0,,0,none,,HTTPError: 429,1
dudeproducts.com,Dude Products,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/dude-products,https://www.dudeproducts.com/,"Dude Products is the ultimate brand for those who want to keep their hygiene game on point. With a focus on humor and excellence, their range of innovative products, including individually wrapped wipes and the DUDE Wiper 1000, make everyday life more enjoyable.","Dude Products is the ultimate brand for those who want to keep their hygiene game on point. With a focus on humor and excellence, their range of innovative products, including individually wrapped wipes and the DUDE Wiper 1000, make everyday life more enjoyable.",Home & Garden,Home & Garden,high,0,,0,none,,HTTPError: 429,1
duradry.com,Duradry,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/duradry,https://duradry.com,"Duradry is the leading brand in sweat-blocking products, founded in 2014 by Jack Benzaquen and Jacobo Plitman to provide relief to those suffering from hyperhidrosis and body odor. With over 250,000 customers, Duradry offers a variety of cruelty-free and vegan products, plus a 100-day free returns policy and subscription service.","Duradry is the leading brand in sweat-blocking products, founded in 2014 by Jack Benzaquen and Jacobo Plitman to provide relief to those suffering from hyperhidrosis and body odor. With over 250,000 customers, Duradry offers a variety of cruelty-free and vegan products, plus a 100-day free returns policy and subscription service.",Beauty,Beauty,high,0,,0,none,,HTTPError: 429,1
dusendusen.com,Dusen Dusen,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/dusen-dusen,https://www.dusendusen.com,"Dusen Dusen is a lifestyle brand founded by Ellen Van Dusen in 2010 that offers bold and colorful home goods and women's clothing. Their unique designs are inspired by art and the brain's reaction to color, movement, and contrast, and are made without harmful chemicals. With their shameless and fun design, they have become a cult favorite.","Dusen Dusen is a lifestyle brand founded by Ellen Van Dusen in 2010 that offers bold and colorful home goods and women's clothing. Their unique designs are inspired by art and the brain's reaction to color, movement, and contrast, and are made without harmful chemicals. With their shameless and fun design, they have become a cult favorite.",Home & Garden,Home & Garden,high,0,,0,none,,HTTPError: 429,1
dyper.com,Dyper Diapers,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/dyper-diapers,https://dyper.com,"Dyper is a sustainable direct-to-consumer diaper and brief brand founded in 2014. Our diapers are made with bamboo and viscose fibers, free of chlorine, latex, alcohol, lotions, TBT, and Phthalates, and certified by OEKO TEX. We offer subscription plans, 4-hour emergency delivery, free shipping, and a compostable ReDyer service.","Dyper is a sustainable direct-to-consumer diaper and brief brand founded in 2014. Our diapers are made with bamboo and viscose fibers, free of chlorine, latex, alcohol, lotions, TBT, and Phthalates, and certified by OEKO TEX. We offer subscription plans, 4-hour emergency delivery, free shipping, and a compostable ReDyer service.",Baby,Baby,high,0,,0,none,,HTTPError: 429,1
dyson.com,Dyson,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/dyson,https://www.dyson.com/en,"Discover the future of household products with Dyson. From vacuum cleaners to hair care tools, their cutting-edge technology and authentic engineering solve problems and go against the norm. Join the innovative minds and be at the forefront of new ideas.","Discover the future of household products with Dyson. From vacuum cleaners to hair care tools, their cutting-edge technology and authentic engineering solve problems and go against the norm. Join the innovative minds and be at the forefront of new ideas.",Home & Garden,Home & Garden,high,0,,0,none,,TimeoutError: The read operation timed out,1
eachandevery.com,Each and Every Deodorant,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/each-and-every-deodorant,https://eachandevery.com,"Each and Every is a clean beauty brand founded in 2017, offering all-natural deodorants and other products that emphasize ingredient transparency and gender-neutrality. All ingredients are verified as safe by the Environmental Working Group.","Each and Every is a clean beauty brand founded in 2017, offering all-natural deodorants and other products that emphasize ingredient transparency and gender-neutrality. All ingredients are verified as safe by the Environmental Working Group.",Beauty,Beauty,high,0,,0,none,,HTTPError: 429,1
eadem.co,Eadem,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/eadem,https://eadem.co/,"Eadem offers inclusive, science-backed skincare for women of color. Their Smart Melanin™ Beauty technology caters to melanin-rich skin, resulting in effective, vetted products made by women of color.","Eadem offers inclusive, science-backed skincare for women of color. Their Smart Melanin™ Beauty technology caters to melanin-rich skin, resulting in effective, vetted products made by women of color.",Beauty,Beauty,high,0,,0,none,,HTTPError: 429,1
eargo.com,Eargo,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/eargo,https://eargo.com/,"Eargo is an American hearing aid manufacturer based in San Jose, California. The company's hearing aids were inspired in their design by a fishing fly. Each unit is also rechargeable. Designed for the first time user, the Eargo hearing aid has a size factor of 1/2 hearing aid or smaller to fit the smallest ear canal.","Eargo is an American hearing aid manufacturer based in San Jose, California. The company's hearing aids were inspired in their design by a fishing fly. Each unit is also rechargeable. Designed for the first time user, the Eargo hearing aid has a size factor of 1/2 hearing aid or smaller to fit the smallest ear canal.",Wellness,Wellness,high,0,,0,none,,,0
earthandstar.com,Earth & Star,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=6,https://www.dtcetc.com/brand/earth-star,https://earthandstar.com/,"Indulge in the healing benefits of functional mushrooms with Earth & Star. From coffee to hot chocolate, their range of products makes it easy to incorporate adaptogens into your daily routine.","Indulge in the healing benefits of functional mushrooms with Earth & Star. From coffee to hot chocolate, their range of products makes it easy to incorporate adaptogens into your daily routine.",CPG,CPG,high,0,,0,none,,"URLError: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'earthandstar.com'. (_ssl.c:1081)",1
eatbanza.com,Banza,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/banza,https://www.eatbanza.com/,"Banza's chickpea-based comfort foods are a game-changer for health-conscious and eco-friendly customers. Their pasta, pizza, mac 'n' cheese, and rice are all delicious and nutrient-dense, making for guilt-free indulgence.","Banza's chickpea-based comfort foods are a game-changer for health-conscious and eco-friendly customers. Their pasta, pizza, mac 'n' cheese, and rice are all delicious and nutrient-dense, making for guilt-free indulgence.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
eatbehave.com,Behave,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/behave,https://www.eatbehave.com/,"Behave offers a healthier take on classic candy favorites without compromising on taste. Made with natural ingredients, their gummies and chocolates are perfect for those who value transparency and their health.","Behave offers a healthier take on classic candy favorites without compromising on taste. Made with natural ingredients, their gummies and chocolates are perfect for those who value transparency and their health.",CPG,CPG,high,0,,0,none,,HTTPError: 429,1
