domain,name,source,icp_tier,icp_score,signal_score,signal_trust,signals,tags,batch,team_size,location,one_liner,description,company_url,source_url
paysponge.com,Sponge,yc_saas,ICP 1,13,3,high,api,payments|crypto-web3|fintech|artificial-intelligence|saas,w2026,3,,Financial infrastructure for the agent economy,"Sponge is the easiest way for agents to hold and spend money, and for businesses to sell directly to them.

For agents: Sponge lets agents hold funds and transact autonomously with other agents and businesses using bank accounts, cards, and crypto. Agents can autonomously purchase services such as email, browser use, and premium data without human involvement.

For businesses: Sponge makes it easy to onboard and accept payments from agents without human interaction. Businesses can sell their services directly to agents with a few clicks, no code changes required.",https://www.ycombinator.com/companies/sponge,https://www.ycombinator.com/companies/industry/SaaS
ralo.com,Ralo,yc_fintech,ICP 1,13,3,high,auth,consumer|fintech|artificial-intelligence,p2025,2,"San Francisco, CA, USA",Find Your Best Mortgage Deal,"Ralo is a mortgage platform built to deliver lower rates and lower fees by cutting out unnecessary intermediaries. We automate the complex work behind the scenes, from paperwork to pricing and negotiation.",https://www.ycombinator.com/companies/ralo,https://www.ycombinator.com/companies/industry/fintech
realitydefender.com,Reality Defender,yc_security,ICP 2,13,3,high,docs,security|privacy|deepfake-detection|saas|ai,w2022,54,"New York, NY, USA",Enterprise Deepfake Detection,"Reality Defender’s deepfake detection platform empowers enterprises to flag fraudulent users and content (audio calls, videos, images, documents). Our API and web app provides real-time risk scoring, reporting, alerts, and forensics review.  

Our team spent 20+ years at Google, Goldman Sachs, and the Intelligence Community at the intersection of data science and cybersecurity.
 
Customer Use Cases:

• Voice Voice Fraud (Ie. Realtime detection of AI generated voices for banks and call centers)

• Onboarding KYC (Ie. Anti-fraud to identify fraudulent users and materials)

• Content Moderation (Ie. Social media, e-commerce, marketplaces, dating, streaming)

• Disinformation Detection (Ie. News, defense, government)
 
Website: www.realitydefender.com

Contact: ask@realitydefender.com

YC AMA: https://news.ycombinator.com/item?id=30766050",https://www.ycombinator.com/companies/reality-defender,https://www.ycombinator.com/companies/industry/security
rhizomeai.com,Rhizome AI,yc_saas,ICP 1,13,3,high,docs,saas|biotech,w2026,1,"Jersey City, NJ, USA",Always know what the FDA thinks,"$8 trillion dollars of market cap needs to know what the FDA thinks. Rhizome AI makes that happen. 

Users ask a question and get an answer backed by up to 1,000 documents, where each statement has a citation. The data is pulled from terabytes of authoritative regulatory & clinical databases. 

Chetan started his career as a research engineer, but quickly realized he enjoyed building more than research. He joined EvolutionaryScale as their sole founding product engineer, launching their developer-scientist platform and scaling to tens of thousands of users and billions of API calls. He was also #16 at Instabase helping banks with document & imaging processing, closing $7m as the technical lead. 

Being so plugged into the AI world, he saw lots of AI drug discovery companies, but very few AI companies focused on bringing those drugs to market. Talking to people, it quickly became clear that a big, expensive barrier was understanding FDA thinking. ",https://www.ycombinator.com/companies/rhizome-ai,https://www.ycombinator.com/companies/industry/SaaS
runcanary.ai,Canary,yc_saas,ICP 1,13,3,high,api,b2b|saas|artificial-intelligence|developer-tools,w2026,4,"San Francisco, CA, USA",The first AI QA engineer that understands your codebase,"AI coding tools have made developers 100x faster but customer-facing incidents are up 43% YoY, QA hasn't kept up. Canary is the first AI QA engineer that understands your codebase. Instead of relying on flaky DOM scraping or screenshot analysis, Canary reads your source code directly to understand developer intent and catch broken user flows before they hit production. Engineering teams go from weeks of manual testing to 90%+ coverage in days. Built by a team that built coding agents at Windsurf, Cognition and Google.
",https://www.ycombinator.com/companies/canary,https://www.ycombinator.com/companies/industry/SaaS
trace.so,Trace,yc_productivity,ICP 1,13,3,high,api,productivity|b2b|saas|ai|enterprise-software,s2025,3,"San Francisco, CA, USA",Context-aware orchestration between humans and AI.,"Trace is a workflow orchestration platform that gives agents shared context across systems and lets teams build visual processes combining AI and humans. It automatically identifies which tasks can be AI-automated and which need human input, so non-technical teams build and run workflows without engineering involvement.",https://www.ycombinator.com/companies/trace-so,https://www.ycombinator.com/companies/industry/productivity
podium.com,Podium,yc_saas,ICP 3,12,18,high,api|docs|developer|auth|platform|app|status,ai|saas|b2b|fintech,w2016,1000,"Lehi, UT, USA",Get more leads. Make more money. ,"Podium is the all-in-one AI-powered lead management and communication platform used by more than 100,000 businesses to acquire and convert new customers. At the forefront of Podium’s innovation is its AI employee, who ensures businesses respond to leads instantly, anytime of the day or night—significantly increasing lead conversion rates and revenue.
Podium helps businesses obtain more reviews, rank higher on Google, and consolidate lead channels. Businesses can call and text customers from the web and/or mobile app, send payment links, drive repeat business through bulk messages, and more—all managed and delivered from one easy-to-use dashboard. Additionally, with Podium’s AI Employee and automations, businesses can efficiently handle customer inquiries seamlessly across all communication channels, providing timely and accurate responses that drive sales.
Podium’s innovative work has gained recognition on top industry lists, such as Forbes’ Next Billion Dollar Startups, Forbes’ Cloud 100, the Inc. 5000, and Fast Company’s World’s Most Innovative Companies.
Podium was founded in 2014 and is headquartered in Lehi, Utah. It is currently backed by Accel, Summit Partners, GV (formerly Google Ventures), and Y Combinator.",https://www.ycombinator.com/companies/podium,https://www.ycombinator.com/companies/industry/SaaS
amplitude.com,Amplitude,yc_b2b,ICP 3,12,15,high,api|docs|developers|auth|app|status,b2b|analytics|data-visualization|developer-tools|marketing,w2012,750,"San Francisco, CA, USA",Digital Analytics Platform,"Since graduating from YC, Amplitude (W12) has made it to IPO and beyond by helping cutting edge startups become category leaders. We’ve pioneered the digital analytics category to become the go-to solution for AI pioneers (Cruise, Midjourney), apps that touch millions of consumers (Doordash, Coinbase), and the best in B2B (Atlassian, Rippling, Canva).  

With product analytics, experiment, CDP, session replay, and more, Amplitude’s digital analytics platform shows you what your users love, where they’re getting stuck, and what keeps them coming back. You want to build a generational business, and we have the capabilities and pricing plans to guide you every step of the way. Check out our special deal for YC companies and get started on your analytics journey. ",https://www.ycombinator.com/companies/amplitude,https://www.ycombinator.com/companies/industry/b2b
checkr.com,Checkr,yc_b2b,ICP 3,12,15,high,api|docs|developer|developers|dashboard|status,compliance|enterprise-software|api|hr-tech|artificial-intelligence,s2014,800,"San Francisco, CA, USA",People infrastructure for the future of work,"Checkr builds people infrastructure for the future of work. And we believe everyone should have a fair chance to work. That's why we've designed a faster—and fairer—way to screen job seekers. For more information on our mission and products, visit https://checkr.com.",https://www.ycombinator.com/companies/checkr,https://www.ycombinator.com/companies/industry/b2b
brex.com,Brex,yc_fintech,ICP 3,12,14,high,api|developer|developers|app|dashboard|status,fintech,w2017,1000,"San Francisco, CA, USA","Business accounts, corporate cards, and spend management software.","Brex is the AI-powered spend platform for modern companies, from startups to enterprises. Combining corporate cards, expense management, travel, business accounts, and bill pay, Brex makes it easy to control spend before it happens with unprecedented efficiency and accuracy. Our mission is to empower employees anywhere to make better financial decisions, so we designed our platform to make expenses almost effortless with unrivaled automation of manual expense work and real-time tracking. Brex supports more countries and currencies than any other spend solution. Brex has tens of thousands of customers, including some of the most successful, high-growth companies, such as DoorDash, SeatGeek, Coinbase, ScaleAI, MasterClass, Indeed, Allbirds, and Superhuman.

Brex offers:
- Corporate cards with 10-20x higher limits
- Business accounts with easy wires, same-day liquidity, fast global payments, and $6M in FDIC insurance
- Reward options that include billboards, offsites, and coaching
- Founder-friendly financial modeling tools
- Special events and masterclasses for founders
- Advanced spend management software as startups grow that includes global capabilities, travel, bill pay and more.

",https://www.ycombinator.com/companies/brex,https://www.ycombinator.com/companies/industry/fintech
zapier.com,Zapier,yc_saas,ICP 3,12,13,high,api|docs|developer|platform|status,saas|b2b|automation,s2012,700,"Mountain View, CA, USA",The easiest way to automate your work.,"Founded in 2011, Zapier is the #1 workflow automation platform for small and mid-sized businesses. By connecting more than 6,000 of the most popular work apps, Zapier empowers its users to make the most of the tools they already use—and to focus on what matters most.",https://www.ycombinator.com/companies/zapier,https://www.ycombinator.com/companies/industry/SaaS
bird.com,Bird,yc_b2b,ICP 3,12,9,high,api|docs|app|status,messaging|api,s2016,500,"Amsterdam, Netherlands",The world’s largest omnichannel communications platform,"The world’s largest omnichannel communications platform.
 
Bird CRM powers communication between businesses and their customers — across any channel, always with the right context, and on every corner of the planet. Its products and solutions are the foundational building blocks to business communications across preferred channels, like SMS, Voice, WhatsApp, WeChat, Messenger, Email and more. Founded in 2011, Bird connects to billions of devices and is trusted by nearly 20,000 customers worldwide.
 
Headquartered in Amsterdam, Bird operates across nine global hubs — including Singapore, Dublin, Shanghai, Sydney, London, Bogota and Asuncion — and is proud to be a “Work Anywhere” company. Its team of 500 employees represent more than 55 nationalities.",https://www.ycombinator.com/companies/bird,https://www.ycombinator.com/companies/industry/b2b
gusto.com,Gusto,yc_b2b,ICP 3,12,9,high,api|docs|app|status,b2b|payroll|health-insurance,w2012,2400,"San Francisco, CA, USA",Provides growing businesses with everything to take care of their team,"Launched in 2012 as ZenPayroll, Gusto serves more than 300,000 businesses nationwide. Each year we process tens of billions of dollars of payroll and provide employee benefits—like health insurance and 401(k) accounts—while helping companies create incredible work places.

Through one refreshingly easy, integrated platform, we automate and simplify your payroll, benefits, and HR, all while providing expert support. You and your employees will get the peace of mind you need to do your best work.",https://www.ycombinator.com/companies/gusto,https://www.ycombinator.com/companies/industry/b2b
gitlab.com,GitLab,yc_b2b,ICP 3,12,7,high,docs|developer|status,open-source|developer-tools|devsecops,w2015,2000,"San Francisco, CA, USA",A complete DevOps platform delivered as a single application.,"GitLab is the first single application for the entire DevOps lifecycle. Only GitLab enables Concurrent DevOps, unlocking organizations from the constraints of today’s toolchain. GitLab provides unmatched visibility, radical new levels of efficiency and comprehensive governance to significantly compress the time between planning a change and monitoring its effect. This makes the software lifecycle 200% faster, radically improving the speed of business.

GitLab and Concurrent DevOps collapses cycle times by driving higher efficiency across all stages of the software development lifecycle. For the first time, Product, Development, QA, Security, and Operations teams can work concurrently in a single application. There’s no need to integrate and synchronize tools, or waste time waiting for handoffs. Everyone contributes to a single conversation, instead of managing multiple threads across disparate tools. And only GitLab gives teams complete visibility across the lifecycle with a single, trusted source of data to simplify troubleshooting and drive accountability. All activity is governed by consistent controls, making security and compliance first-class citizens instead of an afterthought.

Built on Open Source, GitLab leverages the community contributions of thousands of developers and millions of users to continuously deliver new DevOps innovations. More than 100,000 organizations from startups to global enterprise organizations, including Ticketmaster, Jaguar Land Rover, NASDAQ, Dish Network and Comcast trust GitLab to deliver great software at new speeds.",https://www.ycombinator.com/companies/gitlab,https://www.ycombinator.com/companies/industry/b2b
wave.com,Wave,yc_fintech,ICP 3,12,7,high,api|docs|status,fintech,w2012,1600,"Dakar, Senegal",Mobile money app for Africa,Building extremely affordable financial infrastructure for Africa.,https://www.ycombinator.com/companies/wave,https://www.ycombinator.com/companies/industry/fintech
algolia.com,Algolia,yc_saas,ICP 3,12,6,high,docs|dashboard|status,developer-tools|saas|b2b,w2014,810,"San Francisco, CA, USA",A developer-friendly and enterprise-grade search API.,"Our mission is to make every search interaction meaningful & rewarding, through developer-friendly and enterprise-grade APIs.

Algolia is the leading Search & Discovery API for websites and mobile apps. We help the most innovative companies across e-commerce, media and SaaS industries create powerful, relevant and scalable discovery experiences for their users. Unlike other solutions, our hosted platform reduces the complexities of building and scaling a fast, relevant digital experience and helps teams accelerate development time. More than 9,000 companies like Under Armour, Twitch, Periscope, Medium and Stripe rely on Algolia to manage 50+ billion search queries a month.

Founded in 2012, we're backed by $184M in funding from Accel Partners, Alven Capital, Point Nine Capital and Storm Ventures. The team is headquartered in San Francisco with offices in Paris, London, New York, and Atlanta. To learn more, visit www.algolia.com.

---
We’re looking for talented, passionate people to build the world’s best search technology. As an ownership-driven company, we seek team members who thrive under autonomy and diversity. 

We're committed to building an inclusive and diverse workplace. We care about each other and the world around us, and embrace talented people regardless of their race, age, ancestry, religion, sex, gender identity, sexual orientation, marital status, color, veteran status, disability and socioeconomic background",https://www.ycombinator.com/companies/algolia,https://www.ycombinator.com/companies/industry/SaaS
getweave.com,Weave,yc_saas,ICP 3,12,6,high,auth|app|status,saas,w2014,600,"Lehi, UT, USA",Customer communication and payments platform.,"As the pace of innovation continues, it is growing more difficult to see the value of technology. Often meaningful information is inaccessible at the time it would be most beneficial. Weave threads together data, software and communication platforms to build stronger relationships at the point of contact by making valuable information instantly available in simple and intuitive formats. This delivers improved productivity, better collaboration and greater insights making it easier to meet the needs of patients and to build better business and clinical outcomes.",https://www.ycombinator.com/companies/weave,https://www.ycombinator.com/companies/industry/SaaS
yapily.com,Yapily,hv_capital,ICP 2,10,15,high,api|docs|auth|console|dashboard|status,fintech,seed,,"London, UK","Yapily is an award-winning, 'API Only' technology provider whose mission is to enable innovative products to connect to banks, empowering a new generation of financial services. It provides a seamless, secure and scalable pathway for end users to connect to their finances and make payments. Yapily works behind the scenes, providing API connectivity to all banks via a single integration to retrieve data and initiate payments.","Yapily is an award-winning, 'API Only' technology provider whose mission is to enable innovative products to connect to banks, empowering a new generation of financial services. It provides a seamless, secure and scalable pathway for end users to connect to their finances and make payments. Yapily works behind the scenes, providing API connectivity to all banks via a single integration to retrieve data and initiate payments.",https://www.yapily.com/,https://www.hvcapital.com/companies
omnea.co,Omnea,point_nine,ICP 2,10,12,high,api|docs|auth|app|status,Enterprise|Fintech|Vertical Software|AI,Pre-seed,,"London, UK","Omnea is an AI-native procurement and supplier relationship management platform that streamlines intake, approvals, and renewals, centralizes supplier data, and automates third‑party risk and performance workflows across systems.","Omnea is an AI-native procurement and supplier relationship management platform that streamlines intake, approvals, and renewals, centralizes supplier data, and automates third‑party risk and performance workflows across systems.",https://www.omnea.co/,https://www.pointnine.com/companies
revolut.com,Revolut,point_nine,ICP 2,10,11,high,api|developer|developers|app,Consumer|Fintech,Seed,,"London, UK","Revolut is the leading global neobank. Founded in London in 2015, Revolut has become a global financial super app, unifying everyday money management – spend, send, save, invest, and business finances – in a single platform.","Revolut is the leading global neobank. Founded in London in 2015, Revolut has become a global financial super app, unifying everyday money management – spend, send, save, invest, and business finances – in a single platform.",https://revolut.com/,https://www.pointnine.com/companies
rekordsoftware.com,rekord,point_nine,ICP 2,10,9,high,docs|auth|app|status,Enterprise|Fintech|AI|Vertical Software,Pre-seed,,"Dublin, Ireland","Rekord is an AI-native platform that enables financial institutions to design, scale, and monitor intelligent decision flows across underwriting, onboarding, compliance, and fraud. It unifies models, data, and policies to operationalize AI with guardrails and real-time observability.","Rekord is an AI-native platform that enables financial institutions to design, scale, and monitor intelligent decision flows across underwriting, onboarding, compliance, and fraud. It unifies models, data, and policies to operationalize AI with guardrails and real-time observability.",https://www.rekordsoftware.com/,https://www.pointnine.com/companies
rvvup.com,rvvup,hv_capital,ICP 2,10,9,high,api|docs|dashboard|status,fintech,seed,,"London, UK","Founded in London late 2020, Rvvup’s purpose is to enable the seamless interoperability of CeFi and DeFi with advanced infrastructure that empowers and future proofs businesses with embedded finance, payments as a service and enhanced digital money movement. In 2025 Rvvup was acquired by Zopa","Founded in London late 2020, Rvvup’s purpose is to enable the seamless interoperability of CeFi and DeFi with advanced infrastructure that empowers and future proofs businesses with embedded finance, payments as a service and enhanced digital money movement. In 2025 Rvvup was acquired by Zopa",https://www.rvvup.com/,https://www.hvcapital.com/companies
upvest.co,UPVEST,hv_capital,ICP 2,10,7,high,api|docs|status,fintech,early,,"Berlin, Germany","Upvest’s blockchain APIs enable businesses to offer seamless blockchain wallets, transactions, smart contracts and data to their end users (B2B2C model). Upvest empowers anyone to access major blockchains like Bitcoin and Ethereum instantly without prior knowledge. One of the first use cases is fintechs and blockchain apps where the Upvest wallet infrastructure can be integrated as a self-custody solution with recovery features for the end-users, thereby replacing an intermediary bank.","Upvest’s blockchain APIs enable businesses to offer seamless blockchain wallets, transactions, smart contracts and data to their end users (B2B2C model). Upvest empowers anyone to access major blockchains like Bitcoin and Ethereum instantly without prior knowledge. One of the first use cases is fintechs and blockchain apps where the Upvest wallet infrastructure can be integrated as a self-custody solution with recovery features for the end-users, thereby replacing an intermediary bank.",https://www.upvest.co/,https://www.hvcapital.com/companies
getbux.com,Bux,hv_capital,ICP 2,10,6,high,docs|auth,fintech,growth,,"Amsterdam, Netherlands","BUX is a fintech firm that makes investing in the financial markets accessible and affordable to everyone. Its simple onboarding and intuitive user interface make it the perfect platform for anyone wanting to get a taste of investing that is put off by the complexities and cash requirements of traditional brokers. BUX is offering zero commission investing in shares and ETFs, but also in cryptocurrencies and derivatives.","BUX is a fintech firm that makes investing in the financial markets accessible and affordable to everyone. Its simple onboarding and intuitive user interface make it the perfect platform for anyone wanting to get a taste of investing that is put off by the complexities and cash requirements of traditional brokers. BUX is offering zero commission investing in shares and ETFs, but also in cryptocurrencies and derivatives.",http://www.getbux.com/,https://www.hvcapital.com/companies
exporo.de,Exporo,hv_capital,ICP 2,10,5,high,auth|app,fintech,growth,,"Hamburg, Germany","Exporo is the leading German crowdfunding platform for real estate investments. Exporo enables retail investors to participate in attractive real estate investment opportunities with amounts as low as 500 Euro, while at the same time opening up a faster and cheaper source of funding for real estate developers.","Exporo is the leading German crowdfunding platform for real estate investments. Exporo enables retail investors to participate in attractive real estate investment opportunities with amounts as low as 500 Euro, while at the same time opening up a faster and cheaper source of funding for real estate developers.",https://www.exporo.de/,https://www.hvcapital.com/companies
boku.com,Boku,hv_capital,ICP 2,10,3,high,developer,fintech,exit,,"SanFrancisco, USA","Boku, the leading direct carrier billing mobile payments company, brings bank­‐grade payments technology and mobile users together, creating a trusted, accessible platform for consumers, merchants and operators alike. Based in San Francisco with offices in Europe, Latin America, and Asia, boku reaches more than 4 billion consumers worldwide, across 67 different countries with more than 250 operators. In 2014, boku acquired Mopay. In November 2017, Boku went public on London Stock Exchange’s Alternative Investment Market (AIM).","Boku, the leading direct carrier billing mobile payments company, brings bank­‐grade payments technology and mobile users together, creating a trusted, accessible platform for consumers, merchants and operators alike. Based in San Francisco with offices in Europe, Latin America, and Asia, boku reaches more than 4 billion consumers worldwide, across 67 different countries with more than 250 operators. In 2014, boku acquired Mopay. In November 2017, Boku went public on London Stock Exchange’s Alternative Investment Market (AIM).",http://www.boku.com/,https://www.hvcapital.com/companies
claimsforce.com,claimsforce,point_nine,ICP 2,10,3,high,api,Enterprise|Fintech,Pre-seed,,"Hamburg, Germany","claimsforce is a Hamburg-based insurtech providing a SaaS platform for end-to-end claims management. It builds modern claims software for P&C insurers and loss adjusters, offering modular tools to digitize and automate processes, improving cycle times and customer experience across DACH and the UK.","claimsforce is a Hamburg-based insurtech providing a SaaS platform for end-to-end claims management. It builds modern claims software for P&C insurers and loss adjusters, offering modular tools to digitize and automate processes, improving cycle times and customer experience across DACH and the UK.",https://www.claimsforce.com/,https://www.pointnine.com/companies
qonto.com,Qonto,hv_capital,ICP 1,8,15,high,api|docs|developers|auth|app|status,fintech,growth,,"Paris, France",Qonto is an online bank that provides financial tools for small and medium-sized businesses and freelancers.,Qonto is an online bank that provides financial tools for small and medium-sized businesses and freelancers.,https://qonto.com/en,https://www.hvcapital.com/companies
sumup.com,SUMUP,hv_capital,ICP 1,8,15,high,api|docs|developer|auth|dashboard|status,fintech,growth,,"Luxembourg, Luxembourg",SumUp is the leading mobile point-of-sale (mPOS) company in Europe. Our company vision is to become the first ever global card acceptance brand. Today hundreds of thousands of merchants accept card payments with SumUp in 31 countries.,SumUp is the leading mobile point-of-sale (mPOS) company in Europe. Our company vision is to become the first ever global card acceptance brand. Today hundreds of thousands of merchants accept card payments with SumUp in 31 countries.,https://www.sumup.com/,https://www.hvcapital.com/companies
candis.io,Candis,point_nine,ICP 1,8,9,high,api|developer|app|status,Enterprise|Fintech,Seed,,"Berlin, Germany","Founded in 2015, Candis offers a cloud solution for finance teams to manage invoices at scale: centralizing receipt, automating data extraction and duplicate detection, streamlining multi-step approvals, and syncing to accounting and payment tools.","Founded in 2015, Candis offers a cloud solution for finance teams to manage invoices at scale: centralizing receipt, automating data extraction and duplicate detection, streamlining multi-step approvals, and syncing to accounting and payment tools.",http://www.candis.io/,https://www.pointnine.com/companies
comet.rocks,Comet,hv_capital,ICP 1,8,7,high,docs|console|status,fintech,early,,"Berlin, Germany",paragraph,paragraph,https://www.comet.rocks,https://www.hvcapital.com/companies
payrails.com,Payrails,hv_capital,ICP 1,8,4,high,docs|status,fintech,seed,,"Berlin, Germany",Payrails enables high-growth companies to craft their payment experiences and financial services globally.,Payrails enables high-growth companies to craft their payment experiences and financial services globally.,https://www.payrails.com,https://www.hvcapital.com/companies
funanga.com,Funanga,hv_capital,ICP 1,8,3,high,docs,fintech,exit,,"Berlin, Germany","With cash to code, Funanga offers a mobile payment system, allowing individuals to pay for internet services fast, easy and anonymous. For this purpose, Funanga builds a network of points of sale, where customers can buy virtual prepaid cards via a smartphone app. The characteristic feature of cash to code is that customers can pay cash down.","With cash to code, Funanga offers a mobile payment system, allowing individuals to pay for internet services fast, easy and anonymous. For this purpose, Funanga builds a network of points of sale, where customers can buy virtual prepaid cards via a smartphone app. The characteristic feature of cash to code is that customers can pay cash down.",http://www.funanga.com/,https://www.hvcapital.com/companies
midas.app,Midas,hv_capital,ICP 1,8,3,high,docs,fintech,early,,"Berlin, Germany","Insitutional-grade Assets built for the Open Web. Midas offers investors exposure to investment-grade securities on-chain, while harnessing the full suite of DeFi applications via a permissionless ERC-20 token.","Insitutional-grade Assets built for the Open Web. Midas offers investors exposure to investment-grade securities on-chain, while harnessing the full suite of DeFi applications via a permissionless ERC-20 token.",https://midas.app/,https://www.hvcapital.com/companies
gigs.com,Gigs,speedinvest,ICP 2,7,18,high,api|docs|developer|developers|auth|dashboard|status,Growth,2021,,United States of America,Empowering businesses to effortlessly embed telecom capabilities into their platforms.,"Gigs, the operating system for mobile services, empowers tech companies to seamlessly embed connectivity into their offerings in weeks. ‍ By bundling phone plans and travel data with their core services, Gigs' customers can increase stickiness and unlock a new recurring revenue stream with digital mobile experiences that meaningfully create value for consumers. Gigs' end-to-end platform provides everything brands like Klarna, Nubank, and OnePay need to launch and operate their own multi-market mobile service: premium connectivity, a hosted checkout, billing, subscription management, analytics, and AI-powered customer service. ‍",http://gigs.com/,https://www.speedinvest.com/portfolio/
atlassian.com,Wikidocs,speedinvest,ICP 2,7,16,high,api|docs|developer|developers|auth|status,Exits,2012,,Austria,"Turning web pages into live, editable “docs” services in minutes.","Wikidocs (acquired by Atlassian) was a real-time collaboration framework that turns any web page into a live, editable ‘docs’ service in minutes with the ability to build content, create, edit, and share – all at once. The solution saved users the hours of wait and back and forth communication waiting to receive the latest version with changes. ‍ Wikidocs offered this service through an API and a few lines of Javascript to be added to client websites.",https://www.atlassian.com/,https://www.speedinvest.com/portfolio/
brevo.com,Metrilo,speedinvest,ICP 2,7,14,high,api|developers|auth|app|dashboard|status,Exits,2018,,Bulgaria,Tailored to the needs of e-commerce websites.,"Metrilo (acquired by Brevo in 2021) is a suite of analytics and marketing tools for eCommerce websites. It helps merchants track key performance indicators (KPIs), analyze trends, and make data-driven decisions to increase retention, conversion and sales performance. Metrilo’s CRM platform also allows webshops to send highly targeted email campaigns and to measure their success rates. ‍ The company's software is easy to install and integrates with all major e-commerce platforms such as Woocommerce, Shopify, or Magento. As of January 2018 the company has hit over $100MM USD in total sales generated with their email automation and segmentation tools alone.",https://www.brevo.com/,https://www.speedinvest.com/portfolio/
moonpay.com,MoonPay,speedinvest,ICP 2,7,14,high,api|docs|auth|app|dashboard|status,Growth,2025,,United States of America,The global infrastructure for seamless crypto payments.,"MoonPay is a financial technology platform enabling individuals and businesses to buy, sell, and manage digital assets through simple, compliant, and user-friendly on- and off-ramps. By integrating payments, identity verification, and regulatory infrastructure into a single experience, MoonPay powers access to the crypto economy for users and enterprises worldwide. In 2025, MoonPay joined our portfolio following its share-swap acquisition of Iron.",https://www.moonpay.com,https://www.speedinvest.com/portfolio/
avatao.com,avatao,speedinvest,ICP 2,7,12,high,docs|developer|auth|platform,AI & Infra,2018,,Hungary,Helping developers deliver high-quality products by immersing them in real-life scenarios of security best practices.,"Avatao is a hands-on secure coding learning platform used by developers, security champions, pentesters, security analysts, and DevOps teams around the world to improve their IT security knowledge, and to speed up secure product development. The Avatao platform offers more than 600 real-life tutorials and challenges in the most popular programming languages, covering the most crucial security topics, from secure DevOps via API security to cryptography. Whether you need to teach your developers the fundamentals in a security awareness training, provide them a continuous training based on career tracks or build a security champions program, Avatao is the right tool for you.",https://avatao.com/,https://www.speedinvest.com/portfolio/
bitpanda.com,Bitpanda,speedinvest,ICP 2,7,12,high,api|developer|developers|app|status,Growth,2020,,Austria,"Europe’s leading platform for investing in crypto, stocks, ETFs and precious metals.","Bitpanda is fully regulated and licensed investment platform, enabling both retail and institutional users to trade a wide variety of assets, including cryptocurrencies, fractionalized stocks, Exchange-Traded Funds (ETFs), and precious metals. ‍ Bitpanda Technology Solutions (BTS) offers a modular, white-label API infrastructure, allowing established banks and other FinTechs to rapidly integrate compliant digital asset trading and custody services into their own customer applications.",https://www.bitpanda.com,https://www.speedinvest.com/portfolio/
mews.com,Mews,speedinvest,ICP 2,7,12,high,api|docs|developers|app|status,AI & Infra,2025,,Netherlands,The hospitality management platform powering modern hotels.,"Mews is a property management system designed to streamline and automate hotel operations. By integrating reservations, front desk, payments, guest experience, and back-office workflows into a single platform, Mews enables hospitality operators to increase efficiency, unlock new revenue streams, and deliver a seamless guest journey. Trusted by thousands of properties worldwide, Mews is redefining how hospitality businesses operate. In 2025, Mews joined our portfolio following its acquisition of Flexkeeping.",https://www.mews.com/en,https://www.speedinvest.com/portfolio/
tide.co,Tide,speedinvest,ICP 2,7,12,high,api|docs|developers|app|status,Growth,2018,,United Kingdom,SME challenger bank redefining business banking.,"Tide is a leading UK-based fintech platform built specifically to simplify banking and financial administration for Small and Medium Enterprises (SMEs), freelancers, and sole traders. Operating entirely digitally, Tide provides its members with a dedicated business current account that is managed entirely through its proprietary mobile and web application. ‍ Beyond just standard transactions, Tide integrates core administrative features like invoicing, expense management, and receipt capture directly into the banking experience, turning the account into a comprehensive financial management hub for business owners. ‍",https://www.tide.co/,https://www.speedinvest.com/portfolio/
wayflyer.com,Wayflyer,speedinvest,ICP 2,7,12,high,api|docs|auth|app|status,Growth,2020,,Ireland,Revenue-based financing for e-commerce brands.,"The dedicated growth engine for ambitious e-commerce and Direct-to-Consumer (DTC) brands globally. Wayflyer pioneered revenue-based financing (RBF), a fast, flexible alternative to traditional loans or equity sales. Fund and optimzing growth, the platform provides proprietary analytics and benchmarking tools that give brands critical insights into cash flow and ad spend performance, ensuring every dollar is invested where it will generate the maximum return, turning working capital into a true competitive advantage. ‍",https://www.wayflyer.com/,https://www.speedinvest.com/portfolio/
autone.io,Autone,speedinvest,ICP 2,7,11,high,api|docs|auth|app,AI & Infra,2022,,Italy,An end-to-end operational decision platform for the luxury and broader consumer goods industry.,"Autone is an end-to-end operational decision platform for the luxury and broader consumer goods industry. ‍ With their user-friendly platform, they provide customers with decision recommendations of their inventory, demand, supply planning, pricing elasticity, and analytics operations in a slick and collaborative manner.",https://www.autone.io/,https://www.speedinvest.com/portfolio/
dragandbot.com,drag&bot,speedinvest,ICP 2,7,11,high,api|docs|auth|app,Climate Tech & Industrial Tech,2018,,Germany,Supporting production companies to cost-effectively automate with industrial robots.,"drag&bot (acquired by KEBA in 2022) is an intuitive, web-based software platform for easy setup, programming and operation of industrial robots. With its graphical interface no prior robotics skills are needed to step your company into the era of automation. Their solution can be deployed across all relevant, industrial robotic systems and offers a high degree of flexibility, making industrial robots economical even for small production batches.",https://www.dragandbot.com/,https://www.speedinvest.com/portfolio/
