domain,signal_score,signal_trust,signals,high_trust_signals,medium_trust_signals,low_trust_signals,wildcard_dns,wildcard_addresses
doubleverify.com,11,high,api|developer|app|dashboard|status,api|developer,app|dashboard,status,0,""
dragandbot.com,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
ertelecom.ru,11,high,api|docs|auth|dashboard,api|docs|auth,dashboard,"",0,""
filestage.io,11,high,api|developers|auth|app,api|developers|auth,app,"",0,""
ft.com,11,high,api|docs|developer|app,api|docs|developer,app,"",0,""
fyber.com,11,high,api|developer|console|dashboard,api|developer|console,dashboard,"",0,""
golf.dev,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
goodays.co,11,high,api|developers|auth|app,api|developers|auth,app,"",0,""
hadrian.io,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
intuit.com,11,high,api|developer|developers|app,api|developer|developers,app,"",0,""
kasko.io,11,high,api|docs|developers|dashboard,api|docs|developers,dashboard,"",0,""
life360.com,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
madvertise.com,11,high,api|developers|console|app,api|developers|console,app,"",0,""
mediago.io,11,high,api|platform|console|dashboard,api|platform|console,dashboard,"",0,""
mercedes-benz.com,11,high,api|developer|developers|app,api|developer|developers,app,"",0,""
nexon.com,11,high,docs|platform|console|app,docs|platform|console,app,"",0,""
nvidia.com,11,high,api|docs|developer|app,api|docs|developer,app,"",0,""
nytimes.com,11,high,api|developer|developers|app,api|developer|developers,app,"",0,""
oxylabs.io,11,high,api|docs|developers|dashboard,api|docs|developers,dashboard,"",0,""
planetscale.com,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
ramp.com,11,high,api|docs|developer|app,api|docs|developer,app,"",0,""
remerge.io,11,high,api|docs|auth|dashboard,api|docs|auth,dashboard,"",0,""
revolut.com,11,high,api|developer|developers|app,api|developer|developers,app,"",0,""
ru.com,11,high,api|developers|auth|dashboard,api|developers|auth,dashboard,"",0,""
sberbank.ru,11,high,developer|developers|auth|app,developer|developers|auth,app,"",0,""
scavenger-ai.com,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
snyk.io,11,high,api|docs|app|dashboard|status,api|docs,app|dashboard,status,0,""
studentfinance.com,11,high,api|auth|app|dashboard|status,api|auth,app|dashboard,status,0,""
sylvera.com,11,high,api|docs|app|dashboard|status,api|docs,app|dashboard,status,0,""
syte.ms,11,high,api|developer|platform|app,api|developer|platform,app,"",0,""
taxdoo.com,11,high,api|developers|auth|dashboard,api|developers|auth,dashboard,"",0,""
tildacdn.com,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
toyota.com,11,high,api|developer|auth|app,api|developer|auth,app,"",0,""
trafficmanager.net,11,high,developer|auth|app|dashboard|status,developer|auth,app|dashboard,status,0,""
trendyol.com,11,high,api|developers|auth|app,api|developers|auth,app,"",0,""
twitch.tv,11,high,api|auth|app|dashboard|status,api|auth,app|dashboard,status,0,""
ucloud.cn,11,high,api|docs|console|app,api|docs|console,app,"",0,""
uk.net,11,high,api|developer|app|dashboard|status,api|developer,app|dashboard,status,0,""
umeng.com,11,high,api|developer|auth|app,api|developer|auth,app,"",0,""
vtb.ru,11,high,api|developer|developers|app,api|developer|developers,app,"",0,""
wandb.ai,11,high,api|docs|auth|app,api|docs|auth,app,"",0,""
weather.com,11,high,api|developer|auth|dashboard,api|developer|auth,dashboard,"",0,""
xeneta.com,11,high,api|developers|auth|app,api|developers|auth,app,"",0,""
zebra.com,11,high,api|docs|developer|app,api|docs|developer,app,"",0,""
2gis.ru,10,high,api|docs|platform|status,api|docs|platform,"",status,0,""
adyen.com,10,high,docs|developer|developers|status,docs|developer|developers,"",status,0,""
appcues.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
argil.ai,10,high,api|docs|app|dashboard,api|docs,app|dashboard,"",0,""
broadcom.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
buffer.com,10,high,api|developers|auth|status,api|developers|auth,"",status,0,""
canva.com,10,high,api|developer|developers|status,api|developer|developers,"",status,0,""
carwale.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
chosun.com,10,high,api|auth|app|dashboard,api|auth,app|dashboard,"",0,""
ciscospark.com,10,high,api|developer|developers|status,api|developer|developers,"",status,0,""
clarifai.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
cloud.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
codeium.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
coinbase.com,10,high,api|developer|developers|status,api|developer|developers,"",status,0,""
commercetools.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
coveo.com,10,high,docs|developer|developers|status,docs|developer|developers,"",status,0,""
crowd.dev,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
dailymotion.com,10,high,api|developer|developers|status,api|developer|developers,"",status,0,""
disney.com,10,high,api|developer|app|dashboard,api|developer,app|dashboard,"",0,""
dmm.com,10,high,api|auth|platform|status,api|auth|platform,"",status,0,""
dropbox.com,10,high,api|developer|developers|status,api|developer|developers,"",status,0,""
dynatrace.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
edgesuite.net,10,high,api|docs|app|dashboard,api|docs,app|dashboard,"",0,""
egnyte.com,10,high,docs|developer|developers|status,docs|developer|developers,"",status,0,""
everyone-energy.de,10,high,api|auth|app|dashboard,api|auth,app|dashboard,"",0,""
faceit.com,10,high,api|docs|developers|status,api|docs|developers,"",status,0,""
fedoraproject.org,10,high,docs|developer|developers|status,docs|developer|developers,"",status,0,""
fivetran.com,10,high,api|docs|developers|status,api|docs|developers,"",status,0,""
flipboard.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
free.fr,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
freepik.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
freyavoice.ai,10,high,api|docs|app|dashboard,api|docs,app|dashboard,"",0,""
gameanalytics.com,10,high,api|docs|platform|status,api|docs|platform,"",status,0,""
gamma.app,10,high,api|developers|auth|status,api|developers|auth,"",status,0,""
gandi.net,10,high,api|docs|console|status,api|docs|console,"",status,0,""
giphy.com,10,high,api|developer|developers|status,api|developer|developers,"",status,0,""
gosuperscript.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
grafana.com,10,high,docs|developers|auth|status,docs|developers|auth,"",status,0,""
groq.com,10,high,api|docs|console|status,api|docs|console,"",status,0,""
hashicorp.com,10,high,docs|developer|auth|status,docs|developer|auth,"",status,0,""
higgsfield.ai,10,high,api|docs|platform|status,api|docs|platform,"",status,0,""
hostinger.com,10,high,api|developers|auth|status,api|developers|auth,"",status,0,""
impossiblecloud.com,10,high,docs|auth|console|status,docs|auth|console,"",status,0,""
incognia.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
infobip.com,10,high,api|developer|auth|status,api|developer|auth,"",status,0,""
joomla.org,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
kakao.com,10,high,developer|developers|auth|status,developer|developers|auth,"",status,0,""
kde.org,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
klaviyo.com,10,high,api|docs|developers|status,api|docs|developers,"",status,0,""
knowbe4.com,10,high,developer|developers|auth|status,developer|developers|auth,"",status,0,""
lenovo.com.cn,10,high,api|auth|app|dashboard,api|auth,app|dashboard,"",0,""
linktr.ee,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
liveintent.com,10,high,api|auth|platform|status,api|auth|platform,"",status,0,""
mapbox.com,10,high,api|docs|console|status,api|docs|console,"",status,0,""
medal.tv,10,high,api|docs|developers|status,api|docs|developers,"",status,0,""
meilisearch.com,10,high,api|docs|console|status,api|docs|console,"",status,0,""
mercadopago.com,10,high,api|developers|auth|status,api|developers|auth,"",status,0,""
midjourney.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
mimecast.com,10,high,api|developer|console|status,api|developer|console,"",status,0,""
mindbox.ru,10,high,api|developers|auth|status,api|developers|auth,"",status,0,""
mixpanel.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
mondoo.com,10,high,api|auth|console|status,api|auth|console,"",status,0,""
mulesoft.com,10,high,docs|developer|developers|status,docs|developer|developers,"",status,0,""
n-able.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
nature.com,10,high,api|docs|developers|status,api|docs|developers,"",status,0,""
nest.com,10,high,developer|developers|auth|status,developer|developers|auth,"",status,0,""
newrelic.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
ngenix.net,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
nordvpn.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
opensea.io,10,high,api|docs|developers|status,api|docs|developers,"",status,0,""
ouraring.com,10,high,api|developer|platform|status,api|developer|platform,"",status,0,""
overwolf.com,10,high,api|developers|console|status,api|developers|console,"",status,0,""
ovh.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
paloaltonetworks.com,10,high,api|docs|developers|status,api|docs|developers,"",status,0,""
pearson.com,10,high,api|developer|console|status,api|developer|console,"",status,0,""
permutive.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
perplexity.ai,10,high,api|docs|console|status,api|docs|console,"",status,0,""
phantom.app,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
pubmatic.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
qfex.com,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
register.it,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
restack.io,10,high,docs|auth|console|status,docs|auth|console,"",status,0,""
riskmethods.net,10,high,api|developer|auth|status,api|developer|auth,"",status,0,""
sage.com,10,high,docs|developer|developers|status,docs|developer|developers,"",status,0,""
salesforce.com,10,high,api|developer|developers|status,api|developer|developers,"",status,0,""
sap.com,10,high,api|developer|developers|status,api|developer|developers,"",status,0,""
selectel.ru,10,high,api|docs|developers|status,api|docs|developers,"",status,0,""
servicepipe.ru,10,high,api|docs|console|status,api|docs|console,"",status,0,""
shipbob.com,10,high,api|developer|auth|status,api|developer|auth,"",status,0,""
sina.cn,10,high,api|platform|app|dashboard,api|platform,app|dashboard,"",0,""
skroutz.gr,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
smartthings.com,10,high,api|developer|console|status,api|developer|console,"",status,0,""
statsig.com,10,high,api|docs|console|status,api|docs|console,"",status,0,""
together.ai,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
transip.nl,10,high,api|developers|console|status,api|developers|console,"",status,0,""
trigger.dev,10,high,api|docs|auth|status,api|docs|auth,"",status,0,""
usedari.com,10,high,api|docs|app|dashboard,api|docs,app|dashboard,"",0,""
vimeo.com,10,high,api|developer|developers|status,api|developer|developers,"",status,0,""
vonage.com,10,high,api|developer|app|dashboard,api|developer,app|dashboard,"",0,""
vultr.com,10,high,api|docs|console|status,api|docs|console,"",status,0,""
wise.com,10,high,api|docs|platform|status,api|docs|platform,"",status,0,""
workday.com,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
zeit.de,10,high,api|docs|developer|status,api|docs|developer,"",status,0,""
zype.com,10,high,api|docs|developers|status,api|docs|developers,"",status,0,""
11x.ai,9,high,api|docs|app|status,api|docs,app,status,0,""
4wps.net,9,high,api|docs|console,api|docs|console,"","",0,""
about.me,9,high,api|docs|platform,api|docs|platform,"","",0,""
accuweather.com,9,high,api|developer|app|status,api|developer,app,status,0,""
adapty.io,9,high,api|docs|app|status,api|docs,app,status,0,""
adp.com,9,high,api|developers|dashboard|status,api|developers,dashboard,status,0,""
airbnb.com,9,high,api|developer|platform,api|developer|platform,"","",0,""
amagi.tv,9,high,api|docs|console,api|docs|console,"","",0,""
appboy.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
appsflyer.com,9,high,api|docs|app|status,api|docs,app,status,0,""
aptrinsic.com,9,high,api|docs|app|status,api|docs,app,status,0,""
arduino.cc,9,high,api|docs|app|status,api|docs,app,status,0,""
arte.tv,9,high,api|developers|auth,api|developers|auth,"","",0,""
askui.com,9,high,docs|auth|app|status,docs|auth,app,status,0,""
autodesk.com,9,high,docs|developer|auth,docs|developer|auth,"","",0,""
avast.com,9,high,api|docs|platform,api|docs|platform,"","",0,""
axiom.co,9,high,api|docs|app|status,api|docs,app,status,0,""
banana.dev,9,high,api|docs|app|status,api|docs,app,status,0,""
berkeley.edu,9,high,docs|auth|console,docs|auth|console,"","",0,""
bird.com,9,high,api|docs|app|status,api|docs,app,status,0,""
bitmovin.com,9,high,api|developer|dashboard|status,api|developer,dashboard,status,0,""
blackberry.com,9,high,docs|developer|developers,docs|developer|developers,"","",0,""
bloomberg.com,9,high,api|developer|console,api|developer|console,"","",0,""
bugsnag.com,9,high,api|docs|app|status,api|docs,app,status,0,""
cafebazaar.ir,9,high,api|developer|developers,api|developer|developers,"","",0,""
calameo.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
cambridge.org,9,high,api|docs|auth,api|docs|auth,"","",0,""
candis.io,9,high,api|developer|app|status,api|developer,app,status,0,""
capitol.ai,9,high,api|auth|platform,api|auth|platform,"","",0,""
carfax.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
cdek.ru,9,high,api|docs|developer,api|docs|developer,"","",0,""
certifaction.io,9,high,api|auth|app|status,api|auth,app,status,0,""
chartbeat.com,9,high,api|docs|app|status,api|docs,app,status,0,""
clay.com,9,high,api|docs|app|status,api|docs,app,status,0,""
clerk.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
cloudsquid.io,9,high,api|docs|app|status,api|docs,app,status,0,""
codacy.com,9,high,api|docs|app|status,api|docs,app,status,0,""
cohere.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
comcast.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
constantcontact.com,9,high,api|developer|app|status,api|developer,app,status,0,""
coolmathgames.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
copy.ai,9,high,api|docs|app|status,api|docs,app,status,0,""
costco.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
courier.com,9,high,api|docs|app|status,api|docs,app,status,0,""
cronofy.com,9,high,api|docs|app|status,api|docs,app,status,0,""
crossengage.io,9,high,api|docs|app|status,api|docs,app,status,0,""
crowdstrike.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
cvent.com,9,high,api|developers|app|status,api|developers,app,status,0,""
dashlane.com,9,high,api|console|app|status,api|console,app,status,0,""
datarobot.com,9,high,docs|developers|app|status,docs|developers,app,status,0,""
deel.com,9,high,api|developer|app|status,api|developer,app,status,0,""
deloitte.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
demdex.net,9,high,api|docs|console,api|docs|console,"","",0,""
dhl.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
digicert.com,9,high,api|docs|app|status,api|docs,app,status,0,""
dnspod.com,9,high,api|docs|console,api|docs|console,"","",0,""
dust.tt,9,high,docs|auth|app|status,docs|auth,app,status,0,""
ea.com,9,high,api|docs|auth,api|docs|auth,"","",0,""
economist.com,9,high,api|developer|platform,api|developer|platform,"","",0,""
elliptic.co,9,high,developers|auth|app|status,developers|auth,app,status,0,""
emirates.com,9,high,api|docs|auth,api|docs|auth,"","",0,""
endclose.com,9,high,api|auth|app|status,api|auth,app,status,0,""
estateguru.co,9,high,docs|auth|app|status,docs|auth,app,status,0,""
exein.io,9,high,docs|auth|platform,docs|auth|platform,"","",0,""
expedia.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
experian.com,9,high,api|developer|console,api|developer|console,"","",0,""
familysearch.org,9,high,api|developer|developers,api|developer|developers,"","",0,""
fedex.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
fiverr.com,9,high,api|developers|auth,api|developers|auth,"","",0,""
flagsmith.com,9,high,api|docs|app|status,api|docs,app,status,0,""
flocksafety.com,9,high,api|docs|app|status,api|docs,app,status,0,""
fly.io,9,high,api|auth|app|status,api|auth,app,status,0,""
fox.com,9,high,api|auth|app|status,api|auth,app,status,0,""
frameo.net,9,high,api|auth|app|status,api|auth,app,status,0,""
freqens.com,9,high,api|auth|app|status,api|auth,app,status,0,""
gap.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
gdevelop.io,9,high,api|docs|auth,api|docs|auth,"","",0,""
gengo.com,9,high,api|docs|developers,api|docs|developers,"","",0,""
getgo.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
getmurphy.ai,9,high,api|auth|platform,api|auth|platform,"","",0,""
getrollee.com,9,high,api|developers|dashboard|status,api|developers,dashboard,status,0,""
getunbound.ai,9,high,api|docs|auth,api|docs|auth,"","",0,""
global-e.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
gm.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
godiligent.ai,9,high,api|docs|app|status,api|docs,app,status,0,""
gog.com,9,high,api|docs|auth,api|docs|auth,"","",0,""
gong.io,9,high,api|developer|app|status,api|developer,app,status,0,""
graneet.fr,9,high,api|auth|app|status,api|auth,app,status,0,""
griffin.com,9,high,api|docs|app|status,api|docs,app,status,0,""
gusto.com,9,high,api|docs|app|status,api|docs,app,status,0,""
hcaptcha.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
hello-charles.com,9,high,api|docs|app|status,api|docs,app,status,0,""
hellosign.com,9,high,api|developers|app|status,api|developers,app,status,0,""
holvi.com,9,high,api|developer|app|status,api|developer,app,status,0,""
honeygain.com,9,high,api|developers|dashboard|status,api|developers,dashboard,status,0,""
hotmart.com,9,high,api|developers|app|status,api|developers,app,status,0,""
hybrid.ai,9,high,api|docs|console,api|docs|console,"","",0,""
hyperspell.com,9,high,api|docs|app|status,api|docs,app,status,0,""
incident.io,9,high,api|docs|app|status,api|docs,app,status,0,""
indiegogo.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
infakt.pl,9,high,api|docs|app|status,api|docs,app,status,0,""
inngest.com,9,high,api|docs|app|status,api|docs,app,status,0,""
insales.ru,9,high,api|docs|auth,api|docs|auth,"","",0,""
instapage.com,9,high,api|auth|app|status,api|auth,app,status,0,""
intel.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
intercom.com,9,high,docs|developers|app|status,docs|developers,app,status,0,""
jasper.ai,9,high,api|developers|app|status,api|developers,app,status,0,""
jino.ru,9,high,api|docs|auth,api|docs|auth,"","",0,""
joblocal.de,9,high,docs|developer|auth,docs|developer|auth,"","",0,""
judge.me,9,high,api|docs|app|status,api|docs,app,status,0,""
kbb.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
keynua.com,9,high,api|auth|app|status,api|auth,app,status,0,""
kleinanzeigen.de,9,high,api|developer|auth,api|developer|auth,"","",0,""
kohls.com,9,high,api|docs|auth,api|docs|auth,"","",0,""
kraken.com,9,high,api|docs|app|status,api|docs,app,status,0,""
labelbox.com,9,high,api|docs|app|status,api|docs,app,status,0,""
later.com,9,high,docs|auth|app|status,docs|auth,app,status,0,""
launchdarkly.com,9,high,docs|developers|app|status,docs|developers,app,status,0,""
lemlist.com,9,high,api|developer|app|status,api|developer,app,status,0,""
lemonway.com,9,high,api|auth|dashboard|status,api|auth,dashboard,status,0,""
lenovomm.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
localytics.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
logrocket.com,9,high,api|docs|app|status,api|docs,app,status,0,""
loopia.se,9,high,api|docs|auth,api|docs|auth,"","",0,""
loopline-systems.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
lytra.ai,9,high,api|auth|app|status,api|auth,app,status,0,""
macys.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
mastercard.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
maze.co,9,high,api|auth|app|status,api|auth,app,status,0,""
mckinsey.com,9,high,developer|auth|platform,developer|auth|platform,"","",0,""
mediatek.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
mendral.com,9,high,api|auth|app|status,api|auth,app,status,0,""
mercadolibre.com,9,high,api|developers|auth,api|developers|auth,"","",0,""
meta.com,9,high,developer|developers|auth,developer|developers|auth,"","",0,""
meteoblue.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
mgid.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
mobilefuse.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
modrinth.com,9,high,api|docs|app|status,api|docs,app,status,0,""
mountain.com,9,high,api|docs|auth,api|docs|auth,"","",0,""
mparticle.com,9,high,api|docs|app|status,api|docs,app,status,0,""
myfitnesspal.com,9,high,api|developer|app|status,api|developer,app,status,0,""
nabla.com,9,high,api|docs|app|status,api|docs,app,status,0,""
natif.ai,9,high,api|developer|platform,api|developer|platform,"","",0,""
navan.com,9,high,api|auth|app|status,api|auth,app,status,0,""
netangels.ru,9,high,api|docs|auth,api|docs|auth,"","",0,""
newsweek.com,9,high,api|auth|app|status,api|auth,app,status,0,""
nfl.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
nielsen.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
nodeslinks.com,9,high,developer|auth|app|status,developer|auth,app,status,0,""
npr.org,9,high,api|developer|app|status,api|developer,app,status,0,""
nyu.edu,9,high,api|docs|auth,api|docs|auth,"","",0,""
opsgenie.com,9,high,api|docs|app|status,api|docs,app,status,0,""
oracle.com,9,high,docs|developer|developers,docs|developer|developers,"","",0,""
outbrain.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
pandadoc.com,9,high,api|developers|app|status,api|developers,app,status,0,""
patched.codes,9,high,api|docs|app|status,api|docs,app,status,0,""
poki.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
popsink.com,9,high,api|docs|app|status,api|docs,app,status,0,""
powerapps.com,9,high,api|docs|auth,api|docs|auth,"","",0,""
precium.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
primer.io,9,high,api|auth|dashboard|status,api|auth,dashboard,status,0,""
primis.tech,9,high,api|docs|console,api|docs|console,"","",0,""
pulumi.com,9,high,api|docs|app|status,api|docs,app,status,0,""
qcloud.com,9,high,api|developer|console,api|developer|console,"","",0,""
qminder.com,9,high,api|developer|dashboard|status,api|developer,dashboard,status,0,""
qualcomm.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
quandoo.com,9,high,api|docs|auth,api|docs|auth,"","",0,""
quillbot.com,9,high,api|auth|app|status,api|auth,app,status,0,""
rakuten.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
reg.ru,9,high,api|docs|auth,api|docs|auth,"","",0,""
rekordsoftware.com,9,high,docs|auth|app|status,docs|auth,app,status,0,""
rematiq.com,9,high,api|docs|app|status,api|docs,app,status,0,""
render.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
revenuecat.com,9,high,api|docs|app|status,api|docs,app,status,0,""
rippling.com,9,high,api|developer|app|status,api|developer,app,status,0,""
roboflow.com,9,high,api|docs|app|status,api|docs,app,status,0,""
roku.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
roundtable.ai,9,high,api|docs|app|status,api|docs,app,status,0,""
rudderstack.com,9,high,api|docs|app|status,api|docs,app,status,0,""
runcaptain.com,9,high,api|docs|auth,api|docs|auth,"","",0,""
runway.com,9,high,api|docs|app|status,api|docs,app,status,0,""
rvvup.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
salv.com,9,high,docs|auth|app|status,docs|auth,app,status,0,""
samsung.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
santander.com.br,9,high,api|developer|auth,api|developer|auth,"","",0,""
sardine.ai,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
sdui.de,9,high,api|docs|app|status,api|docs,app,status,0,""
segment.com,9,high,docs|developer|app|status,docs|developer,app,status,0,""
sendbird.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
sendgrid.com,9,high,api|docs|app|status,api|docs,app,status,0,""
sicredi.com.br,9,high,api|developer|auth,api|developer|auth,"","",0,""
simplisafe.com,9,high,api|docs|auth,api|docs|auth,"","",0,""
singular.net,9,high,api|developers|app|status,api|developers,app,status,0,""
smooch.io,9,high,api|docs|app|status,api|docs,app,status,0,""
snapcraft.io,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
sprig.com,9,high,api|docs|app|status,api|docs,app,status,0,""
strava.com,9,high,docs|developers|app|status,docs|developers,app,status,0,""
stytch.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
sun.com,9,high,docs|developer|developers,docs|developer|developers,"","",0,""
sundaysky.com,9,high,api|auth|app|status,api|auth,app,status,0,""
supabase.com,9,high,api|docs|app|status,api|docs,app,status,0,""
tableau.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
taboola.com,9,high,api|docs|developers,api|docs|developers,"","",0,""
talkingcomputers.ai,9,high,api|auth|platform,api|auth|platform,"","",0,""
tapad.com,9,high,docs|auth|platform,docs|auth|platform,"","",0,""
target.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
teads.tv,9,high,api|docs|console,api|docs|console,"","",0,""
ted.com,9,high,api|docs|auth,api|docs|auth,"","",0,""
telleroo.com,9,high,api|docs|app|status,api|docs,app,status,0,""
tencent.com,9,high,docs|developer|developers,docs|developer|developers,"","",0,""
termly.io,9,high,api|docs|app|status,api|docs,app,status,0,""
tgju.org,9,high,api|platform|dashboard|status,api|platform,dashboard,status,0,""
thanksben.com,9,high,api|auth|app|status,api|auth,app,status,0,""
tiktok.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
time.com,9,high,api|developers|app|status,api|developers,app,status,0,""
timeular.com,9,high,api|developers|app|status,api|developers,app,status,0,""
todoist.com,9,high,api|developer|app|status,api|developer,app,status,0,""
tokopedia.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
tower.dev,9,high,api|docs|app|status,api|docs,app,status,0,""
tradplusad.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
troy-bleiben.de,9,high,api|developer|auth,api|developer|auth,"","",0,""
tryarchitect.com,9,high,api|docs|app|status,api|docs,app,status,0,""
turn.com,9,high,api|developer|console,api|developer|console,"","",0,""
turso.tech,9,high,api|docs|app|status,api|docs,app,status,0,""
ubs.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
ultimate.ai,9,high,api|developer|dashboard|status,api|developer,dashboard,status,0,""
umbrella.com,9,high,api|docs|dashboard|status,api|docs,dashboard,status,0,""
united.com,9,high,api|developers|auth,api|developers|auth,"","",0,""
univie.ac.at,9,high,api|docs|auth,api|docs|auth,"","",0,""
usechamber.io,9,high,api|docs|app|status,api|docs,app,status,0,""
usps.com,9,high,api|developer|developers,api|developer|developers,"","",0,""
uspto.gov,9,high,api|developer|auth,api|developer|auth,"","",0,""
ustream.tv,9,high,api|developer|developers,api|developer|developers,"","",0,""
viafoura.co,9,high,api|auth|console,api|auth|console,"","",0,""
vivo.com.cn,9,high,developer|developers|platform,developer|developers|platform,"","",0,""
vmware.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
volvocars.com,9,high,api|developer|auth,api|developer|auth,"","",0,""
vseinstrumenti.ru,9,high,api|docs|auth,api|docs|auth,"","",0,""
wasabisys.com,9,high,docs|auth|console,docs|auth|console,"","",0,""
weavr.io,9,high,api|docs|auth,api|docs|auth,"","",0,""
woocommerce.com,9,high,api|docs|developer,api|docs|developer,"","",0,""
wps.com,9,high,api|docs|console,api|docs|console,"","",0,""
yahoo.com,9,high,docs|developer|developers,docs|developer|developers,"","",0,""
yale.edu,9,high,developer|developers|auth,developer|developers|auth,"","",0,""
yoummday.com,9,high,api|docs|app|status,api|docs,app,status,0,""
zalo.me,9,high,api|developer|developers,api|developer|developers,"","",0,""
zedge.net,9,high,api|docs|auth,api|docs|auth,"","",0,""
