domain,name,source,source_url,listing_page,detail_url,company_url,description,one_liner,tags,category,website_confidence,explicit_shopify_signal,explicit_shopify_reasons
argentwork.com,Argent,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/argent,https://argentwork.com/,"Argent is a women's clothing brand that empowers working women with versatile and functional clothing that values self-expression and equality in the workplace. Their performance-led fabrics, purposeful pockets, and useful details optimize your work-joy balance.","Argent is a women's clothing brand that empowers working women with versatile and functional clothing that values self-expression and equality in the workplace. Their performance-led fabrics, purposeful pockets, and useful details optimize your work-joy balance.",Apparel,Apparel,high,0,
aritzia.com,Aritzia,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/aritzia,https://www.aritzia.com/,"Discover everyday luxury at Aritzia, a renowned design house offering high-quality, stylish clothing in aspirational spaces. With an extensive portfolio of exclusive brands, Aritzia caters to your individual aesthetic and provides a luxurious shopping experience.","Discover everyday luxury at Aritzia, a renowned design house offering high-quality, stylish clothing in aspirational spaces. With an extensive portfolio of exclusive brands, Aritzia caters to your individual aesthetic and provides a luxurious shopping experience.",Apparel,Apparel,high,0,
arrae.com,Arrae,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/arrae,https://www.arrae.com/,Arrae is the natural supplement brand that's got your back. Their 100% natural supplements are formulated with accurate dosing to solve everyday problems such as bloat and anxiety that women constantly deal with.,Arrae is the natural supplement brand that's got your back. Their 100% natural supplements are formulated with accurate dosing to solve everyday problems such as bloat and anxiety that women constantly deal with.,Wellness,Wellness,high,0,
artet.com,Artet,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/artet,https://artet.com/,"Artet is the perfect blend of cannabis and aperitivo culture. This non-alcoholic, cannabis-infused aperitif is perfect for enhancing social experiences and is dedicated to supporting those affected by cannabis policing.","Artet is the perfect blend of cannabis and aperitivo culture. This non-alcoholic, cannabis-infused aperitif is perfect for enhancing social experiences and is dedicated to supporting those affected by cannabis policing.",CPG,CPG,high,0,
article.com,Article Furniture,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/article-furniture,https://article.com,"Article Furniture is a direct-to-consumer furniture brand founded in 2013 by four engineers. Offering stylish, high-quality, and functional pieces for all spaces, Article makes it easy to shop for bundles by room and enjoy free delivery, satisfaction guarantee, free exchanges, and one-year warranty.","Article Furniture is a direct-to-consumer furniture brand founded in 2013 by four engineers. Offering stylish, high-quality, and functional pieces for all spaces, Article makes it easy to shop for bundles by room and enjoy free delivery, satisfaction guarantee, free exchanges, and one-year warranty.",Home & Garden,Home & Garden,high,0,
articture.com,Articture,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/articture,https://articture.com,"Articture's mission to create modern, design-focused home decor items in different styles and materials. We believe that home living should be easy and expressive.","Articture's mission to create modern, design-focused home decor items in different styles and materials. We believe that home living should be easy and expressive.",Home & Garden,Home & Garden,high,1,shopify_text
artisaire.com,Artisire,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/artisire,https://artisaire.com/,"Artisire is the premier provider of wax seal products, sealing wax, and stamps in North America. Shop our selection of tools and accessories to create beautiful stationery, invitations, and more. Wax seal your love into a kaiku card for someone special.","Artisire is the premier provider of wax seal products, sealing wax, and stamps in North America. Shop our selection of tools and accessories to create beautiful stationery, invitations, and more. Wax seal your love into a kaiku card for someone special.",Fitness & Outdoors,Fitness & Outdoors,high,0,
artisans.life,Artisans,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/artisans,https://artisans.life/,"Artisans is a range of 3 leathercraft kits for beginners. Perfect for anyone wanting to take their first step into leather craft with the added bonus of being able to give finished gifts, perfect for all occasions and easy to follow straightforward instructions and illustrations that make it enjoyable for everyone!","Artisans is a range of 3 leathercraft kits for beginners. Perfect for anyone wanting to take their first step into leather craft with the added bonus of being able to give finished gifts, perfect for all occasions and easy to follow straightforward instructions and illustrations that make it enjoyable for everyone!",Home & Garden,Home & Garden,high,0,
artknit-studios.com,Artknit Studios,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/artknit-studios,https://artknit-studios.com/,"Artknit Studios, founded by [Founders' Names] in [Year], offers luxury, sustainable fashion that supports the environment and artisans. With a focus on quality, transparency, and minimal waste, Artknit Studios is the conscious shopper's dream.","Artknit Studios, founded by [Founders' Names] in [Year], offers luxury, sustainable fashion that supports the environment and artisans. With a focus on quality, transparency, and minimal waste, Artknit Studios is the conscious shopper's dream.",Apparel,Apparel,high,0,
asarai.com,Asarai,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/asarai,https://www.asarai.com/,Asarai is a natural skincare brand that infuses the botanicals of Australia into every bottle. Their mission is to inspire meaningful connections and do no harm to the planet. Perfect for those who value natural ingredients and simplicity.,Asarai is a natural skincare brand that infuses the botanicals of Australia into every bottle. Their mission is to inspire meaningful connections and do no harm to the planet. Perfect for those who value natural ingredients and simplicity.,Beauty,Beauty,high,0,
ascotandcharlie.com,ASCOT X CHARLIE,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/,https://www.dtcetc.com/brand/ascot-x-charlie,https://ascotandcharlie.com/,"ASCOT X CHARLIE: European luxury sneakers that combine traditional craftsmanship with contemporary design. Ethically made with the finest materials, these elegant and durable sneakers showcase the best of European craftsmanship.","ASCOT X CHARLIE: European luxury sneakers that combine traditional craftsmanship with contemporary design. Ethically made with the finest materials, these elegant and durable sneakers showcase the best of European craftsmanship.",Apparel,Apparel,high,0,
asrv.co,ASRV,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/,https://www.dtcetc.com/brand/asrv,https://asrv.co,"ASRV is a United States-based athletic apparel retailer that sells men's Activewear. ASRV designs apparel that acts like equipment, working in concordance with the end user. ASRV wants its apparel to help costumers to achieve their goals, not just in sports- but in everything they do.","ASRV is a United States-based athletic apparel retailer that sells men's Activewear. ASRV designs apparel that acts like equipment, working in concordance with the end user. ASRV wants its apparel to help costumers to achieve their goals, not just in sports- but in everything they do.",Apparel,Apparel,high,0,
astridwild.com,Astrid Wild,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/astrid-wild,https://www.astridwild.com,"Astrid Wild: Stylish, functional, and properly fitting outdoor wear for women who love nature. Designed by women, for women. Sustainability and empowerment are at the core of this brand.","Astrid Wild: Stylish, functional, and properly fitting outdoor wear for women who love nature. Designed by women, for women. Sustainability and empowerment are at the core of this brand.",Apparel,Apparel,high,0,
aswearenow.co,AWAN (As We Are Now),dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/,https://www.dtcetc.com/brand/awan-as-we-are-now,https://aswearenow.co/,"Introducing AWAN, the sustainable clothing brand that combines comfort and versatility. Designed for women who value eco-friendly fashion, AWAN offers effortlessly flattering pieces that can be worn all day and all night. Support a brand that prioritizes your comfort and the environment.","Introducing AWAN, the sustainable clothing brand that combines comfort and versatility. Designed for women who value eco-friendly fashion, AWAN offers effortlessly flattering pieces that can be worn all day and all night. Support a brand that prioritizes your comfort and the environment.",Apparel,Apparel,high,0,
asystem.com,ASYSTEM,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/,https://www.dtcetc.com/brand/asystem,https://www.asystem.com/,"ASYSTEM is the ultimate health-conscious brand for men, offering a range of natural supplements and skincare products. Their Functional By Design® Methodology guarantees high-quality and effective ingredients for overall well-being.","ASYSTEM is the ultimate health-conscious brand for men, offering a range of natural supplements and skincare products. Their Functional By Design® Methodology guarantees high-quality and effective ingredients for overall well-being.",Wellness,Wellness,high,0,
athenaclub.com,Athena Club,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/athena-club,https://athenaclub.com,"Athena Club is a sustainable self-care brand founded in 2017 by Allie Griswold, Maria Markina, and Charles Desmarais. We offer all-natural, clean, and sustainable products such as razors, tampons, body lotions, and supplements that are free of synthetics, additives, and harsh substances. We are committed to sustainability and ethical sourcing and have donated over 1 million period products to those in need.","Athena Club is a sustainable self-care brand founded in 2017 by Allie Griswold, Maria Markina, and Charles Desmarais. We offer all-natural, clean, and sustainable products such as razors, tampons, body lotions, and supplements that are free of synthetics, additives, and harsh substances. We are committed to sustainability and ethical sourcing and have donated over 1 million period products to those in need.",Beauty,Beauty,high,0,
athleticbrewing.com,Athletic Brewing,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/athletic-brewing,https://athleticbrewing.com,"Athletic Brewing is the Connecticut-based craft brewery founded in 2018 by John Walker and Bill Shufelt, offering full-flavored, non-alcoholic beers with 0.5% ABV. Featured in Buzzworthy media outlets such as Thrillist, BBC, Bloomberg, and Outside, Athletic Brewing also offers hops-infused sparkling water and merch.","Athletic Brewing is the Connecticut-based craft brewery founded in 2018 by John Walker and Bill Shufelt, offering full-flavored, non-alcoholic beers with 0.5% ABV. Featured in Buzzworthy media outlets such as Thrillist, BBC, Bloomberg, and Outside, Athletic Brewing also offers hops-infused sparkling water and merch.",CPG,CPG,high,0,
athleticgreens.com,Athletic Greens,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/athletic-greens,https://athleticgreens.com/us,"Athletic Greens is the ultimate solution for those seeking comprehensive and convenient nutrition. Their flagship product, AG1, contains 75 vitamins, superfoods, probiotics, and adaptogens. The brand is committed to quality, sustainability, and community.","Athletic Greens is the ultimate solution for those seeking comprehensive and convenient nutrition. Their flagship product, AG1, contains 75 vitamins, superfoods, probiotics, and adaptogens. The brand is committed to quality, sustainability, and community.",Wellness,Wellness,high,0,
athleticpropulsionlabs.com,APL,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/,https://www.dtcetc.com/brand/apl,https://www.athleticpropulsionlabs.com/,"APL offers luxury performance shoes and apparel for men and women, designed to provide optimum comfort and style for all aspects of your lifestyle. Their patented technologies and innovative designs cater to athletes and fitness enthusiasts alike.","APL offers luxury performance shoes and apparel for men and women, designed to provide optimum comfort and style for all aspects of your lifestyle. Their patented technologies and innovative designs cater to athletes and fitness enthusiasts alike.",Apparel,Apparel,high,0,
atlasbars.com,Atlas,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/atlas,https://atlasbars.com/,"Atlas protein bars are a wellness-focused brand with clean, high-quality ingredients that support both physical and mental wellness. Their unique formula includes ashwagandha, a super plant with science-backed benefits. With a commitment to helping customers become their best selves, Atlas offers plant-based flavors with 15 grams of protein and less than one gram of sugar. Available online and at 1,100 retail locations nationwide, including Sprouts, Stop & Shop, and Lifetime Fitness.","Atlas protein bars are a wellness-focused brand with clean, high-quality ingredients that support both physical and mental wellness. Their unique formula includes ashwagandha, a super plant with science-backed benefits. With a commitment to helping customers become their best selves, Atlas offers plant-based flavors with 15 grams of protein and less than one gram of sugar. Available online and at 1,100 retail locations nationwide, including Sprouts, Stop & Shop, and Lifetime Fitness.",Wellness,Wellness,high,0,
atmohome.com,Atmo,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/atmo,https://www.atmohome.com/,"Atmo is the ultimate sustainable homecare brand for those who value intention and the environment. Their products are made to last and designed with transparency, aligning perfectly with the mindful lifestyle.","Atmo is the ultimate sustainable homecare brand for those who value intention and the environment. Their products are made to last and designed with transparency, aligning perfectly with the mindful lifestyle.",Home & Garden,Home & Garden,high,0,
atoms.com,Atoms,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/atoms,https://www.atoms.com/,"Atoms is a New York footwear company that believes feet come in sizes too. Customers can order their shoes for the left and right foot in two different sizes, to get perfectly fitting kicks. Atoms also offers ""Quarter Sizes,"" meaning there are 24 ½ combinations of width and length.","Atoms is a New York footwear company that believes feet come in sizes too. Customers can order their shoes for the left and right foot in two different sizes, to get perfectly fitting kicks. Atoms also offers ""Quarter Sizes,"" meaning there are 24 ½ combinations of width and length.",Apparel,Apparel,high,0,
atreyurunning.com,Atreyu,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/atreyu,https://www.atreyurunning.com/,"Atreyu's running shoes embody simplicity and hard work, offering a range of styles suitable for all levels of experience. Their Supercritical EVA compound ensures comfort, durability, and responsiveness, while the Base Trail and Artist cater to off-road adventures and race day potential.","Atreyu's running shoes embody simplicity and hard work, offering a range of styles suitable for all levels of experience. Their Supercritical EVA compound ensures comfort, durability, and responsiveness, while the Base Trail and Artist cater to off-road adventures and race day potential.",Apparel,Apparel,high,0,
audicus.com,Audicus,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/audicus,https://www.audicus.com/,"Audicus provides low-cost hearing aids, with a 45 day risk free trial and unlimited support. We are changing the world by making hearing aids accessible to all.","Audicus provides low-cost hearing aids, with a 45 day risk free trial and unlimited support. We are changing the world by making hearing aids accessible to all.",Wellness,Wellness,high,0,
august.com,August Home,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/august-home,https://august.com,"August Home is a simple way to turn your home into a smart home. Use the August app to control your August Smart Lock, and unlock your door with your phone, access the live stream from your August Doorbell Camera, and stay in touch with friends and family using two-way voice communication. Turn on lights, run scenes, and make life simple.","August Home is a simple way to turn your home into a smart home. Use the August app to control your August Smart Lock, and unlock your door with your phone, access the live stream from your August Doorbell Camera, and stay in touch with friends and family using two-way voice communication. Turn on lights, run scenes, and make life simple.",Home & Garden,Home & Garden,high,0,
aurabora.com,Aura Bora,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/aura-bora,https://aurabora.com/,"Aura Bora is a sparkling water brand that combines real herbs, fruits, and flowers with purified water to create delicious and healthy drinks. With a commitment to sustainability, they donate 1% of sales to conservation non-profits and use infinitely recyclable aluminum packaging.","Aura Bora is a sparkling water brand that combines real herbs, fruits, and flowers with purified water to create delicious and healthy drinks. With a commitment to sustainability, they donate 1% of sales to conservation non-profits and use infinitely recyclable aluminum packaging.",CPG,CPG,high,0,
auraglow.com,Aura Glow,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/aura-glow,https://auraglow.com/,"Aura Glow is the perfect choice for those seeking a gentle yet effective teeth whitening solution. With enamel-safe, clinically-proven products made in America, they offer transparency and guidance for improving oral wellness.","Aura Glow is the perfect choice for those seeking a gentle yet effective teeth whitening solution. With enamel-safe, clinically-proven products made in America, they offer transparency and guidance for improving oral wellness.",Wellness,Wellness,high,0,
aurahaircare.com,AURA Hair Care,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/,https://www.dtcetc.com/brand/aura-hair-care,https://aurahaircare.com,"AURA Hair Care is a vegan, cruelty-free and customized hair care brand founded in 2021 by eSalon. Their products are formulated with natural ingredients and free from paraben, SLS and SLES, and offer unlimited formula combinations and six scents. With personalized quiz and packaging made with recycled materials, AURA Hair Care offers a money-back guarantee or free reformulation for the perfect product for your hair type.","AURA Hair Care is a vegan, cruelty-free and customized hair care brand founded in 2021 by eSalon. Their products are formulated with natural ingredients and free from paraben, SLS and SLES, and offer unlimited formula combinations and six scents. With personalized quiz and packaging made with recycled materials, AURA Hair Care offers a money-back guarantee or free reformulation for the perfect product for your hair type.",Beauty,Beauty,high,0,
auratenewyork.com,Aurate New York,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/aurate-new-york,https://auratenewyork.com,"Aurate's contemporary and chic designs empower women to buy jewelry for themselves. The brand uses technology to tailor each piece to customer preferences, while valuing sustainability, transparency, and inclusion.","Aurate's contemporary and chic designs empower women to buy jewelry for themselves. The brand uses technology to tailor each piece to customer preferences, while valuing sustainability, transparency, and inclusion.",Apparel,Apparel,high,0,
aurelien-online.com,Aurelien shoes,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/aurelien-shoes,https://aurelien-online.com/,"Aurelien shoes offer timeless style and artisanal craftsmanship with the finest natural raw materials. Their shoes embody carefree elegance and are made with desired materials, providing unmatched value-for-money in high-end fashion.","Aurelien shoes offer timeless style and artisanal craftsmanship with the finest natural raw materials. Their shoes embody carefree elegance and are made with desired materials, providing unmatched value-for-money in high-end fashion.",Apparel,Apparel,high,0,
automicgold.com,Automic Gold,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/automic-gold,https://automicgold.com,"Automic Gold is a queer-owned jewelry brand that creates sustainable and ethical pieces from recycled gold and reclaimed stones. Founded by Al Sandimirova, a refugee who arrived in America, the brand offers modern and classic unisex pieces, with worldwide shipping, that have been featured in BuzzFeed, Bustle, and Teen Vogue.","Automic Gold is a queer-owned jewelry brand that creates sustainable and ethical pieces from recycled gold and reclaimed stones. Founded by Al Sandimirova, a refugee who arrived in America, the brand offers modern and classic unisex pieces, with worldwide shipping, that have been featured in BuzzFeed, Bustle, and Teen Vogue.",Apparel,Apparel,high,0,
avantarte.com,Avant Arte,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/avant-arte,https://avantarte.com/,"Avant Arte is the ultimate destination for art lovers seeking exceptional quality and transformative power. With a range of mediums and a focus on showcasing talented artists, their pieces will transport you beyond yourself.","Avant Arte is the ultimate destination for art lovers seeking exceptional quality and transformative power. With a range of mediums and a focus on showcasing talented artists, their pieces will transport you beyond yourself.",Home & Garden,Home & Garden,high,0,
avawomen.com,Ava Women,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/ava-women,https://avawomen.com,"Ava Women is revolutionizing fertility tracking with AI, apps, sensors and more, to give women an easy way to track their reproductive life. Our products are clinically tested and FDA-approved, offering a range of package deals with different guarantees and privileges.","Ava Women is revolutionizing fertility tracking with AI, apps, sensors and more, to give women an easy way to track their reproductive life. Our products are clinically tested and FDA-approved, offering a range of package deals with different guarantees and privileges.",Wellness,Wellness,high,0,
avecdrinks.com,Avec,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/avec,https://avecdrinks.com/,"Avec offers a healthier and more sustainable option for cocktail lovers. With natural sweeteners and real ingredients, their mixers are perfect for those who prioritize their well-being.","Avec offers a healthier and more sustainable option for cocktail lovers. With natural sweeteners and real ingredients, their mixers are perfect for those who prioritize their well-being.",CPG,CPG,high,0,
avolt.com,Avolt,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/avolt,https://www.avolt.com,"Avolt, the Swedish design studio, is revolutionizing the way we integrate electrical necessities into our spaces. Their minimalist and aesthetically pleasing electronic devices seamlessly enhance any environment, without compromising on performance. Elevate your space with Avolt.","Avolt, the Swedish design studio, is revolutionizing the way we integrate electrical necessities into our spaces. Their minimalist and aesthetically pleasing electronic devices seamlessly enhance any environment, without compromising on performance. Elevate your space with Avolt.",Electronics & Games,Electronics & Games,high,0,
awaytravel.com,Away,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/away,https://www.awaytravel.com/,Away is a new bag company that believes cumbersome luggage should be a thing of the past. Our mission is to make your life on-the-go easier by making your bag smarter. We believe in packing light and being able to move freely with no restraints. Away was inspired by the idea that everyone needs their own personal sanctuary when they travel.,Away is a new bag company that believes cumbersome luggage should be a thing of the past. Our mission is to make your life on-the-go easier by making your bag smarter. We believe in packing light and being able to move freely with no restraints. Away was inspired by the idea that everyone needs their own personal sanctuary when they travel.,Travel,Travel,high,0,
axelglade.com,Axel Glade Ear Cleaner,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/axel-glade-ear-cleaner,https://axelglade.com,"Axel Glade is a revolutionary brand founded by Mehul Patel in 2020 that offers an at-home ear cleaning device and accessories designed to be pain-free and remove unwanted wax, dirt, and bacteria. Featured on Fox News, NBC, ABC News, and more, Axel Glade is suitable for all ages and comes with complimentary EarPicks, free shipping, returns, and exchanges, and a 60 day money back guarantee.","Axel Glade is a revolutionary brand founded by Mehul Patel in 2020 that offers an at-home ear cleaning device and accessories designed to be pain-free and remove unwanted wax, dirt, and bacteria. Featured on Fox News, NBC, ABC News, and more, Axel Glade is suitable for all ages and comes with complimentary EarPicks, free shipping, returns, and exchanges, and a 60 day money back guarantee.",Beauty,Beauty,high,0,
axiologybeauty.com,Axiology,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/axiology,https://axiologybeauty.com/,"Axiology offers a range of high-quality lipsticks made with clean, ethically sourced ingredients. Their commitment to sustainability and fighting plastic waste makes them a guilt-free beauty choice.","Axiology offers a range of high-quality lipsticks made with clean, ethically sourced ingredients. Their commitment to sustainability and fighting plastic waste makes them a guilt-free beauty choice.",Beauty,Beauty,high,0,
ayond.us,Ayond,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/ayond,https://ayond.us/,"Discover Ayond, the transformative beauty brand that blends ancient plant wisdom with clinical innovation to create clean, sustainable skincare. Their rare desert botanicals and high-active formulas protect and renew the complexion, while their eco-friendly packaging reduces impact on the environment.","Discover Ayond, the transformative beauty brand that blends ancient plant wisdom with clinical innovation to create clean, sustainable skincare. Their rare desert botanicals and high-active formulas protect and renew the complexion, while their eco-friendly packaging reduces impact on the environment.",Beauty,Beauty,high,0,
ayr.com,AYR,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/,https://www.dtcetc.com/brand/ayr,https://www.ayr.com/,AYR is a United States-based casual apparel retailer that sells women's Clothing. AYR designs timeless essentials for day to day wear. Feeling comfrotable has never looked so good.,AYR is a United States-based casual apparel retailer that sells women's Clothing. AYR designs timeless essentials for day to day wear. Feeling comfrotable has never looked so good.,Apparel,Apparel,high,0,
baboontothemoon.com,Baboon To The Moon,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/baboon-to-the-moon,https://baboontothemoon.com/,Baboon to the Moon (B2TM) is a company that sells colorful bags and is committed to inspiring adventures and encouraging people to embrace new experiences. The company uses sustainable and ethical materials and practices to create products that are meant to last a lifetime. Every B2TM bag comes with a lifetime warranty and is made with high-quality technical materials to withstand any adventure. The company believes that colorful bags can inspire colorful adventures and encourages customers to embrace their sense of adventure and try new things.,Baboon to the Moon (B2TM) is a company that sells colorful bags and is committed to inspiring adventures and encouraging people to embrace new experiences. The company uses sustainable and ethical materials and practices to create products that are meant to last a lifetime. Every B2TM bag comes with a lifetime warranty and is made with high-quality technical materials to withstand any adventure. The company believes that colorful bags can inspire colorful adventures and encourages customers to embrace their sense of adventure and try new things.,Travel,Travel,high,0,
babumilano.com,Babú Milano,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/babu-milano,https://www.babumilano.com/,"Discover the world of Babú Milano, a brand that celebrates Italian craftsmanship and sustainability. With unique patterns and materials, their shoes are a statement of individuality and style. Experience the beauty of slow fashion and support local traditions.","Discover the world of Babú Milano, a brand that celebrates Italian craftsmanship and sustainability. With unique patterns and materials, their shoes are a statement of individuality and style. Experience the beauty of slow fashion and support local traditions.",Apparel,Apparel,high,0,
bacehealth.com,Bace Health,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/bace-health,https://bacehealth.com/,"Bace Health offers personalized, science-backed Hemp products for health-conscious customers seeking natural solutions. Their commitment to transparency and education ensures trustworthy and effective results.","Bace Health offers personalized, science-backed Hemp products for health-conscious customers seeking natural solutions. Their commitment to transparency and education ensures trustworthy and effective results.",Wellness,Wellness,high,0,
backdrophome.com,Backdrop Paint,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/backdrop-paint,https://backdrophome.com,"Backdrop Paint is an LA-based paint brand founded in 2018 by married millennials Natalie and Caleb Ebel. Offering 50+ unique paint colors with low odor and VOC, their products are vegan, cruelty-free, Climate Neutral Certified, and Greenwise Certified, and have been praised for their quality and customer service. Financing options are also available via Afterpay.","Backdrop Paint is an LA-based paint brand founded in 2018 by married millennials Natalie and Caleb Ebel. Offering 50+ unique paint colors with low odor and VOC, their products are vegan, cruelty-free, Climate Neutral Certified, and Greenwise Certified, and have been praised for their quality and customer service. Financing options are also available via Afterpay.",Home & Garden,Home & Garden,high,0,
backfireboardsusa.com,Backfire,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/backfire,https://backfireboardsusa.com/,"Backfire: Affordable and high-quality skateboards, including electric skateboards, for those who value durability, performance, and functionality. Experience the thrill of skateboarding with Backfire's fun and innovative products.","Backfire: Affordable and high-quality skateboards, including electric skateboards, for those who value durability, performance, and functionality. Experience the thrill of skateboarding with Backfire's fun and innovative products.",Fitness & Outdoors,Fitness & Outdoors,high,0,
badbirdiegolf.com,Bad Birdie,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/bad-birdie,https://badbirdiegolf.com/,"Bad Birdie is a contemporary golf apparel brand dedicated to the new generation of players who value both performance and enjoyment. Known for introducing bold print polos that disrupted traditional golf attire, Bad Birdie aims to foster an inclusive community within the sport. Proud of their impact, they strive to maintain the pioneering spirit of their early days by continuously developing innovative and disruptive apparel. Bad Birdie seeks to redefine what golf can be while staying true to its bold roots.","Bad Birdie is a contemporary golf apparel brand dedicated to the new generation of players who value both performance and enjoyment. Known for introducing bold print polos that disrupted traditional golf attire, Bad Birdie aims to foster an inclusive community within the sport. Proud of their impact, they strive to maintain the pioneering spirit of their early days by continuously developing innovative and disruptive apparel. Bad Birdie seeks to redefine what golf can be while staying true to its bold roots.",Apparel,Apparel,high,0,
bag-all.com,Bag-all,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/bag-all,https://bag-all.com,"Bag-all is a United States-based ecofriendly apparel retailer that sells women's Bags. Bag-All has hip bags and cases for any occasion, be it organizing, traveling, or gifting. All of Bag-All products are made with high quality cotton with the intention of them being reused, taking small stylish steps to a more eco-friendly lifestyle.","Bag-all is a United States-based ecofriendly apparel retailer that sells women's Bags. Bag-All has hip bags and cases for any occasion, be it organizing, traveling, or gifting. All of Bag-All products are made with high quality cotton with the intention of them being reused, taking small stylish steps to a more eco-friendly lifestyle.",Apparel,Apparel,high,0,
