domain,name,source,source_url,portfolio_url,company_url,description,one_liner,tags,stage,status,location,country,city,investment_year,founded_year,website_confidence
gameduell.de,Gameduell,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.gameduell.de/,"Gameduell’s passion for creating high-quality games and a thrilling user experience combined with a focus on superior customer experience and communication has made the company one of the largest cross-platform social games communities in the world. Gameduell has expanded and evolved rapidly and now has offices located in Berlin, Germany and San Francisco, USA.","Gameduell’s passion for creating high-quality games and a thrilling user experience combined with a focus on superior customer experience and communication has made the company one of the largest cross-platform social games communities in the world. Gameduell has expanded and evolved rapidly and now has offices located in Berlin, Germany and San Francisco, USA.",consumer,exit,exit,"Berlin, Germany",Germany,Berlin,2004,2003,high
getbux.com,Bux,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.getbux.com/,"BUX is a fintech firm that makes investing in the financial markets accessible and affordable to everyone. Its simple onboarding and intuitive user interface make it the perfect platform for anyone wanting to get a taste of investing that is put off by the complexities and cash requirements of traditional brokers. BUX is offering zero commission investing in shares and ETFs, but also in cryptocurrencies and derivatives.","BUX is a fintech firm that makes investing in the financial markets accessible and affordable to everyone. Its simple onboarding and intuitive user interface make it the perfect platform for anyone wanting to get a taste of investing that is put off by the complexities and cash requirements of traditional brokers. BUX is offering zero commission investing in shares and ETFs, but also in cryptocurrencies and derivatives.",fintech,growth,growth,"Amsterdam, Netherlands",Netherlands,Amsterdam,2016,2013,high
getcaya.com,CAYA,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.getcaya.com/,"CAYA helps individuals and small businesses to regain control on paperwork, finances and contracts. The company’s platform allows customers to securely receive and store postal mail and all other important communication in one place. By turning received letters into structured data CAYA makes them fully actionable and enables customers to pay invoices or unsubscribe from subscription services with the tap of a finger.","CAYA helps individuals and small businesses to regain control on paperwork, finances and contracts. The company’s platform allows customers to securely receive and store postal mail and all other important communication in one place. By turning received letters into structured data CAYA makes them fully actionable and enables customers to pay invoices or unsubscribe from subscription services with the tap of a finger.",enterprise,seed,seed,"Berlin, Germany",Germany,Berlin,2018,2017,high
getflip.com,Flip,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.getflip.com/,The Flip Employee OS connects enables deskless employees to connect with their employer as well as their fellow colleagues like never before.,The Flip Employee OS connects enables deskless employees to connect with their employer as well as their fellow colleagues like never before.,enterprise,growth,growth,"Stuttgart, Germany",Germany,Stuttgart,2021,2018,high
getpenta.com,PENTA,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.getpenta.com/,"Penta is the go-to place for all of SMEs’ banking needs. Penta is more than a bank account. It’s a financial hub for businesses. Clients can run their accounting, manage corporate cards, take loans, manage their day to day business and much more through an elegant and easy to use digital product.","Penta is the go-to place for all of SMEs’ banking needs. Penta is more than a bank account. It’s a financial hub for businesses. Clients can run their accounting, manage corporate cards, take loans, manage their day to day business and much more through an elegant and easy to use digital product.",fintech,exit,exit,"Berlin, Germany",Germany,Berlin,2019,2016,high
gettingles.com,Tingles,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.gettingles.com/,"Tingles is a video platform for relaxation and the best place to find content that helps users relax and fall asleep. With a unique take on relaxation through ASMR videos and having a creator-driven approach to content creation, Tingles is taking over the relaxation space.","Tingles is a video platform for relaxation and the best place to find content that helps users relax and fall asleep. With a unique take on relaxation through ASMR videos and having a creator-driven approach to content creation, Tingles is taking over the relaxation space.",consumer,exit,exit,"SanFrancisco, USA",USA,SanFrancisco,2018,2017,high
global-savings-group.com,Global Savings Group,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.global-savings-group.com/,"Global Savings Group is the leading European Commerce Content platform delivering consumer rewards, cashback, savings opportunities, and shopping content. Founded in 2012, GSG’s growing team is transforming the way consumers buy, brands sell, and digital publishers earn – one transaction at a time. In 2024 Global Savings Group announced a rebranding and now operates under the name Atolls.","Global Savings Group is the leading European Commerce Content platform delivering consumer rewards, cashback, savings opportunities, and shopping content. Founded in 2012, GSG’s growing team is transforming the way consumers buy, brands sell, and digital publishers earn – one transaction at a time. In 2024 Global Savings Group announced a rebranding and now operates under the name Atolls.",consumer,exit,exit,"Munich, Germany",Germany,Munich,2012,2012,high
glossybox.co.uk,Glossybox,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.glossybox.co.uk/,"Glossybox is the world’s leading global beauty subscription service. Glossybox is a global success with millions of boxes shipped to over 10 different countries. In 2017, Glossybox was acquired by the Hut Group.","Glossybox is the world’s leading global beauty subscription service. Glossybox is a global success with millions of boxes shipped to over 10 different countries. In 2017, Glossybox was acquired by the Hut Group.",consumer,exit,exit,"Berlin, Germany",Germany,Berlin,2011,2011,high
greator.com,Greator,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.greator.com/,"Greator (formerly GEDANKENtanken) offers events, seminars and online-workshops designed to advance professional and personal development - uniquely developed for individuals, business-owners and entrepreneurs.","Greator (formerly GEDANKENtanken) offers events, seminars and online-workshops designed to advance professional and personal development - uniquely developed for individuals, business-owners and entrepreneurs.",consumer,growth,growth,"Cologne, Germany",Germany,Cologne,2019,2012,high
green-fusion.de,Green Fusion,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.green-fusion.de/,"The energy saving pilot for all boiler rooms, because sustainable management is a question of attitude. Green Fusion not only digitizes your boiler rooms, they automate and optimize the operation of your entire portfolio and ensure the smooth transformation to regenerative systems with heat pumps, PV, etc. For maximum efficiency and sustainability in the housing industry.","The energy saving pilot for all boiler rooms, because sustainable management is a question of attitude. Green Fusion not only digitizes your boiler rooms, they automate and optimize the operation of your entire portfolio and ensure the smooth transformation to regenerative systems with heat pumps, PV, etc. For maximum efficiency and sustainability in the housing industry.",climate,early,early,"Brandenburg, Germany",Germany,Brandenburg,2025,2021,high
groupon.com,Groupon,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.groupon.com/,"Every day Groupon offers exciting new deals in a large number of cities worldwide. Inexpensive services are offered in the areas of recreation, restaurants, wellness and entertainment. In May 2010, Groupon acquired CityDeal. In November 2011, Groupon Inc. went public on NASDAQ.","Every day Groupon offers exciting new deals in a large number of cities worldwide. Inexpensive services are offered in the areas of recreation, restaurants, wellness and entertainment. In May 2010, Groupon acquired CityDeal. In November 2011, Groupon Inc. went public on NASDAQ.",consumer,exit,exit,"ChicagoHeights, USA",USA,ChicagoHeights,2010,2008,high
guj.de,Epuls,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.guj.de,"Epuls belongs to Poland’s largest social networks. Epuls offers its users multifaceted functions such as profiles, groups, forums, games, etc. In 2008, Epuls was acquired by Gruner + Jahr.","Epuls belongs to Poland’s largest social networks. Epuls offers its users multifaceted functions such as profiles, groups, forums, games, etc. In 2008, Epuls was acquired by Gruner + Jahr.",consumer,exit,exit,"Krakow, Poland",Poland,Krakow,2007,2007,high
habyt.com,homefully,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.habyt.com,"Homefully offers stylish and seamless co-living experiences in the heart of the city. In 2021, it was acquired by Habyt, a company that develops and manages beautifully designed, community-focused and technologically empowered co-living spaces.","Homefully offers stylish and seamless co-living experiences in the heart of the city. In 2021, it was acquired by Habyt, a company that develops and manages beautifully designed, community-focused and technologically empowered co-living spaces.",consumer,early,early,"Frankfurt, Germany",Germany,Frankfurt,2018,2016,high
hadrian.io,Hadrian,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://hadrian.io,"Hadrian, founded in 2021, is a hacker-led cybersecurity startup that offers an event-based, offensive security platform in a SaaS model.","Hadrian, founded in 2021, is a hacker-led cybersecurity startup that offers an event-based, offensive security platform in a SaaS model.",frontierTech,early,early,"Amsterdam, Netherlands",Netherlands,Amsterdam,2022,2021,high
heartbeat-med.com,heartbeat medical,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.heartbeat-med.com/,"heartbeat medical offers a software solution to hospitals and medical practices enabling them to precisely document and analyze a patient’s quality of life before, during and after medical treatment. Thereby improving outcomes for patients, doctors and payers, paving the way to value-based healthcare.","heartbeat medical offers a software solution to hospitals and medical practices enabling them to precisely document and analyze a patient’s quality of life before, during and after medical treatment. Thereby improving outcomes for patients, doctors and payers, paving the way to value-based healthcare.",healthcare,early,early,"Berlin, Germany",Germany,Berlin,2017,2014,high
hello-charles.com,Charles,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.hello-charles.com,"Charles helps brands to pioneer Conversational Commerce by integrating shop systems, chat apps & bots in one intuitive design.","Charles helps brands to pioneer Conversational Commerce by integrating shop systems, chat apps & bots in one intuitive design.",enterprise,seed,seed,"Berlin, Germany",Germany,Berlin,2021,2019,high
hellofresh.com,HELLOFRESH,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.hellofresh.com/,"HelloFresh is a food subscription service with weekly delivery of its boxes to end consumers. It provides its customers with all ingredients and recipes needed to prepare meals at home. With focus on premium quality and ecological foods, an expert team develops exclusive recipes that are easy to cook. HelloFresh operates its market leading service in various European countries and the US. Prior to Rocket Internet’s successful IPO, HV contributed its stakes in HelloFresh and 6 other companies in exchange for a 2.5% stake in Rocket Internet.","HelloFresh is a food subscription service with weekly delivery of its boxes to end consumers. It provides its customers with all ingredients and recipes needed to prepare meals at home. With focus on premium quality and ecological foods, an expert team develops exclusive recipes that are easy to cook. HelloFresh operates its market leading service in various European countries and the US. Prior to Rocket Internet’s successful IPO, HV contributed its stakes in HelloFresh and 6 other companies in exchange for a 2.5% stake in Rocket Internet.",consumer,exit,exit,"Berlin, Germany",Germany,Berlin,2011,2011,high
holidu.com,Holidu,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.holidu.com/,Holidu is a search engine for vacation rentals that allows you to find your perfect accommodation and book for the lowest price.,Holidu is a search engine for vacation rentals that allows you to find your perfect accommodation and book for the lowest price.,marketplace,growth,growth,"Bayern, Germany",Germany,Bayern,2022,2014,high
home24.de,home24,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.home24.de/,"home24 is the leading furniture retailer in Germany, Brazil and select international markets. It offers consumers a wide variety of products in the Home and Furniture segment, with a general emphasis on top class service quality.","home24 is the leading furniture retailer in Germany, Brazil and select international markets. It offers consumers a wide variety of products in the Home and Furniture segment, with a general emphasis on top class service quality.",consumer,exit,exit,"Berlin, Germany",Germany,Berlin,2009,2009,high
hyperganic.com,Hyperganic,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.hyperganic.com/,"Hyperganic has built the world’s most powerful solution for the generative design of physical objects. On the Hyperganic platform, algorithms design objects that are as complex, functional, elegant and sustainable as Nature.","Hyperganic has built the world’s most powerful solution for the generative design of physical objects. On the Hyperganic platform, algorithms design objects that are as complex, functional, elegant and sustainable as Nature.",frontierTech,early,early,Munich,,Munich,2021,2017,high
i2x.ai,i2x,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.i2x.ai/,"i2x is an automatic trainer to improve professional phone calls. It uses machine learning, best practices of communication experts and insights from past calls to provide tailored training to each individual. With i2x, calls are more professional and effective which results in increased conversion rates for sales professionals and increased customer satisfaction in service departments. i2x follows a human-centric approach and levels up conversation skills of independent users as well as teams.","i2x is an automatic trainer to improve professional phone calls. It uses machine learning, best practices of communication experts and insights from past calls to provide tailored training to each individual. With i2x, calls are more professional and effective which results in increased conversion rates for sales professionals and increased customer satisfaction in service departments. i2x follows a human-centric approach and levels up conversation skills of independent users as well as teams.",frontierTech,exit,exit,"Berlin, Germany",Germany,Berlin,2017,2017,high
igent.ai,iGent AI,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://igent.ai/,"iGent AI brings engineering intelligence to software development. Our platform, Maestro, enables individual developers to autonomously tackle complex engineering challenges that traditionally required entire teams - from system-wide architectural changes to comprehensive legacy modernization.","iGent AI brings engineering intelligence to software development. Our platform, Maestro, enables individual developers to autonomously tackle complex engineering challenges that traditionally required entire teams - from system-wide architectural changes to comprehensive legacy modernization.",frontierTech,seed,seed,"London, England",England,London,2024,2023,high
imagekind.com,Imagekind,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.imagekind.com/,"Imagekind.com is an online art site. Artists and photographers can sell their framed art, poster art and wall art on demand, while they choose how much mark-up is applied to each print. In 2008, Imagekind was acquired by CafePress, Inc.","Imagekind.com is an online art site. Artists and photographers can sell their framed art, poster art and wall art on demand, while they choose how much mark-up is applied to each print. In 2008, Imagekind was acquired by CafePress, Inc.",consumer,exit,exit,"Raleigh, USA",USA,Raleigh,2007,2006,high
immo.co.uk,IMMO,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.immo.co.uk/,IMMO is a fintech platform that allows investors to build bespoke residential real estate portfolios by sourcing properties directly from consumers and landlords.,IMMO is a fintech platform that allows investors to build bespoke residential real estate portfolios by sourcing properties directly from consumers and landlords.,fintech,exit,exit,"London, UK",UK,London,2017,2017,high
immowelt.de,Immowelt,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.immowelt.de/,"Immowelt runs an online property website with the largest selection of advertised property in Germany. In 2003, Immowelt was acquired by Markt Gruppe.","Immowelt runs an online property website with the largest selection of advertised property in Germany. In 2003, Immowelt was acquired by Markt Gruppe.",consumer,exit,exit,"Nuremberg, Germany",Germany,Nuremberg,2000,1999,high
impossiblecloud.com,Impossible Cloud,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.impossiblecloud.com/,"Impossible Cloud is building a new, distributed, virtual Cloud platform. Our first offering will be Cloud storage, later followed by Cloud compute and networking through our distributed network of nodes provided by various suppliers. Demand for Cloud services is increasing exponentially: here, you become part of the new global system driven by decentralized technologies disrupting the mainstream Cloud space.","Impossible Cloud is building a new, distributed, virtual Cloud platform. Our first offering will be Cloud storage, later followed by Cloud compute and networking through our distributed network of nodes provided by various suppliers. Demand for Cloud services is increasing exponentially: here, you become part of the new global system driven by decentralized technologies disrupting the mainstream Cloud space.",frontierTech,early,early,"Hamburg, Germany",Germany,Hamburg,2022,2021,high
informed.so,informed,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.informed.so/,"Informed is a platform that enables its users to discover and read the most important news stories from the best publishers, all in one subscription.","Informed is a platform that enables its users to discover and read the most important news stories from the best publishers, all in one subscription.",consumer,exit,exit,"San Francisco, USA",USA,San Francisco,2022,2020,high
inkitt.com,Inkitt,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.inkitt.com/,Inkitt is a digital publishing platform that uses a computer algorithm to predict book success based on reader behavior.,Inkitt is a digital publishing platform that uses a computer algorithm to predict book success based on reader behavior.,consumer,growth,growth,"Berlin, Germany",Germany,Berlin,2019,2014,high
innofact.de,Innofact,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.innofact.de/,"The Innofact AG is a full service market research institute that can successfully realise every market research project thanks to its many years of expertise in the field. Innofact makes use of all relevant survey methods in market research: online interviews over different own access panels, telephone interviews using their own telephone studio as well as face to face interviews of all kinds.","The Innofact AG is a full service market research institute that can successfully realise every market research project thanks to its many years of expertise in the field. Innofact makes use of all relevant survey methods in market research: online interviews over different own access panels, telephone interviews using their own telephone studio as well as face to face interviews of all kinds.",consumer,exit,exit,"Duesseldorf, Germany",Germany,Duesseldorf,2001,2000,high
instantcommerce.io,Instant Commerce,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://instantcommerce.io/,"A storefront builder for headless commerce that enables eCommerce brands to build superior online shopping experiences, fast and easy, with best-in-class technology.","A storefront builder for headless commerce that enables eCommerce brands to build superior online shopping experiences, fast and easy, with best-in-class technology.",enterprise,seed,seed,"Amsterdam, Netherlands",Netherlands,Amsterdam,2022,2022,high
internations.org,InterNations,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.internations.org/,"InterNations is the largest global network and information site for people who live and work abroad. InterNations offers global and local networking both online and face-to-face: At thousands of monthly events and activities, expatriates have the opportunity to meet with other global minds. Online services include country and city guides created by a team of professional writers as well as guest contributions about life abroad. In 2017, InterNations was acquired by XING.","InterNations is the largest global network and information site for people who live and work abroad. InterNations offers global and local networking both online and face-to-face: At thousands of monthly events and activities, expatriates have the opportunity to meet with other global minds. Online services include country and city guides created by a team of professional writers as well as guest contributions about life abroad. In 2017, InterNations was acquired by XING.",consumer,exit,exit,"Munich, Germany",Germany,Munich,2007,2007,high
ioniq.com,HitFox Group,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://ioniq.com,"The HitFox Group, now better known as Ioniq Group, is a vertical company builder focused on building synergetic businesses in the fields of game distribution and user acquisition, such as ad2games, one of Europe’s largest performance marketing networks, HitFox AppLift and HitFox Game Finder, two rapidly growing companies focussing on the fast growing mobile games market. With its name, Ioniq Group has changed its focus significantly in recent years. It started in the gaming sector and now focuses on industry platforms such as fintech and digital health.","The HitFox Group, now better known as Ioniq Group, is a vertical company builder focused on building synergetic businesses in the fields of game distribution and user acquisition, such as ad2games, one of Europe’s largest performance marketing networks, HitFox AppLift and HitFox Game Finder, two rapidly growing companies focussing on the fast growing mobile games market. With its name, Ioniq Group has changed its focus significantly in recent years. It started in the gaming sector and now focuses on industry platforms such as fintech and digital health.",enterprise,exit,exit,"Berlin, Germany",Germany,Berlin,2011,2011,high
isaraerospace.com,Isar Aerospace,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.isaraerospace.com,"Isar Aerospace develops satellite launch vehicles out of Munich with the aim of providing low-cost, reliable and flexible small satellite launch services in Europe. Utilizing advanced manufacturing methods and environmentally friendly propellants, the company is at the forefront of rocket engineering research to build the logistics backbone of the new space age.","Isar Aerospace develops satellite launch vehicles out of Munich with the aim of providing low-cost, reliable and flexible small satellite launch services in Europe. Utilizing advanced manufacturing methods and environmentally friendly propellants, the company is at the forefront of rocket engineering research to build the logistics backbone of the new space age.",frontierTech,growth,growth,"Munich, Germany",Germany,Munich,2020,2018,high
jabong.com,Jabong,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.jabong.com/,"As one of the leading online shops for shoes and fashion in India, Jabong offers a wide choice of international and regional brands. Jabong has unrivaled logistics and distribution capabilities, delivering a great customer experience. Prior to Rocket Internet’s successful IPO, HV contributed its stakes in Jabong and 6 other companies in exchange for a 2.5% stake in Rocket Internet. In 2016, Jabong was acquired by Myntra, a Flipkart Group company.","As one of the leading online shops for shoes and fashion in India, Jabong offers a wide choice of international and regional brands. Jabong has unrivaled logistics and distribution capabilities, delivering a great customer experience. Prior to Rocket Internet’s successful IPO, HV contributed its stakes in Jabong and 6 other companies in exchange for a 2.5% stake in Rocket Internet. In 2016, Jabong was acquired by Myntra, a Flipkart Group company.",consumer,exit,exit,"Gurgaon, India",India,Gurgaon,2012,2012,high
jetlore.com,Jetlore,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.jetlore.com/,"Solving Product Discovery for E-Commerce, Jetlore serves algorithmically curated product collections that dynamically adapt to a user’s behavior and iteratively discover their interests. Jetlore delivers product discovery for IR 500 retailers on three continents. In 2018, Jetlore was acquired by Paypal (NASDAQ: PYPL).","Solving Product Discovery for E-Commerce, Jetlore serves algorithmically curated product collections that dynamically adapt to a user’s behavior and iteratively discover their interests. Jetlore delivers product discovery for IR 500 retailers on three continents. In 2018, Jetlore was acquired by Paypal (NASDAQ: PYPL).",enterprise,exit,exit,"Sunnyvale, USA",USA,Sunnyvale,2013,2011,high
jobline.de,Jobline.de,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.jobline.de/,"Jobline Germany was founded in 1999 by its Swedish parent company and Holtzbrinck Ventures as a joint venture for Germany. Jobline quickly became one of Germany’s leading career and job market portals. At the same time, Holtzbrinck invested in the Swedish parent company with a pre-IPO minority investment. Following its IPO in 2001, Jobline was acquired by Monster.com.","Jobline Germany was founded in 1999 by its Swedish parent company and Holtzbrinck Ventures as a joint venture for Germany. Jobline quickly became one of Germany’s leading career and job market portals. At the same time, Holtzbrinck invested in the Swedish parent company with a pre-IPO minority investment. Following its IPO in 2001, Jobline was acquired by Monster.com.",consumer,exit,exit,"Hamburg, Germany",Germany,Hamburg,1999,1999,high
jobvalley.com,Jobvalley,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://jobvalley.com/en-de/,"Jobvalley is an innovative company that places students in temporary positions of employment. The company provides employees and employers a wide spectrum of advantages such as comprehensive consulting services, professional recruitment and an above-average placement rate. More than that, the company’s jobs market platform, Jobmensa, provides students seeking employment with listings of internships, part-time jobs and holiday jobs. The vacancies page, Career Entry, provides for the placement of young graduates and young professionals in the post-graduate job market.","Jobvalley is an innovative company that places students in temporary positions of employment. The company provides employees and employers a wide spectrum of advantages such as comprehensive consulting services, professional recruitment and an above-average placement rate. More than that, the company’s jobs market platform, Jobmensa, provides students seeking employment with listings of internships, part-time jobs and holiday jobs. The vacancies page, Career Entry, provides for the placement of young graduates and young professionals in the post-graduate job market.",enterprise,exit,exit,"Cologne, Germany",Germany,Cologne,2008,2008,high
joinfleek.com,Fleek,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.joinfleek.com/de/home?srsltid=AfmBOopoYQeIUxKfC4sNpuBV6rmvD4HQ5KHOPnQsuwewwVeBPgVt8SFY,A marketplace for wholesale second-hand fashion - connecting retailers with vintage wholesalers around the world.,A marketplace for wholesale second-hand fashion - connecting retailers with vintage wholesalers around the world.,marketplace,early,early,"San Francisco, USA",USA,San Francisco,2024,2021,high
jokr.it,Jokr,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.jokr.it/,"JOKR is an instant, last-mile retail delivery company that aims to provide its users with brands and products within convenience and food within a 15min timeframe through its local dark stores. Its is changing the future of retail by delivering a smarter, faster, and more enjoyable shopping experience to its users while minimizing waste and supporting small local businesses in every neighborhood.","JOKR is an instant, last-mile retail delivery company that aims to provide its users with brands and products within convenience and food within a 15min timeframe through its local dark stores. Its is changing the future of retail by delivering a smarter, faster, and more enjoyable shopping experience to its users while minimizing waste and supporting small local businesses in every neighborhood.",consumer,early,early,"Berlin, Germany",Germany,Berlin,2021,2021,high
kennek.io,Kennek,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://kennek.io,paragraph,paragraph,fintech,early,early,"London, UK",UK,London,2023,2021,high
kipu-quantum.com,Kipu Quantum,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://kipu-quantum.com,paragraph,paragraph,frontierTech,early,early,"Karlsruhe, Germany",Germany,Karlsruhe,2023,2021,high
kissnofrog.com,KissNoFrog,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.kissnofrog.com/,"KissNoFrog founded the first speed dating portal in Germany, where the users are able to socialize and get to know each other via video and voice chats. Primarily it’s about the fun to get in touch with at first unknown people via web cam and microphone and chat about a certain topic and so to socialize in an entertaining and easy way.","KissNoFrog founded the first speed dating portal in Germany, where the users are able to socialize and get to know each other via video and voice chats. Primarily it’s about the fun to get in touch with at first unknown people via web cam and microphone and chat about a certain topic and so to socialize in an entertaining and easy way.",consumer,exit,exit,"Hamburg, Germany",Germany,Hamburg,2008,2007,high
kliknpay.com,Paymill,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.kliknpay.com,Paymill’s developer friendly REST API let retailers accept credit and debit card payments directly on their websites and mobile applications. Paymill was acquired by Klik & Pay in 2016.,Paymill’s developer friendly REST API let retailers accept credit and debit card payments directly on their websites and mobile applications. Paymill was acquired by Klik & Pay in 2016.,fintech,exit,exit,"Munich, Germany",Germany,Munich,2012,2012,high
klima.com,Klima,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.klima.com/,"Klima is a nextgen climate app that empowers everyone to take effective, immediate climate action. Klima makes it easy to calculate your footprint and understand the climate impact of your lifestyle. You can then support science-backed projects that remove or prevent the same emissions elsewhere.","Klima is a nextgen climate app that empowers everyone to take effective, immediate climate action. Klima makes it easy to calculate your footprint and understand the climate impact of your lifestyle. You can then support science-backed projects that remove or prevent the same emissions elsewhere.",climate,seed,seed,"Berlin, Germany",Germany,Berlin,2019,2019,high
korodrogerie.de,Koro,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.korodrogerie.de/ueber-uns,KoRo is a fast-growing D2C FoodTech startup and one of the leading brands for healthy & long-lasting food.,KoRo is a fast-growing D2C FoodTech startup and one of the leading brands for healthy & long-lasting food.,consumer,growth,growth,"Berlin, Germany",Germany,Berlin,2022,2014,high
kuechenquelle.de,Kiveda,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.kuechenquelle.de,"Kiveda re-invents the way of shopping kitchens – easy, fast and comfortable. In Germany’s first online shop for kitchens, Kiveda’s customers configure their kitchen online and order it direct from the manufacturer. Offering a first class service and high level of transparency, Kiveda ensures that its customers receive their kitchen according to their requirements fast and easy and at an optimal price-performance-ratio. Through close cooperation with leading logistics and assembly partners Kiveda provides the ideal delivery service. Customers chose whether they want the kitchen to be delivered and installed or just delivered. In December 2014, Kiveda joined forces with Küchen Quelle.","Kiveda re-invents the way of shopping kitchens – easy, fast and comfortable. In Germany’s first online shop for kitchens, Kiveda’s customers configure their kitchen online and order it direct from the manufacturer. Offering a first class service and high level of transparency, Kiveda ensures that its customers receive their kitchen according to their requirements fast and easy and at an optimal price-performance-ratio. Through close cooperation with leading logistics and assembly partners Kiveda provides the ideal delivery service. Customers chose whether they want the kitchen to be delivered and installed or just delivered. In December 2014, Kiveda joined forces with Küchen Quelle.",consumer,exit,exit,"Berlin, Germany",Germany,Berlin,2012,2012,high
kyte.com,kyte,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.kyte.com,"With kyte, everybody can create their own live TV shows and broadcast them on interactive channels. Users can share their kyte channels with friends and collaborate with them so that they can also be a part of the shows, by adding own content, by voting and by chatting live with other viewers. With kyte, users can share their experiences live with the world and be the star, director and producer of their own live TV channels, wherever they are and however they want. The company was acquired by Kit Digital in 2011.","With kyte, everybody can create their own live TV shows and broadcast them on interactive channels. Users can share their kyte channels with friends and collaborate with them so that they can also be a part of the shows, by adding own content, by voting and by chatting live with other viewers. With kyte, users can share their experiences live with the world and be the star, director and producer of their own live TV channels, wherever they are and however they want. The company was acquired by Kit Digital in 2011.",consumer,exit,exit,"SanFrancisco, USA",USA,SanFrancisco,2007,2006,high
lamoda.ru,lamoda.ru,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.lamoda.ru/,"Lamoda.ru is the leading Russian online shop for fashion and shoes. The shop offers a wide variety of international leading brand and designer fashion and shoes as well as accessories. Shipment and return of goods is free. Due to its special focus on customer satisfaction, lamoda.ru has entered strategic alliances with leading parcel services and set up own delivery fleets, in order to guarantee fast delivery all over Russia. Prior to Rocket Internet’s successful IPO, HV contributed its stakes in lamoda.ru and 6 other companies in exchange for a 2.5% stake in Rocket Internet.","Lamoda.ru is the leading Russian online shop for fashion and shoes. The shop offers a wide variety of international leading brand and designer fashion and shoes as well as accessories. Shipment and return of goods is free. Due to its special focus on customer satisfaction, lamoda.ru has entered strategic alliances with leading parcel services and set up own delivery fleets, in order to guarantee fast delivery all over Russia. Prior to Rocket Internet’s successful IPO, HV contributed its stakes in lamoda.ru and 6 other companies in exchange for a 2.5% stake in Rocket Internet.",consumer,exit,exit,"Moscow, Russia",Russia,Moscow,2011,2011,high
