domain,name,source,icp_tier,icp_score,signal_score,signal_trust,signals,tags,batch,team_size,location,one_liner,description,company_url,source_url
latticeflow.ai,LatticeFlow,b2venture,ICP 2,9,3,high,docs,AI & Machine Learning|SaaS,2021,,Switzerland,"LatticeFlow's mission is to change the way the next generation of AI systems are built. If we are to use AI in our businesses, at doctor’s offices, on our roads, or in our homes, we need to build AI systems that companies and users can trust.","LatticeFlow's mission is to change the way the next generation of AI systems are built. If we are to use AI in our businesses, at doctor’s offices, on our roads, or in our homes, we need to build AI systems that companies and users can trust.",https://latticeflow.ai/,https://www.b2venture.vc/portfolio
mymoria.de,mymoria,b2venture,ICP 2,9,3,high,api,Consumer,2018,,Germany,mymoria is a digital platform for funeral planning. They digitize the organization of funerals. Together they have set themselves the goal of changing the way we deal with death.,mymoria is a digital platform for funeral planning. They digitize the organization of funerals. Together they have set themselves the goal of changing the way we deal with death.,https://www.mymoria.de/,https://www.b2venture.vc/portfolio
receeve.com,receeve,speedinvest,ICP 2,9,3,high,api,Exits,2020,,Germany,Fully digital debt-servicing platform for the entire collection lifecycle.,"Receeve is turning the current way of collecting debt upside down, by using AI to provide personalized collections and replace the outdated process of lenders using phone calls or letters to reach indebted clients. ‍ With Receeve, firms can communicate with their customers digitally, on any device, and customers have the option of self-service to manage their issues. The platform covers the entire collections lifecycle from managing receivables to servicing NPL portfolios.",https://receeve.com/,https://www.speedinvest.com/portfolio/
roadsurfer.com,Roadsurfer,hv_capital,ICP 2,9,3,high,api,consumer,growth,,"Munich, Germany","Roadsurfer is building the world's largest platform for outdoor travel. Today, Roadsurfer is a vertically integrated camper rental provider renting out their vehicles in stations across Europe in combination with their camperspots marketplace where they offer unique investory previously inaccessible to travellers.","Roadsurfer is building the world's largest platform for outdoor travel. Today, Roadsurfer is a vertically integrated camper rental provider renting out their vehicles in stations across Europe in combination with their camperspots marketplace where they offer unique investory previously inaccessible to travellers.",https://roadsurfer.com/de/,https://www.hvcapital.com/companies
simplyblock.io,simplyblock,antler,ICP 2,9,3,high,docs,B2B Software,2023,,Germany,Modern Data Center Storage Infrastructure for the AI era.,Modern Data Center Storage Infrastructure for the AI era.,https://simplyblock.io,https://www.antler.co/portfolio
threedy.io,Threedy,b2venture,ICP 2,9,3,high,docs,BI & Analytics,2020,,Germany,"Threedy is a spin-off from Fraunhofer Institute for Computer Graphics Research IGD. Building on 25 years of research at Fraunhofer IGD, Threedy’s visual computing pioneers are leading the development of their platform technology instant3Dhub in Darmstadt, Germany. Their goal is to ease the utilization of industrial 3D data for everyone. Their customers are relying on Threedy's technology to gain the most value out of their 3D data.","Threedy is a spin-off from Fraunhofer Institute for Computer Graphics Research IGD. Building on 25 years of research at Fraunhofer IGD, Threedy’s visual computing pioneers are leading the development of their platform technology instant3Dhub in Darmstadt, Germany. Their goal is to ease the utilization of industrial 3D data for everyone. Their customers are relying on Threedy's technology to gain the most value out of their 3D data.",https://www.threedy.io/,https://www.b2venture.vc/portfolio
volocopter.com,Volocopter,b2venture,ICP 2,9,3,high,developer,Mobility,2017,,Germany,"Volocopter is building the world’s first sustainable and scalable urban air mobility business to bring affordable air taxi services to megacities worldwide. With the VoloCity, the company is developing the first fully electric “eVTOL” aircraft in certification to safely and quietly transport passengers within cities. Volocopter leads and cooperates with partners in infrastructure, operations, and air traffic management to build the ecosystem necessary to ‘Bring Urban Air Mobility to Life’.","Volocopter is building the world’s first sustainable and scalable urban air mobility business to bring affordable air taxi services to megacities worldwide. With the VoloCity, the company is developing the first fully electric “eVTOL” aircraft in certification to safely and quietly transport passengers within cities. Volocopter leads and cooperates with partners in infrastructure, operations, and air traffic management to build the ecosystem necessary to ‘Bring Urban Air Mobility to Life’.",https://www.volocopter.com/,https://www.b2venture.vc/portfolio
wine-in-black.de,Wine in Black,b2venture,ICP 2,9,3,high,api,Consumer|Trade Sale,2016,,Germany,"Wine in Black is the discovery platform for premium wine. Every day the team presents a new exciting wine, with which you can enjoy your personal wine moments. Wine in Black was acquired by the Swedish Viva Group in 2019.","Wine in Black is the discovery platform for premium wine. Every day the team presents a new exciting wine, with which you can enjoy your personal wine moments. Wine in Black was acquired by the Swedish Viva Group in 2019.",https://www.wine-in-black.de/,https://www.b2venture.vc/portfolio
zenmate.com,ZenMate,hv_capital,ICP 2,9,3,high,auth,consumer,exit,,"Berlin, Germany","ZenMate is a free platform and device agnostic internet security solution that acts in a similar way to a VPN connection. ZenMate encrypts your browser traffic, hides your real location, unblocks geo-restrictions, provides Wifi and hacker security and protects user privacy. It is now available for Google Chrome, Firefox, Opera, iOS and Android, with other products planned for the future. It is trusted by millions of users worldwide, and won the Europas Award for Best Security/Privacy Startup of 2014. In 2018, Zenmate was acquired by Kape Technologies.","ZenMate is a free platform and device agnostic internet security solution that acts in a similar way to a VPN connection. ZenMate encrypts your browser traffic, hides your real location, unblocks geo-restrictions, provides Wifi and hacker security and protects user privacy. It is now available for Google Chrome, Firefox, Opera, iOS and Android, with other products planned for the future. It is trusted by millions of users worldwide, and won the Europas Award for Best Security/Privacy Startup of 2014. In 2018, Zenmate was acquired by Kape Technologies.",http://www.zenmate.com/,https://www.hvcapital.com/companies
atlassian.com,Wikidocs,speedinvest,ICP 2,8,16,high,api|docs|developer|developers|auth|status,Exits,2012,,Austria,"Turning web pages into live, editable “docs” services in minutes.","Wikidocs (acquired by Atlassian) was a real-time collaboration framework that turns any web page into a live, editable ‘docs’ service in minutes with the ability to build content, create, edit, and share – all at once. The solution saved users the hours of wait and back and forth communication waiting to receive the latest version with changes. ‍ Wikidocs offered this service through an API and a few lines of Javascript to be added to client websites.",https://www.atlassian.com/,https://www.speedinvest.com/portfolio/
gitbook.com,GitBook,point_nine,ICP 2,8,15,high,api|docs|developer|developers|app|status,Dev Tools & Infra,Seed,,"Lyon, France","Founded in 2014 in Lyon, GitBook is a leading platform for technical documentation and knowledge bases. With Markdown-first editing, Git integrations, and built-in AI tools, it helps teams share and maintain accurate, discoverable documentation at scale.","Founded in 2014 in Lyon, GitBook is a leading platform for technical documentation and knowledge bases. With Markdown-first editing, Git integrations, and built-in AI tools, it helps teams share and maintain accurate, discoverable documentation at scale.",https://www.gitbook.com/,https://www.pointnine.com/companies
sumup.com,SumUp,b2venture,ICP 1,8,15,high,api|docs|developer|auth|dashboard|status,FinTech,2012,,UK,"SumUp is a leading global financial technology company, providing merchants and small businesses with a free business account and card, an online store, and an invoicing solution – as well as in-person and remote payments seamlessly integrated with SumUp’s card terminals and point-of-sale registers.","SumUp is a leading global financial technology company, providing merchants and small businesses with a free business account and card, an online store, and an invoicing solution – as well as in-person and remote payments seamlessly integrated with SumUp’s card terminals and point-of-sale registers.",https://www.sumup.com/en-us/,https://www.b2venture.vc/portfolio
linkedin.com,Clubfolio,antler,ICP 1,8,14,high,api|developer|developers|platform|app,FinTech,2021,,India,Social investing for millennials and Gen-Z. (Winding Down),Social investing for millennials and Gen-Z. (Winding Down),https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fclubfolio%2Ecom%2F&amp;urlhash=yvbK&amp;trk=about_website,https://www.antler.co/portfolio
bitpanda.com,Bitpanda,speedinvest,ICP 2,8,12,high,api|developer|developers|app|status,Growth,2020,,Austria,"Europe’s leading platform for investing in crypto, stocks, ETFs and precious metals.","Bitpanda is fully regulated and licensed investment platform, enabling both retail and institutional users to trade a wide variety of assets, including cryptocurrencies, fractionalized stocks, Exchange-Traded Funds (ETFs), and precious metals. ‍ Bitpanda Technology Solutions (BTS) offers a modular, white-label API infrastructure, allowing established banks and other FinTechs to rapidly integrate compliant digital asset trading and custody services into their own customer applications.",https://www.bitpanda.com,https://www.speedinvest.com/portfolio/
mews.com,Mews,speedinvest,ICP 2,8,12,high,api|docs|developers|app|status,AI & Infra,2025,,Netherlands,The hospitality management platform powering modern hotels.,"Mews is a property management system designed to streamline and automate hotel operations. By integrating reservations, front desk, payments, guest experience, and back-office workflows into a single platform, Mews enables hospitality operators to increase efficiency, unlock new revenue streams, and deliver a seamless guest journey. Trusted by thousands of properties worldwide, Mews is redefining how hospitality businesses operate. In 2025, Mews joined our portfolio following its acquisition of Flexkeeping.",https://www.mews.com/en,https://www.speedinvest.com/portfolio/
wayflyer.com,Wayflyer,speedinvest,ICP 2,8,12,high,api|docs|auth|app|status,Growth,2020,,Ireland,Revenue-based financing for e-commerce brands.,"The dedicated growth engine for ambitious e-commerce and Direct-to-Consumer (DTC) brands globally. Wayflyer pioneered revenue-based financing (RBF), a fast, flexible alternative to traditional loans or equity sales. Fund and optimzing growth, the platform provides proprietary analytics and benchmarking tools that give brands critical insights into cash flow and ad spend performance, ensuring every dollar is invested where it will generate the maximum return, turning working capital into a true competitive advantage. ‍",https://www.wayflyer.com/,https://www.speedinvest.com/portfolio/
chattermill.com,Chattermill,b2venture,ICP 2,8,11,high,api|docs|auth|app,SaaS|AI & Machine Learning,2019,,UK,Chattermill applies artificial neural networks to customer feedback that learn from your data and help you make more customer centric decisions. Chattermill help brands redefine customer experience.,Chattermill applies artificial neural networks to customer feedback that learn from your data and help you make more customer centric decisions. Chattermill help brands redefine customer experience.,https://chattermill.com/,https://www.b2venture.vc/portfolio
goodays.co,Goodays,point_nine,ICP 2,8,11,high,api|developers|auth|app,Enterprise|CRM,Seed,,"Paris, France","Goodays (formerly Critizr) is a European customer experience management platform that helps retailers and service brands capture feedback, empower local teams to act, and improve loyalty and NPS at scale. Founded in 2012, it supports leading multi‑location brands across Europe.","Goodays (formerly Critizr) is a European customer experience management platform that helps retailers and service brands capture feedback, empower local teams to act, and improve loyalty and NPS at scale. Founded in 2012, it supports leading multi‑location brands across Europe.",https://goodays.co/,https://www.pointnine.com/companies
hadrian.io,Hadrian,hv_capital,ICP 2,8,11,high,api|docs|auth|app,frontierTech,early,,"Amsterdam, Netherlands","Hadrian, founded in 2021, is a hacker-led cybersecurity startup that offers an event-based, offensive security platform in a SaaS model.","Hadrian, founded in 2021, is a hacker-led cybersecurity startup that offers an event-based, offensive security platform in a SaaS model.",https://hadrian.io,https://www.hvcapital.com/companies
openiap.io,OpenIAP,antler,ICP 2,8,11,high,docs|auth|app|dashboard|status,B2B Software,2024,,Denmark,A Scalable and Secure Automation Platform,A Scalable and Secure Automation Platform,https://openiap.io,https://www.antler.co/portfolio
avo.so,avo,antler,ICP 1,8,9,high,api|docs|app|status,FinTech,2024,,Canada,Intelligent systems for crypto trading.,Intelligent systems for crypto trading.,https://www.avo.so/,https://www.antler.co/portfolio
bitmovin.com,Bitmovin,speedinvest,ICP 2,8,9,high,api|developer|dashboard|status,AI & Infra,2014,,Austria,Providing the video streaming infrastructure used by global media companies.,"Bitmovin provides transcoding and media streaming solutions for developers and businesses. The company has developed the market's fastest API driven cloud-based video encoding service and an HTML5 Player that allows adaptive content to be played on any device, in any browser without buffering. Their API based products help developers around the world solve video problems with cloud-native software that runs anywhere. ‍ Since its founding in 2013, this Y Combinator alumni startup has created a portfolio of solutions for video streaming services that are used by companies like Periscope, RedBull Media House, The New York Times, and more for their adaptive video streaming and embedded video needs.",http://www.bitmovin.com/,https://www.speedinvest.com/portfolio/
estateguru.co,EstateGuru,speedinvest,ICP 2,8,9,high,docs|auth|app|status,Fintech & DeFi,2018,,Estonia,Cross-border platform for short-term property loans.,"Through a technology-enabled platform, EstateGuru connects borrowers and lenders and enables fast, transparent and cost-effective funding solutions.",https://www.estateguru.co/,https://www.speedinvest.com/portfolio/
getrollee.com,Rollee,speedinvest,ICP 2,8,9,high,api|developers|dashboard|status,Fintech & DeFi,2022,,France,Helping financial institutions to make fairer decisions by using the power of employment data.,"Rollee is a platform for employment data used by clients across various industries, from fleet management to lending, who are committed to making the fairest decisions with a data-driven approach. ‍ They can access through their customers' permission their income, activity, and other employment data points that will help to make more inclusive decisions.",https://www.getrollee.com/,https://www.speedinvest.com/portfolio/
holvi.com,Holvi,speedinvest,ICP 2,8,9,high,api|developer|app|status,Fintech & DeFi,2014,,Finland,"Digital banking for entrepreneurs, sole traders, and business owners.","Holvi (acquired by BBVA) is a digital banking solution and payment institution for European entrepreneurs, sole traders and business owners. With Holvi, SME’s can sell products online, send invoices, and track cashflow in real time. The platform offers a current account with its own IBAN number designed to help customers manage all their finances on one platform. Holvi is the world’s first financial hub operating with its own Payment Institution Licence authorised for operations across Europe by the Financial Supervisory Authority of Finland (FIN-FSA). ‍ Founded in Helsinki, Finland in 2011, the company was acquired in 2016 by BBVA. ‍",https://www.holvi.com/,https://www.speedinvest.com/portfolio/
infakt.pl,inFakt,point_nine,ICP 2,8,9,high,api|docs|app|status,SMB SaaS,Seed,,"Kraków, Poland","Founded in 2008, inFakt is a leading Polish accounting-technology platform that combines a modern invoicing and bookkeeping app with access to certified accountants. It helps freelancers and small businesses manage taxes, payroll, and compliance via web and mobile. In 2020, inFakt was acquired by Visma.","Founded in 2008, inFakt is a leading Polish accounting-technology platform that combines a modern invoicing and bookkeeping app with access to certified accountants. It helps freelancers and small businesses manage taxes, payroll, and compliance via web and mobile. In 2020, inFakt was acquired by Visma.",https://www.infakt.pl/,https://www.pointnine.com/companies
navan.com,Navan,b2venture,ICP 2,8,9,high,api|auth|app|status,SaaS|IPO,2022,,USA,"Navan provides travel, expense, and corporate card management to automate manual processes and drive spend visibility.","Navan provides travel, expense, and corporate card management to automate manual processes and drive spend visibility.",https://navan.com,https://www.b2venture.vc/portfolio
qashier.com,Qashier,antler,ICP 1,8,9,high,api|docs|auth,FinTech,2019,,Singapore,Smart point-of-sale solutions for small merchants,Smart point-of-sale solutions for small merchants,https://qashier.com/,https://www.antler.co/portfolio
ultimate.ai,ultimate.ai,hv_capital,ICP 2,8,9,high,api|developer|dashboard|status,frontierTech,exit,,"Helsinki, Finland","ultimate.ai's platform gives customer service agents the AI-tools they need to provide faster, smarter responses.Their suggestion engine and AI learns from historical chat data and provides reply suggestions for customer service agents in real-time. Ultimately, as their AI learns from agent behaviours and moves towards full automation (Automation Engine) of written customer service.","ultimate.ai's platform gives customer service agents the AI-tools they need to provide faster, smarter responses.Their suggestion engine and AI learns from historical chat data and provides reply suggestions for customer service agents in real-time. Ultimately, as their AI learns from agent behaviours and moves towards full automation (Automation Engine) of written customer service.",https://www.ultimate.ai/,https://www.hvcapital.com/companies
cityweft.com,Cityweft,antler,ICP 2,8,8,high,api|platform|app,Real Estate and PropTech,2024,,Denmark,Single platform for accessing and managing 3D city models and urban data for the AEC industry,Single platform for accessing and managing 3D city models and urban data for the AEC industry,https://www.cityweft.com/,https://www.antler.co/portfolio
intriq.ai,Intriq,antler,ICP 1,8,8,high,api|platform|app,FinTech,2023,,UK,Intriq – Transforming businesses with the power of AI through the use of private equity playbook strategies,Intriq – Transforming businesses with the power of AI through the use of private equity playbook strategies,https://intriq.ai/,https://www.antler.co/portfolio
letta.no,Letta,antler,ICP 1,8,8,high,api|auth|app,FinTech,2024,,Norway,Digital broker for SMBs,Digital broker for SMBs,https://www.letta.no/,https://www.antler.co/portfolio
paywithsoap.com,Soap Payments,antler,ICP 1,8,8,high,api|docs|dashboard,FinTech,2024,,US,"Seamless payments, instant verification, zero fraud — for real-money gaming.","Seamless payments, instant verification, zero fraud — for real-money gaming.",https://www.paywithsoap.com/,https://www.antler.co/portfolio
riverse.io,Rainbow,speedinvest,ICP 2,8,8,high,docs|auth|app,Climate Tech & Industrial Tech,2023,,France,"Issuing high-quality, verifiable carbon credits from industrial GreenTech SMEs in Europe.","Rainbow (formerly Riverse) has developed a carbon credit standard and a digital Measurement, Reporting and Verification (MRV) platform, enabling industrial GreenTech SMEs in Europe to issue carbon credits to earn money. The solution makes it possible to issue carbon credits 20 times faster and at a cost 3 times lower than current market standards. ‍ Founded in France in 2021, Rainbow aims to bring transparency and unlock high-quality supply on the carbon markets, in order to accelerate the financing of high-impact decarbonisation technologies in Europe.",https://www.riverse.io/,https://www.speedinvest.com/portfolio/
stayliquid.co,Stay Liquid,antler,ICP 1,8,8,high,api|docs|app,FinTech,2024,,UK,Enabling companies to earn higher returns on stablecoins with our AI risk engine,Enabling companies to earn higher returns on stablecoins with our AI risk engine,https://stayliquid.co/,https://www.antler.co/portfolio
vocca.ai,Vocca AI,speedinvest,ICP 2,8,8,high,api|docs|app,Health & Bio,2025,,France,Automating patient calls for healthcare providers with AI-powered assistants.,"Vocca’s AI receptionist answers, books, and handles patient calls 24/7, eliminating hold times and freeing up staff for in-person care. The platform automates appointment scheduling, reminders, and patient queries, resolving over 80% of requests—directly in medical software or CRM. With the ability to manage 100+ simultaneous calls, securely log every conversation, and engage patients seamlessly across phone, SMS, and WhatsApp, Vocca addresses high call volumes, appointment no-shows, and staff overload. The result is faster service, happier patients, and clinics that run more efficiently and cost-effectively.",https://vocca.ai/,https://www.speedinvest.com/portfolio/
diesta.co.uk,Diesta,antler,ICP 1,8,7,high,api|auth|status,FinTech,2022,,UK,Diesta is a next generation reconciliation engine for the insurance industry.,Diesta is a next generation reconciliation engine for the insurance industry.,https://diesta.co.uk/,https://www.antler.co/portfolio
mention.com,Mention,point_nine,ICP 2,8,7,high,api|auth|status,SMB SaaS,Seed,,"Paris, France","Mention is a social listening and media monitoring platform that tracks brand, competitor, and industry mentions across social, news, blogs, and the web, with alerts, sentiment, and analytics for PR and marketing teams. Founded in 2012 in Paris, it was acquired by Mynewsdesk in 2018.","Mention is a social listening and media monitoring platform that tracks brand, competitor, and industry mentions across social, news, blogs, and the web, with alerts, sentiment, and analytics for PR and marketing teams. Founded in 2012 in Paris, it was acquired by Mynewsdesk in 2018.",http://mention.com/,https://www.pointnine.com/companies
pricehubble.com,PriceHubble,b2venture,ICP 2,8,7,high,api|docs|status,PropTech & Construction|BI & Analytics|SaaS,2017,,Swittzerland,"PriceHubble was founded to bring transparency into real estate markets globally. They provide insights & solutions to their clients, allowing them to take smarter real estate decisions and enabling them to boost critical performance metrics in their business (e.g. client conversion, retention or rental yield).","PriceHubble was founded to bring transparency into real estate markets globally. They provide insights & solutions to their clients, allowing them to take smarter real estate decisions and enabling them to boost critical performance metrics in their business (e.g. client conversion, retention or rental yield).",https://www.pricehubble.com/de/,https://www.b2venture.vc/portfolio
two.inc,Two,antler,ICP 1,8,7,high,api|docs|status,FinTech,2021,,Norway,BNPL for B2B,BNPL for B2B,https://two.inc,https://www.antler.co/portfolio
10pourcent.fr,10 Percent,speedinvest,ICP 2,8,6,high,api|docs,Marketplaces & Consumer,2025,,France,"Building the infrastructure that lets FMCG brands own loyalty, data, and customer relationships, not the retailers.","The app gives consumers 10% cashback on their favorite brands, no matter where they shop. Behind the scenes, 10% powers a data-rich, brand-centric loyalty engine that helps FMCGs activate their audiences, predict churn and trends, innovate with real insights, and retake control. Brands even secure exclusive access to their category, locking out competitors for months. 10% is creating the default operating system for brand loyalty and consumer data.",https://www.10pourcent.fr/,https://www.speedinvest.com/portfolio/
archlet.io,Archlet,hv_capital,ICP 2,8,6,high,api|app|status,enterprise,early,,"Zurich, Switzerland","Archlet is the AI-native eSourcing & eAuctions platform that makes procurement fast, transparent, and enjoyable. We help teams move beyond spreadsheets and outdated tools by automating manual work, centralizing data, and surfacing insights where they matter most. With built-in supplier management, approval workflows, and seamless integrations, Archlet is the one tool for all sourcing needs across direct and indirect categories, simple or complex. Procurement teams at companies like PepsiCo, Walmart, Bosch, and FedEx automate RFPs, run events faster, negotiate smarter, and build stronger supplier relationships. The result is more savings, more impact, and a sourcing experience people actually enjoy. This isn’t just better software. It’s a better way to source.","Archlet is the AI-native eSourcing & eAuctions platform that makes procurement fast, transparent, and enjoyable. We help teams move beyond spreadsheets and outdated tools by automating manual work, centralizing data, and surfacing insights where they matter most. With built-in supplier management, approval workflows, and seamless integrations, Archlet is the one tool for all sourcing needs across direct and indirect categories, simple or complex. Procurement teams at companies like PepsiCo, Walmart, Bosch, and FedEx automate RFPs, run events faster, negotiate smarter, and build stronger supplier relationships. The result is more savings, more impact, and a sourcing experience people actually enjoy. This isn’t just better software. It’s a better way to source.",https://archlet.io/about,https://www.hvcapital.com/companies
cegid.com,Koalaboox,speedinvest,ICP 2,8,6,high,api|developers,Exits,2019,,Belgium,"Financing solution for SMEs, integrated into an easy-to-use e-invoicing software.","Koalaboox's (acquired by Cegid in 2020) e-invoicing Software as a Service helps SMEs simplify their daily invoicing and accounting processes through tracking of revenues, expenses and payments - offering a one-click invoice financing solution built into the platform, allowing clients to fund invoices and solve their working capital needs.",https://www.cegid.com/be/fr/,https://www.speedinvest.com/portfolio/
dodopayments.com,Dodo Payments,antler,ICP 1,8,6,high,docs|app|status,FinTech,2024,,India,A cross border payments orchestrator layer with a Merchant of Record service to provide local payment options to their customers,A cross border payments orchestrator layer with a Merchant of Record service to provide local payment options to their customers,https://dodopayments.com,https://www.antler.co/portfolio
flowdesk.co,Flowdesk,speedinvest,ICP 2,8,6,high,api|platform,Growth,2022,,France,Allowing web3 token issuers to manage their liquidity actively through Market-Making as a Service.,"In a context of exponential growth of token issuers in the web3 space, Flowdesk is building an infrastructure to help them tackle their financial needs with a more transparent and controlled approach. ‍ Flowdesk has built a scalable infrastructure that connects crypto-exchanges to innovative products, such as Market-Making as a Service (MMaaS). MMaaS is radically different than traditional liquidity provisions where issuers fully own their liquidity and can control the strategy according to their needs. ‍ To support their vision of scalable and regulated market-making in crypto , Flowdesk offers banking-grade compliance and stringent procedures to guarantee they always work in the best interests of issuers.",https://flowdesk.co/,https://www.speedinvest.com/portfolio/
haaven.com,Haaven,speedinvest,ICP 2,8,6,high,api|auth,Marketplaces & Consumer,2024,,Netherlands,"A homebuilding platform surrounding customers with the best architects, engineers, and builders.","At Haaven, we turn home building into a stress-free experience. Our platform offers a clear, end-to-end process that eliminates surprises, whether it's where to start, how long it will take, or how much it will cost. By connecting you with a trusted network of architects, engineers, and builders, we ensure your dream home comes to life on time and within budget. We're with you from the first idea to construction and aftercare, making the process smooth and enjoyable. ‍ Europe needs more and better homes for people and the planet. Haaven meets this need by uniting construction companies across Europe onto a single platform. Our homes are built carbon neutral, using wood in prefabricated designs to reduce carbon emissions. We also preserve architectural diversity by allowing architects from all over Europe to add their designs to our platform, combining the benefits of prefab construction with unique designs.",http://www.haaven.com,https://www.speedinvest.com/portfolio/
mokker.ai,Mokker.ai,point_nine,ICP 2,8,6,high,auth|app|status,PLG|AI,Pre-seed,,"Vienna, Austria","Mokker.ai is an AI-powered product photography platform that turns simple product shots into studio-quality images. It removes backgrounds, offers customizable scenes and templates, and generates on‑brand visuals for e‑commerce, marketplaces, and ads—without a physical photoshoot.","Mokker.ai is an AI-powered product photography platform that turns simple product shots into studio-quality images. It removes backgrounds, offers customizable scenes and templates, and generates on‑brand visuals for e‑commerce, marketplaces, and ads—without a physical photoshoot.",https://mokker.ai/,https://www.pointnine.com/companies
simplyzibra.com.au,Zibra,antler,ICP 1,8,6,high,api|docs,FinTech,2021,,Australia,An over-the-top digital wallet that helps you take control of your spending and drives your dollar further.,An over-the-top digital wallet that helps you take control of your spending and drives your dollar further.,https://www.simplyzibra.com.au/,https://www.antler.co/portfolio
supplypay.io,Supply Pay,antler,ICP 1,8,6,high,api|platform,FinTech,2025,,US,Streamlining the global supply chain.,Streamlining the global supply chain.,https://www.supplypay.io/,https://www.antler.co/portfolio
talkjs.com,TalkJS,speedinvest,ICP 2,8,6,high,api|app|status,AI & Infra,2017,,Netherlands,Providing User-to-User Messaging as a Service.,It takes an enormous effort to get custom messaging on a platform right. TalkJS solves this issue by introducing its one-line integration messaging service for any platform with peer-to-peer communication needs.,https://talkjs.com/,https://www.speedinvest.com/portfolio/
tourradar.com,TourRadar,speedinvest,ICP 2,8,6,high,api|auth,Marketplaces & Consumer,2013,,Austria,Online marketplace for multi-day tours and adventures.,"TourRadar is the leading online marketplace for multi-day tours and organized adventures. The platform makes it easy for travelers to find, compare, and book thousands of vetted small-group trips and longer organized journeys worldwide. ‍ The company's unique value is aggregating over 50,000 tours from more than 2,500 global operators, including major brands and independent local providers. This consolidation centralizes a traditionally fragmented market, offering travelers choice and price comparison for complex booking needs.",http://www.tourradar.com/,https://www.speedinvest.com/portfolio/
upciti.com,Upciti,point_nine,ICP 2,8,6,high,docs|dashboard|status,Enterprise|AI|Hardware|Computer Vision,Series A,,"Paris, France","Paris-based Upciti provides urban intelligence via on‑device computer vision sensors and software that turn real‑time street activity into actionable metrics for traffic, infrastructure, and livability. Used by municipalities worldwide, Upciti processes data locally to protect citizens’ privacy.","Paris-based Upciti provides urban intelligence via on‑device computer vision sensors and software that turn real‑time street activity into actionable metrics for traffic, infrastructure, and livability. Used by municipalities worldwide, Upciti processes data locally to protect citizens’ privacy.",https://upciti.com/en/,https://www.pointnine.com/companies
wingbits.com,Wingbits,antler,ICP 2,8,6,high,api|docs,B2B Software,2023,,Sweden,Incentive based flight tracking platform,Incentive based flight tracking platform,https://wingbits.com/,https://www.antler.co/portfolio
adeu.ai,adeu.ai,antler,ICP 2,8,5,high,api|app,B2B Software,2024,,Finland,Streamlining corporate transactions through intelligent workflow automation.,Streamlining corporate transactions through intelligent workflow automation.,https://adeu.ai,https://www.antler.co/portfolio
adverity.com,Adverity,speedinvest,ICP 2,8,5,high,docs|app,AI & Infra,2016,,Austria,"Intelligent data platform transforming marketing data into actionable, performance-driving insights.","Adverity is an online marketing data analytics and reporting platform. Advertisers and marketing agencies use the platform to analyse real-time data from multiple popular marketing tools alongside offline data – such as Excel spreadsheets – to deliver insights into their marketing activities. Adverity efficiently compiles different data sources to help marketers take control of their marketing campaigns. ‍ Their products are web-based marketing intelligence and advanced analytics platforms that fully integrate input from several marketing tools into one application. This creates a united data stack for more efficient reporting, better decision making and improved marketing performance.",https://www.adverity.com/,https://www.speedinvest.com/portfolio/
agreena.com,Agreena,hv_capital,ICP 2,8,5,high,api|app,climate,growth,,"København, Denmark","Agreena unlocks the power of soil carbon removals and natural capital to finance the transition to regenerative agriculture. Working closely with partner farmers across 16 European markets and growing, AgreenaCarbon is the world’s leading soil carbon platform. With market-leading satellite monitoring technologies, Agreena’s solutions can support farmers, companies, and governments on the road to net zero.","Agreena unlocks the power of soil carbon removals and natural capital to finance the transition to regenerative agriculture. Working closely with partner farmers across 16 European markets and growing, AgreenaCarbon is the world’s leading soil carbon platform. With market-leading satellite monitoring technologies, Agreena’s solutions can support farmers, companies, and governments on the road to net zero.",https://agreena.com/,https://www.hvcapital.com/companies
ammp.io,AMMP,point_nine,ICP 2,8,5,high,auth|app,Vertical Software|Climate & Energy,Seed,,"Amsterdam, Netherlands","AMMP provides AMMP OS, a device-agnostic platform that connects and manages clean‑energy portfolios. By aggregating data from diverse hardware and sites into a single, actionable view, it helps energy companies automate operations, reduce downtime, and scale reliably.","AMMP provides AMMP OS, a device-agnostic platform that connects and manages clean‑energy portfolios. By aggregating data from diverse hardware and sites into a single, actionable view, it helps energy companies automate operations, reduce downtime, and scale reliably.",https://www.ammp.io/,https://www.pointnine.com/companies
arkive.nl,Arkive,antler,ICP 2,8,5,high,auth|app,ConsumerTech,2021,,Netherlands,"Beauty platform that end-to-end digitizes beauty excess inventory, and implementing a cradle-to-cradle philosophy.","Beauty platform that end-to-end digitizes beauty excess inventory, and implementing a cradle-to-cradle philosophy.",https://arkive.nl/,https://www.antler.co/portfolio
consola.finance,consola.finance,speedinvest,ICP 2,8,5,high,api|app,Exits,2022,,Austria,The first end-to-end finance and accounting collaboration platform for web3 firms.,"consola.finance (acquired by Request Finance in 2024) is on a mission to bring clarity and control to companies’ crypto finances with the first human-readable block(chain) explorer with dedicated finance, accounting, bookkeeping and reporting tooling. consola.finance automates crypto finance processes, saves valuable time, reduces human errors and gives companies the opportunity to make better decisions.",https://consola.finance/,https://www.speedinvest.com/portfolio/
