domain,name,source,icp_tier,icp_score,signal_score,signal_trust,tags,batch,team_size,location,one_liner,has_api,has_mcp,outreach_priority,outreach_reason,company_url
qfex.com,QFEX,yc_fintech,ICP 1,13,10,high,marketplace|fintech|trading,p2025,10,"London, UK",24/7 Global Stock Exchange,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/qfex
qonto.com,Qonto,hv_capital,ICP 1,8,15,high,fintech,growth,,"Paris, France",Qonto is an online bank that provides financial tools for small and medium-sized businesses and freelancers.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://qonto.com/en
rampnetwork.com,Ramp,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://rampnetwork.com
receeve.com,receeve,speedinvest,ICP 2,7,3,high,Exits,2020,,Germany,Fully digital debt-servicing platform for the entire collection lifecycle.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://receeve.com/
reposit.co.uk,Reposit,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://reposit.co.uk
restabilise.com,ReStabilise,project_a,ICP 2,7,3,high,"",Pre-Seed,,London,Multi-currency stablecoin issuance platform,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://restabilise.com/
revolut.com,Revolut,point_nine,ICP 2,10,11,high,Consumer|Fintech,Seed,,"London, UK","Revolut is the leading global neobank. Founded in London in 2015, Revolut has become a global financial super app, unifying everyday money management – spend, send, save, invest, and business finances – in a single platform.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://revolut.com/
riskledger.com,Risk Ledger,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://riskledger.com
runcanary.ai,Canary,yc_saas,ICP 1,13,3,high,b2b|saas|artificial-intelligence|developer-tools,w2026,4,"San Francisco, CA, USA",The first AI QA engineer that understands your codebase,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/canary
runware.ai,Runware,speedinvest,ICP 2,7,7,high,Deep Tech,2025,,United Kingdom,"Unified API for high-performance AI inference, enabling teams to run any AI model faster and at significantly lower cost.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://runware.ai/
rvvup.com,rvvup,hv_capital,ICP 2,10,9,high,fintech,seed,,"London, UK","Founded in London late 2020, Rvvup’s purpose is to enable the seamless interoperability of CeFi and DeFi with advanced infrastructure that empowers and future proofs businesses with embedded finance, payments as a service and enhanced digital money movement. In 2025 Rvvup was acquired by Zopa",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.rvvup.com/
satago.com,Satago,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://satago.com
seedlegals.com,SeedLegals,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://seedlegals.com
sentrial.com,Sentrial,yc_developer_tools,ICP 1,13,6,high,b2b|aiops|developer-tools|artificial-intelligence,w2026,2,"San Francisco, CA, USA",Production Monitoring for AI Agents,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/sentrial
shortkit.dev,shortkit,yc_developer_tools,ICP 1,13,6,high,infrastructure|developer-tools|video,w2026,2,,Short-form video SDK for consumer apps,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/shortkit
sidekickmoney.com,Sidekick,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://sidekickmoney.com/
sikoia.com,Sikoia,seedcamp,ICP 1,5,7,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://sikoia.com
sona.is,Sona,speedinvest,ICP 2,7,5,high,Growth,2021,,United Kingdom,Workforce management built for frontline workers.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.sona.is/
sorare.com,Sorare,seedcamp,ICP 1,5,4,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://sorare.com
specific.dev,Specific,yc_developer_tools,ICP 1,13,13,high,ai|developer-tools|no-code|devops,f2025,2,"Stockholm, Sweden",AWS for coding agents,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/specific
speechblubs.com,BlubBlub,speedinvest,ICP 2,7,5,high,Health & Bio,2017,,United States of America,Video modeling and gamified activities to help children improve their speech and language skills.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://speechblubs.com/
spektr.com,Spektr,seedcamp,ICP 1,5,7,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://spektr.com
spill.chat,Spill,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://spill.chat
studentfinance.com,StudentFinance,seedcamp,ICP 1,5,11,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://studentfinance.com
sylvera.com,Sylvera,seedcamp,ICP 1,5,11,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://sylvera.com
synthesia.io,Synthesia,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://synthesia.io
talkjs.com,TalkJS,speedinvest,ICP 2,7,6,high,AI & Infra,2017,,Netherlands,Providing User-to-User Messaging as a Service.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://talkjs.com/
telleroo.com,Telleroo,speedinvest,ICP 2,7,9,high,Fintech & DeFi,2016,,United Kingdom,An API for outgoing payments.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.telleroo.com/
terminaluse.com,Terminal Use,yc_developer_tools,ICP 1,13,8,high,infrastructure|developer-tools|aiops|workflow-automation|ai,w2026,4,"San Francisco, CA, USA",Vercel for background agents,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/terminal-use
thanksben.com,Ben,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://thanksben.com
tide.co,Tide,speedinvest,ICP 2,7,12,high,Growth,2018,,United Kingdom,SME challenger bank redefining business banking.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.tide.co/
tilt.app,Tilt,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://tilt.app
tinfoil.sh,Tinfoil,yc_security,ICP 1,13,15,high,b2b|cybersecurity|privacy|artificial-intelligence|security,p2025,4,"San Francisco, CA, USA","Tinfoil makes your AI workflows secure, verifiable, and private.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/tinfoil
tldv.io,tl;dv,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://tldv.io
tourradar.com,TourRadar,speedinvest,ICP 2,7,6,high,Marketplaces & Consumer,2013,,Austria,Online marketplace for multi-day tours and adventures.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://www.tourradar.com/
tower.dev,Tower,speedinvest,ICP 2,7,9,high,AI & Infra,2025,,Germany,AI-native data infrastructure for reliable production deployment.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://tower.dev/
trace.so,Trace,yc_productivity,ICP 1,13,3,high,productivity|b2b|saas|ai|enterprise-software,s2025,3,"San Francisco, CA, USA",Context-aware orchestration between humans and AI.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/trace-so
trussle.com,Trussle,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://trussle.com
unifold.io,Unifold,yc_fintech,ICP 1,13,8,high,crypto-web3|cryptocurrency|fintech|payments,w2026,3,"New York, NY, USA",Multi-chain deposit and payment infrastructure,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/unifold
unweave.io,Unweave,speedinvest,ICP 2,7,8,high,AI & Infra,2021,,Germany,Giving developers instant access to serverless infrastructure for machine learning.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.unweave.io/
upvest.co,UPVEST,hv_capital,ICP 2,10,7,high,fintech,early,,"Berlin, Germany","Upvest’s blockchain APIs enable businesses to offer seamless blockchain wallets, transactions, smart contracts and data to their end users (B2B2C model). Upvest empowers anyone to access major blockchains like Bitcoin and Ethereum instantly without prior knowledge. One of the first use cases is fintechs and blockchain apps where the Upvest wallet infrastructure can be integrated as a self-custody solution with recovery features for the end-users, thereby replacing an intermediary bank.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.upvest.co/
usechamber.io,Chamber,yc_developer_tools,ICP 1,13,9,high,ai|artificial-intelligence|b2b|enterprise-software|developer-tools,w2026,4,"San Francisco, CA, USA",Autopiloting your AI infrastructure,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/chamber
usedari.com,Dari,yc_developer_tools,ICP 1,13,10,high,robotic-process-automation|b2b|workflow-automation|developer-tools,f2025,2,"San Francisco, CA, USA",An API to build the most reliable browser use agents,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/dari
useklump.com,Klump,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://useklump.com
usemoss.dev,Moss,yc_saas,ICP 1,13,6,high,ai|developer-tools|saas,f2025,3,"San Mateo, CA, USA",Real-time semantic search for Conversational AI,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/moss
veratrak.com,Veratrak,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://veratrak.com
vespuccianalytics.com,Vespucci,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://vespuccianalytics.com
visiblyhq.com,Visibly,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://visiblyhq.com
vocca.ai,Vocca AI,speedinvest,ICP 2,7,8,high,Health & Bio,2025,,France,Automating patient calls for healthcare providers with AI-powered assistants.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://vocca.ai/
wave.com,Wave,yc_fintech,ICP 3,12,7,high,fintech,w2012,1600,"Dakar, Senegal",Mobile money app for Africa,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/wave
wayflyer.com,Wayflyer,speedinvest,ICP 2,7,12,high,Growth,2020,,Ireland,Revenue-based financing for e-commerce brands.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.wayflyer.com/
waypointcommodities.com,Waypoint,project_a,ICP 2,7,5,high,"",Seed,,London,The international platform for fertilisers & commodity chemicals,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.waypointcommodities.com/
wealthkernel.com,WealthKernel,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://wealthkernel.com
weavr.io,Weavr,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://weavr.io
wefox.com,Wefox,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://wefox.com
wikifolio.com,Wikifolio,speedinvest,ICP 2,7,3,high,Fintech & DeFi,2012,,Austria,Allowing day traders and asset managers to publish their portfolios for other traders to access and invest in.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.wikifolio.com/de/de/home
wise.com,Wise,seedcamp,ICP 1,5,10,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://wise.com
yapily.com,Yapily,hv_capital,ICP 2,10,15,high,fintech,seed,,"London, UK","Yapily is an award-winning, 'API Only' technology provider whose mission is to enable innovative products to connect to banks, empowering a new generation of financial services. It provides a seamless, secure and scalable pathway for end users to connect to their finances and make payments. Yapily works behind the scenes, providing API connectivity to all banks via a single integration to retrieve data and initiate payments.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.yapily.com/
yavin.com,Yavin,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://yavin.com
yonder.com,Yonder,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://yonder.com
yoummday.com,Yoummday,project_a,ICP 2,7,9,high,"",Private Equity,,Munich,360° customer service platform,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.yoummday.com/
zincwork.com,Zinc,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://zincwork.com
