domain,name,source,icp_tier,icp_score,signal_score,signal_trust,tags,batch,team_size,location,one_liner,has_api,has_mcp,outreach_priority,outreach_reason,company_url
kema.co,Kema,speedinvest,ICP 2,7,5,high,"Middle East, Africa & Beyond",2023,,United Arab Emirates,"A cash flow platform helping MENA SMEs get paid faster, automate A/R, and unlock invoice financing seamlessly.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.kema.co/
kittl.com,Kittl,speedinvest,ICP 2,9,5,high,Growth,2021,,Germany,Empowering creators to create complex designs faster and easier.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.kittl.com/
klara.com,Klara,project_a,ICP 2,7,7,high,"",Seed,,New York,The healthcare messaging platform,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.klara.com/
labstep.com,Labstep,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://labstep.com
laserhub.com,Laserhub,point_nine,ICP 2,9,5,high,B2B Marketplace|Manufacturing,Seed,,"Stuttgart, Germany","Laserhub is a European digital procurement platform for custom metal and plastic parts, offering instant quotes and reliable delivery via a vetted manufacturing network. Founded in 2017 and based in Stuttgart.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://laserhub.com/
lemonflow.ai,Lemonflow,speedinvest,ICP 2,9,5,high,Climate Tech & Industrial Tech,2025,,Germany,The AI infrastructure layer for operations in mobility.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://lemonflow.ai/
lendis.io,Lendis,hv_capital,ICP 2,9,5,high,enterprise,early,,"Berlin, Germany",Lendis brings equipping and managing an office into the 21st century. The company offers a digital rental service for office infrastructure as well as a web-based product to product to manage all processes related to setting up and managing an office.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.lendis.io/
leta.ai,Leta,speedinvest,ICP 2,7,6,high,"Middle East, Africa & Beyond",2025,,Kenya,Helping businesses optimize the movement of goods to reduce costs and minimize climate impact.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://leta.ai/
light.inc,Light,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://light.inc
lingokids.com,Lingokids,hv_capital,ICP 2,8,5,high,consumer,exit,,"Madrid, Spain","Lingokids is an ed-tech startup that develops language learning services for early childhood. Their mission is to break language barriers and create equal learning opportunities for all kids around the world. Lingokids offers an alternative to traditional teaching methods by implementing interactive, multi-media technologies and embedding lessons into the context of games. Their lessons are designed specifically to teach languages to children between 2 and 6 years of age. Through curricula personalized via machine learning and the ludic method of mini-games the platform encourages self-motivation and engagement.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://lingokids.com
linkedin.com,Mycoverse,htgf,ICP 1,7,14,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.linkedin.com/company/mycoverse/
liqid.de,Liqid,project_a,ICP 2,9,8,high,"",Seed,,Berlin,Data-driven platform for private wealth management,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.liqid.de/
liv.tv,LIV,seedcamp,ICP 1,5,15,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://liv.tv
lizzy-ai.com,LizzyAI,speedinvest,ICP 2,7,5,high,Marketplaces & Consumer,2025,,United States of America,"Recruiting platform that uses AI-powered interviews to help companies hire faster, fairer, and more efficiently.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.lizzy-ai.com/
loctax.com,loc.tax,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://loctax.com
loopline-systems.com,Loopline,project_a,ICP 1,7,9,high,"",Seed,,Berlin,Cloud solution performance reviews management,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.loopline-systems.com/
lytra.ai,lytra,htgf,ICP 1,7,9,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.lytra.ai/
maqsad.io,Maqsad,speedinvest,ICP 2,7,3,high,"Middle East, Africa & Beyond",2023,,Pakistan,Building a personalized learning platform to make high-quality education accessible to 100 million Pakistani students.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://maqsad.io/
mavenoid.com,Mavenoid,point_nine,ICP 2,8,5,high,Enterprise|AI|CRM,Seed,,"Stockholm, Sweden","Founded in 2016, Mavenoid builds an AI agent for product support focused on physical products. The platform automates diagnostics and deflection, and escalates to live video assistance when needed, helping companies resolve complex issues faster, prevent unnecessary replacements, and improve customer experience across channels.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://www.mavenoid.com/
maywoodai.com,Maywood,yc_fintech,ICP 1,13,4,high,finance|fintech|b2b|artificial-intelligence,w2026,5,"New York, NY, USA",AI for M&A,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/maywood
maze.co,Maze,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://maze.co
medefer.com,Medefer,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://medefer.com
mediaire.de,mediaire,htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://mediaire.de/
meetciao.com,Ciao,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://meetciao.com
meilisearch.com,Meilisearch,seedcamp,ICP 1,5,10,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://meilisearch.com
meinprospekt.de,MEINPROSPEKT (Exit),htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.meinprospekt.de
memories.ai,Memories,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://memories.ai
mention.com,Mention,point_nine,ICP 2,8,7,high,SMB SaaS,Seed,,"Paris, France","Mention is a social listening and media monitoring platform that tracks brand, competitor, and industry mentions across social, news, blogs, and the web, with alerts, sentiment, and analytics for PR and marketing teams. Founded in 2012 in Paris, it was acquired by Mynewsdesk in 2018.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://mention.com/
mews.com,Mews,speedinvest,ICP 2,8,12,high,AI & Infra,2025,,Netherlands,The hospitality management platform powering modern hotels.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.mews.com/en
milano-vice.de,Milano Vice,speedinvest,ICP 1,7,5,high,Marketplaces & Consumer,2022,,Germany,Germany's first virtual restaurant chain.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.milano-vice.de/
mitigant.io,Resility,htgf,ICP 1,7,8,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://www.mitigant.io/
momox.de,Momox,point_nine,ICP 2,9,6,high,Consumer,Seed,,"Berlin, Germany","Momox (one of Christoph's angel investments before starting P9) is Europe’s leading re-commerce platform for used books, media, and fashion. Founded in 2004 in Berlin, it buys items online at fixed prices and resells them via storefronts like medimops, extending product lifecycles and promoting circular consumption.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://www.momox.de/
monese.com,Monese,seedcamp,ICP 1,5,4,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://monese.com
moonpay.com,MoonPay,speedinvest,ICP 2,7,14,high,Growth,2025,,United States of America,The global infrastructure for seamless crypto payments.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.moonpay.com
more.science,mo:re,htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://more.science/
mybuilder.com,MyBuilder,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://mybuilder.com
natif.ai,Natif.ai,htgf,ICP 1,7,9,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://natif.ai/en/
navan.com,Navan,project_a,ICP 2,7,9,high,"",,,Palo Alto,The #1 corporate travel management platform,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://navan.com/
neotiv.com,neotiv,htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.neotiv.com/de/
nfon.com,NFON (Exit),htgf,ICP 1,7,7,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.nfon.com
node.energy,node.energy,htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.node.energy
nurture.is,Nurture,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://nurture.is
octav.fi,Octav,speedinvest,ICP 2,7,8,high,AI & Infra,2022,,Canada,Know your cost-basis at all times and make better decisions.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://octav.fi/
oculai.de,oculai,htgf,ICP 1,7,5,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.oculai.de/
omnea.co,Omnea,point_nine,ICP 2,10,12,high,Enterprise|Fintech|Vertical Software|AI,Pre-seed,,"London, UK","Omnea is an AI-native procurement and supplier relationship management platform that streamlines intake, approvals, and renewals, centralizes supplier data, and automates third‑party risk and performance workflows across systems.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.omnea.co/
oneleet.com,Oneleet,yc_security,ICP 2,13,12,high,b2b|compliance|security|saas|artificial-intelligence,s2022,50,,"YC's most popular security compliance platform (SOC 2, ISO 27001,…",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/oneleet
oneshot.ai,OneShot,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://oneshot.ai
onitbank.com,Onit,speedinvest,ICP 2,7,3,high,"Middle East, Africa & Beyond",2023,,Kenya,"Building your bank, free from hidden fees.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.onitbank.com/
ontruck.com,Ontruck,point_nine,ICP 2,8,3,high,B2B Marketplace|Logistics,Seed,,"Madrid, Spain","Ontruck is a European digital road‑freight platform that connects shippers with vetted carriers for full and part‑load palletized goods. Founded in Madrid in 2016, it uses real‑time tracking and route optimization to reduce empty miles, cut CO2, and deliver reliable, cost‑efficient transport across Spain and neighboring markets.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ontruck.com/
opinary.com,Opinary,project_a,ICP 1,7,5,high,"",Series A,,Berlin,Making opinions matter,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://opinary.com/
overwatchdata.ai,Overwatch,yc_security,ICP 1,13,5,high,saas|supply-chain|ai|cybersecurity,s2022,5,"New York, NY, USA","Enterprise software for strategic, risk, and cyber fraud intelligence",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/overwatch
pacerevenue.com,Pace Revenue,speedinvest,ICP 2,7,5,high,Exits,2016,,United Kingdom,Hospitality revenue management platform utilizing machine learning and statistical modelling.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.pacerevenue.com/
paceup.com,Pace,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://paceup.com
packmatic.io,Packmatic,hv_capital,ICP 2,9,8,high,marketplace,seed,,"Berlin, Germany",Packmatic is the leading digital platform for product packaging.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.packmatic.io
pactum.com,Pactum,project_a,ICP 2,7,6,high,"",Seed,,Mountain View,AI Negotiation Platform Company,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://pactum.com/
pairnow.ai,Pair,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://pairnow.ai
pally.com,Pally,yc_productivity,ICP 1,13,5,high,productivity|search|consumer|b2b|artificial-intelligence,s2025,3,"San Francisco, CA, USA",Intelligent Unified Inbox + Personal CRM,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/pally
papayadash.com,Papaya,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://papayadash.com
payever.de,payever (Exit),htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.payever.de
paysponge.com,Sponge,yc_saas,ICP 1,13,3,high,payments|crypto-web3|fintech|artificial-intelligence|saas,w2026,3,,Financial infrastructure for the agent economy,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/sponge
pelikan-mobility.com,Pelikan Mobility,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://pelikan-mobility.com
pento.io,Pento,point_nine,ICP 2,8,5,high,SMB SaaS,Seed,,"Copenhagen, Denmark","Pento is a UK-focused payroll automation platform that lets companies run payroll in minutes with real-time calculations, HMRC and pension integrations, and error-reducing workflows. In 2024, Pento was acquired by HRIS provider HiBob to power native UK payroll within Bob.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.pento.io/
peony.ink,Peony,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://peony.ink
plakar.io,Plakar,seedcamp,ICP 1,5,7,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://plakar.io
pleo.io,Pleo,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://pleo.io
plista.com,plista (Exit),htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.plista.com
podium.com,Podium,yc_saas,ICP 3,12,18,high,ai|saas|b2b|fintech,w2016,1000,"Lehi, UT, USA",Get more leads. Make more money. ,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/podium
polaranalytics.com,Polar Analytics,point_nine,ICP 2,8,5,high,Vertical Software,Seed,,"Paris, France","Polar Analytics is an all-in-one ecommerce analytics platform for Shopify and omnichannel brands, unifying data from storefronts, ad platforms, and other sources into a single source of truth.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.polaranalytics.com/
popsink.com,Popsink,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://popsink.com
powernaut.io,Powernaut,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://powernaut.io
precium.com,Precium,speedinvest,ICP 2,7,9,high,"Middle East, Africa & Beyond",2022,,South Africa,The first African payments platform purpose-built for enterprise.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.precium.com/
preventicus.com,Preventicus,htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://preventicus.com/
prewave.ai,Prewave,speedinvest,ICP 2,8,5,high,Growth,2018,,Austria,Predicting supply chain and sustainability risks.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.prewave.ai/
primer.io,Primer,speedinvest,ICP 2,7,9,high,Fintech & DeFi,2020,,United Kingdom,Helping online merchants power the best commerce experiences in the world.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://primer.io/
procuros.io,Procuros,point_nine,ICP 2,9,6,high,Enterprise,Seed,,"Hamburg, Germany","Procuros builds an AI-powered B2B Integration Hub for retail and FMCG, unifying EDI, APIs, and supplier portals to exchange orders, delivery notes, and invoices seamlessly with thousands of partners.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://procuros.io/
propertypartner.co,Property Partner,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://propertypartner.co
purpose-green.com,PurposeGreen,speedinvest,ICP 1,7,6,high,Climate Tech & Industrial Tech,2023,,Germany,End-to-end solution for energy CAPEX and long-term ESG management.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://www.purpose-green.com
qfex.com,QFEX,yc_fintech,ICP 1,13,10,high,marketplace|fintech|trading,p2025,10,"London, UK",24/7 Global Stock Exchange,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/qfex
qonto.com,Qonto,hv_capital,ICP 1,9,15,high,fintech,growth,,"Paris, France",Qonto is an online bank that provides financial tools for small and medium-sized businesses and freelancers.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://qonto.com/en
rampnetwork.com,Ramp,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://rampnetwork.com
re-cap.com,Re:cap,project_a,ICP 1,7,8,high,"",Seed,,Berlin,Capital control on your terms,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.re-cap.com/
receeve.com,receeve,speedinvest,ICP 2,9,3,high,Exits,2020,,Germany,Fully digital debt-servicing platform for the entire collection lifecycle.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://receeve.com/
relio.ch,Relio,htgf,ICP 1,7,5,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://relio.ch/
rematiq.com,Rematiq,project_a,ICP 1,7,9,high,"",Seed,,Berlin,Empowering medical innovators,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://rematiq.com/
remerge.io,Remerge,point_nine,ICP 2,9,11,high,Enterprise,Seed,,"Berlin, Germany","Remerge is a leading demand-side platform (DSP) for high-performing app marketing campaigns. Founded in Berlin in 2014, the company operates globally with a strong privacy-first approach.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.remerge.io/
reposit.co.uk,Reposit,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://reposit.co.uk
restabilise.com,ReStabilise,project_a,ICP 2,7,3,high,"",Pre-Seed,,London,Multi-currency stablecoin issuance platform,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://restabilise.com/
revolut.com,Revolut,point_nine,ICP 2,10,11,high,Consumer|Fintech,Seed,,"London, UK","Revolut is the leading global neobank. Founded in London in 2015, Revolut has become a global financial super app, unifying everyday money management – spend, send, save, invest, and business finances – in a single platform.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://revolut.com/
riskledger.com,Risk Ledger,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://riskledger.com
rizm.de,Rizm,point_nine,ICP 2,9,5,high,Enterprise|Climate & Energy,Seed,,"Münster, Germany","RIZM's software platform integrates data from production, energy procurement, and infrastructure to algorithmically optimize industrial energy systems. Founded in 2020, RIZM helps manufacturers cut costs, reduce emissions, and stay resilient amid energy market volatility.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.rizm.de/
roadsurfer.com,Roadsurfer,hv_capital,ICP 2,9,3,high,consumer,growth,,"Munich, Germany","Roadsurfer is building the world's largest platform for outdoor travel. Today, Roadsurfer is a vertically integrated camper rental provider renting out their vehicles in stations across Europe in combination with their camperspots marketplace where they offer unique investory previously inaccessible to travellers.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://roadsurfer.com/de/
rootglobal.io,Root Global,point_nine,ICP 2,9,6,high,Enterprise|Climate & Energy,Seed,,"Berlin, Germany","Root Global builds climate intelligence and an end-to-end platform for agricultural supply chains, enabling food and beverage companies to accurately measure, report, and reduce supply chain emissions based on primary data.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.rootglobal.io/
runcanary.ai,Canary,yc_saas,ICP 1,13,3,high,b2b|saas|artificial-intelligence|developer-tools,w2026,4,"San Francisco, CA, USA",The first AI QA engineer that understands your codebase,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/canary
runware.ai,Runware,speedinvest,ICP 2,7,7,high,Deep Tech,2025,,United Kingdom,"Unified API for high-performance AI inference, enabling teams to run any AI model faster and at significantly lower cost.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://runware.ai/
rvvup.com,rvvup,hv_capital,ICP 2,10,9,high,fintech,seed,,"London, UK","Founded in London late 2020, Rvvup’s purpose is to enable the seamless interoperability of CeFi and DeFi with advanced infrastructure that empowers and future proofs businesses with embedded finance, payments as a service and enhanced digital money movement. In 2025 Rvvup was acquired by Zopa",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.rvvup.com/
sablono.com,Sablono (Exit),htgf,ICP 1,7,8,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.sablono.com/
satago.com,Satago,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://satago.com
scavenger-ai.com,Scavenger AI,htgf,ICP 1,7,11,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://scavenger-ai.com/
scopis.com,Scopis (Exit),htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.scopis.com/
sdui.de,Sdui,hv_capital,ICP 2,9,9,high,enterprise,early,,"Koblenz, Germany","Sdui offers schools a GDPR-compliant digital platform / app for the communication between teachers, parents and students. All important information about teaching, such as timetables, substitution schedules, letters to parents, announcements and homework can be easily shared via the platform and accessed via app or via the browser. With a video conferencing tool, a cloud, a digital class register, room bookings and other integrations, Sdui plans to become the central platform to digitalize and simplify schools’ organization and communication.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://sdui.de
seedlegals.com,SeedLegals,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://seedlegals.com
sentrial.com,Sentrial,yc_developer_tools,ICP 1,13,6,high,b2b|aiops|developer-tools|artificial-intelligence,w2026,2,"San Francisco, CA, USA",Production Monitoring for AI Agents,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/sentrial
shortkit.dev,shortkit,yc_developer_tools,ICP 1,13,6,high,infrastructure|developer-tools|video,w2026,2,,Short-form video SDK for consumer apps,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/shortkit
sidekickmoney.com,Sidekick,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://sidekickmoney.com/
sikoia.com,Sikoia,seedcamp,ICP 1,5,7,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://sikoia.com
skoove.com,Skoove,htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.skoove.com/
soley.io,Soley,htgf,ICP 1,7,4,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.soley.io
sona.is,Sona,speedinvest,ICP 2,7,5,high,Growth,2021,,United Kingdom,Workforce management built for frontline workers.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.sona.is/
sorare.com,Sorare,seedcamp,ICP 1,5,4,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://sorare.com
spacegoats.io,SPACEGOATS,htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://spacegoats.io/
specific.dev,Specific,yc_developer_tools,ICP 1,14,13,high,ai|developer-tools|no-code|devops,f2025,2,"Stockholm, Sweden",AWS for coding agents,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/specific
speechblubs.com,BlubBlub,speedinvest,ICP 2,7,5,high,Health & Bio,2017,,United States of America,Video modeling and gamified activities to help children improve their speech and language skills.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://speechblubs.com/
spektr.com,Spektr,seedcamp,ICP 1,5,7,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://spektr.com
spill.chat,Spill,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://spill.chat
storybox.blog,StoryBox,htgf,ICP 1,7,3,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.storybox.blog/
studentfinance.com,StudentFinance,seedcamp,ICP 1,5,11,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://studentfinance.com
studocu.com,StuDocu,point_nine,ICP 2,8,5,high,Consumer|Education,Seed,,"Amsterdam, Netherlands","StuDocu is a global student-to-student learning platform where learners share and discover course-specific study materials, now enhanced by AI tools for quizzes and flashcards. Founded in 2013 in the Netherlands, it serves tens of millions of students worldwide.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://www.studocu.com/
sylvera.com,Sylvera,seedcamp,ICP 1,5,11,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://sylvera.com
synthesia.io,Synthesia,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://synthesia.io
syte.ms,syte,htgf,ICP 1,7,11,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.syte.ms/
tabula.de,Tabula,project_a,ICP 1,7,5,high,"",Pre-Seed,,Berlin,Superpowers for accountants,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://tabula.de/en
talkjs.com,TalkJS,speedinvest,ICP 2,8,6,high,AI & Infra,2017,,Netherlands,Providing User-to-User Messaging as a Service.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://talkjs.com/
taxdoo.com,Taxdoo,htgf,ICP 1,7,11,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.taxdoo.com
telerik.com,Vanatec (Exit),htgf,ICP 1,7,13,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.telerik.com/
telleroo.com,Telleroo,speedinvest,ICP 2,7,9,high,Fintech & DeFi,2016,,United Kingdom,An API for outgoing payments.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.telleroo.com/
tengo.cc,Tengo,point_nine,ICP 2,8,5,high,Enterprise|AI,Seed,,"Paris, France","Tengo is an AI-powered platform that helps companies find, qualify, and respond to public tenders at scale. It centralizes opportunities, automates analysis and answer drafting, and streamlines collaboration from discovery to submission for faster, higher-quality bids.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.tengo.cc/
terminaluse.com,Terminal Use,yc_developer_tools,ICP 1,13,8,high,infrastructure|developer-tools|aiops|workflow-automation|ai,w2026,4,"San Francisco, CA, USA",Vercel for background agents,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/terminal-use
textcortex.com,text.cortex,speedinvest,ICP 1,7,12,high,AI & Infra,2022,,Germany,Combining advanced NLG algorithms with proven marketing practices to create the best AI software for copywriting.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://textcortex.com/
thanksben.com,Ben,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://thanksben.com
tide.co,Tide,speedinvest,ICP 2,7,12,high,Growth,2018,,United Kingdom,SME challenger bank redefining business banking.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.tide.co/
tilt.app,Tilt,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://tilt.app
